image_id,filename,target_class,class_id,gt_bbox_x,gt_bbox_y,gt_bbox_width,gt_bbox_height,detected,confidence,iou,best_same_class_confidence,best_same_class_iou,total_detections
69356,000000069356.jpg,person,1,74.56,110.83,105.07,378.46,Yes,0.872985,0.929311937578128,0.872985,0.929311937578128,12
73702,000000073702.jpg,person,1,122.85,193.7,338.89,446.3,Yes,0.8701,0.76632049930368,0.8701,0.76632049930368,6
74058,000000074058.jpg,car,3,583.67,207.03,56.33,141.18,Yes,0.746827,0.900435485465176,0.746827,0.900435485465176,16
76416,000000076416.jpg,person,1,470.14,264.94,39.93,41.64,No,0.0,0.0,0.449159,0.0,4
76417,000000076417.jpg,car,3,190.17,153.23,449.83,316.61,No,0.0,0.0,0.0,0.0,3
76625,000000076625.jpg,person,1,518.9,341.68,54.87,137.82,Yes,0.894286,0.930117272827081,0.894286,0.930117272827081,8
78823,000000078823.jpg,car,3,9.29,160.0,466.58,314.84,Yes,0.727214,0.870086547452595,0.727214,0.870086547452595,4
79969,000000079969.jpg,person,1,1,0,424,389,No,0.0,0.0,0.884657,0.12838503851861274,13
80340,000000080340.jpg,person,1,145.85,71.67,130.5,253.32,Yes,0.928818,0.7656513403129032,0.928818,0.7656513403129032,12
80932,000000080932.jpg,person,1,64.83,141.38,300.69,321.38,Yes,0.876188,0.9816857620487391,0.876188,0.9816857620487391,11
81738,000000081738.jpg,person,1,453.03,138.82,186.61,334.38,Yes,0.728392,0.9818533552214861,0.728392,0.9818533552214861,2
84362,000000084362.jpg,person,1,374.29,142.38,100.32,120.81,Yes,0.89406,0.8920722729873701,0.89406,0.8920722729873701,6
85376,000000085376.jpg,car,3,38.16,320.95,155.06,54.63,Yes,0.818038,0.8496276416260874,0.818038,0.8496276416260874,13
85682,000000085682.jpg,person,1,107,203,465,191,No,0.0,0.0,0.83446,0.04311934129596389,17
86582,000000086582.jpg,person,1,0.96,20.68,179.03,180.95,No,0.0,0.0,0.0,0.0,8
87144,000000087144.jpg,car,3,349.79,32.05,83.45,29.83,Yes,0.875992,0.9186694838180198,0.875992,0.9186694838180198,6
89078,000000089078.jpg,person,1,146.7,14.38,221.48,573.84,Yes,0.913224,0.883285555359618,0.913224,0.883285555359618,1
89648,000000089648.jpg,person,1,28.29,197.56,214.75,166.32,Yes,0.90237,0.8725761950626125,0.90237,0.8725761950626125,23
91406,000000091406.jpg,person,1,470.54,61.2,114.93,336.64,Yes,0.893965,0.943643566138952,0.893965,0.943643566138952,23
93154,000000093154.jpg,car,3,143.08,273.81,67.57,35.32,Yes,0.808055,0.924112219103262,0.808055,0.924112219103262,14
93261,000000093261.jpg,person,1,55.87,33.65,205.7,207.39,Yes,0.939988,0.9748780456218149,0.939988,0.9748780456218149,4
94751,000000094751.jpg,car,3,313.05,274.0,61.95,36.08,Yes,0.767937,0.9283329039228955,0.767937,0.9283329039228955,6
97679,000000097679.jpg,car,3,103.45,159.23,417.8,216.48,Yes,0.921658,0.8647268716657026,0.921658,0.8647268716657026,4
97988,000000097988.jpg,person,1,1,227,599,221,No,0.0,0.0,0.902251,0.17290643348975848,19
98392,000000098392.jpg,car,3,244.19,516.38,235.81,123.62,Yes,0.883918,0.9539681359228973,0.883918,0.9539681359228973,12
99039,000000099039.jpg,person,1,524.32,109.73,113.52,227.03,Yes,0.785757,0.8293876253778387,0.785757,0.8293876253778387,8
102411,000000102411.jpg,car,3,1.11,198.53,37.71,95.38,Yes,0.334507,0.8775613204336685,0.334507,0.8775613204336685,14
102805,000000102805.jpg,car,3,378.73,266.86,227.44,71.55,Yes,0.908946,0.9711092730078879,0.908946,0.9711092730078879,7
104424,000000104424.jpg,person,1,146.23,163.21,118.38,378.2,Yes,0.902591,0.9496937532556113,0.902591,0.9496937532556113,3
105923,000000105923.jpg,car,3,31.29,200.47,83.22,50.86,Yes,0.889889,0.9370178189812084,0.889889,0.9370178189812084,2
107087,000000107087.jpg,car,3,0.92,168.27,636.37,254.37,No,0.0,0.0,0.0,0.0,1
108503,000000108503.jpg,person,1,7,204,577,65,No,0.0,0.0,0.706068,0.0,3
110042,000000110042.jpg,person,1,0.18,158.98,39.51,392.34,No,0.0,0.0,0.590341,0.3798023390189526,8
110784,000000110784.jpg,person,1,185.64,271.55,48.67,111.05,Yes,0.446118,0.670708214996486,0.446118,0.670708214996486,4
118921,000000118921.jpg,person,1,308.81,132.1,163.83,226.17,Yes,0.924552,0.9806817747433481,0.924552,0.9806817747433481,2
119516,000000119516.jpg,person,1,371.7,207.65,38.71,144.31,Yes,0.855868,0.9419759346735768,0.855868,0.9419759346735768,3
121031,000000121031.jpg,person,1,128.71,114.78,95.27,215.87,Yes,0.886036,0.9353935023684112,0.886036,0.9353935023684112,9
121506,000000121506.jpg,car,3,407.68,259.56,120.34,42.62,Yes,0.491583,0.6205829634955486,0.491583,0.6205829634955486,8
122962,000000122962.jpg,person,1,1,1,638,372,No,0.0,0.0,0.669263,0.09196778006204517,29
123213,000000123213.jpg,person,1,91.64,84.2,238.25,265.74,Yes,0.950897,0.9500111187551313,0.950897,0.9500111187551313,13
124798,000000124798.jpg,car,3,574.77,311.69,65.23,114.19,Yes,0.901325,0.9370694310781237,0.901325,0.9370694310781237,11
125778,000000125778.jpg,car,3,95.77,137.9,82.11,81.29,No,0.0,0.0,0.0,0.0,6
126592,000000126592.jpg,car,3,316.91,269.85,192.28,57.59,Yes,0.892763,0.8639729544531181,0.892763,0.8639729544531181,12
127263,000000127263.jpg,car,3,501.43,106.88,138.57,67.52,Yes,0.27451,0.9329578275272816,0.27451,0.9329578275272816,4
128372,000000128372.jpg,person,1,379.02,202.47,67.17,178.47,Yes,0.913261,0.9558115784417884,0.913261,0.9558115784417884,11
128654,000000128654.jpg,person,1,70.76,31.07,407.3,345.16,Yes,0.914546,0.9211242189920935,0.914546,0.9211242189920935,2
130386,000000130386.jpg,car,3,171.7,436.86,54.67,31.55,Yes,0.759531,0.9144895874245742,0.759531,0.9144895874245742,7
133969,000000133969.jpg,person,1,57,111,385,208,No,0.0,0.0,0.91486,0.2446813687998809,17
134886,000000134886.jpg,car,3,429.35,373.47,63.87,60.86,Yes,0.511704,0.9447150845726618,0.511704,0.9447150845726618,5
137727,000000137727.jpg,car,3,582.84,194.84,32.5,28.99,Yes,0.43083,0.7793442379919393,0.43083,0.7793442379919393,14
138979,000000138979.jpg,car,3,312.4,174.06,327.6,246.44,Yes,0.944402,0.943422282136209,0.944402,0.943422282136209,6
140203,000000140203.jpg,person,1,508.8,20.3,80.69,226.08,Yes,0.903211,0.7572836228783114,0.903211,0.7572836228783114,5
141671,000000141671.jpg,person,1,1,175,437,159,No,0.0,0.0,0.339391,0.006500307778904195,9
142472,000000142472.jpg,car,3,203.35,372.65,131.1,62.96,Yes,0.91418,0.9558542848810393,0.91418,0.9558542848810393,9
142585,000000142585.jpg,car,3,178.4,266.56,188.01,176.0,Yes,0.791255,0.9445492230224702,0.791255,0.9445492230224702,13
144333,000000144333.jpg,car,3,3.64,132.5,269.38,140.58,Yes,0.635287,0.8201717498991347,0.635287,0.8201717498991347,6
145020,000000145020.jpg,person,1,27,201,209,68,No,0.0,0.0,0.457202,0.1334235148562072,17
145665,000000145665.jpg,person,1,1.43,278.39,196.6,264.03,Yes,0.932756,0.9462681400268739,0.932756,0.9462681400268739,2
146667,000000146667.jpg,car,3,105.53,0.43,132.92,53.87,No,0.0,0.0,0.725239,0.0,24
147415,000000147415.jpg,person,1,352.72,4.58,287.28,468.14,Yes,0.696741,0.8740930167334613,0.696741,0.8740930167334613,4
147740,000000147740.jpg,car,3,0.0,284.81,181.93,189.12,Yes,0.766373,0.961217443566539,0.766373,0.961217443566539,11
152771,000000152771.jpg,car,3,1.54,259.7,64.5,31.91,Yes,0.716489,0.9059454075623739,0.716489,0.9059454075623739,5
153011,000000153011.jpg,car,3,326.24,217.04,72.18,36.25,Yes,0.633151,0.7810741894854315,0.633151,0.7810741894854315,15
153529,000000153529.jpg,person,1,280.45,38.83,146.7,540.77,Yes,0.838645,0.864124127368029,0.838645,0.864124127368029,14
154425,000000154425.jpg,person,1,140.07,1.2,272.46,419.24,Yes,0.950408,0.9383969380549144,0.950408,0.9383969380549144,2
156071,000000156071.jpg,car,3,305.77,76.16,161.54,46.22,No,0.0,0.0,0.0,0.0,10
157365,000000157365.jpg,car,3,1.53,193.05,123.95,183.42,Yes,0.906913,0.9268501683202292,0.906913,0.9268501683202292,8
157756,000000157756.jpg,car,3,6.19,441.46,72.91,46.28,Yes,0.309667,0.6052002791474506,0.309667,0.6052002791474506,18
157928,000000157928.jpg,car,3,0.0,99.48,108.92,147.89,Yes,0.790102,0.9409684309556342,0.790102,0.9409684309556342,6
160012,000000160012.jpg,car,3,507.6,5.78,106.08,67.42,Yes,0.748197,0.8303527776902191,0.748197,0.8303527776902191,6
161128,000000161128.jpg,car,3,0.0,391.1,49.79,47.32,Yes,0.876743,0.9498403081368518,0.876743,0.9498403081368518,10
162858,000000162858.jpg,car,3,50.42,345.2,157.77,131.98,Yes,0.881264,0.9476078810087463,0.881264,0.9476078810087463,14
163314,000000163314.jpg,person,1,163,225,310,74,No,0.0,0.0,0.769652,0.07510042163152578,13
165039,000000165039.jpg,car,3,382.92,161.85,183.66,78.05,Yes,0.871108,0.9717358364862272,0.871108,0.9717358364862272,16
166664,000000166664.jpg,car,3,0.0,144.34,137.96,282.66,Yes,0.904261,0.9676416966040282,0.904261,0.9676416966040282,2
166747,000000166747.jpg,person,1,126,109,164,155,No,0.0,0.0,0.49447,0.058979011497221824,14
166918,000000166918.jpg,person,1,396.41,286.46,83.59,153.04,Yes,0.837085,0.9706468241910305,0.837085,0.9706468241910305,29
169996,000000169996.jpg,car,3,212.53,303.5,195.94,124.4,Yes,0.828248,0.982377548382862,0.828248,0.982377548382862,12
171382,000000171382.jpg,car,3,0.0,175.45,275.42,101.97,Yes,0.432245,0.9557686281134414,0.432245,0.9557686281134414,28
172330,000000172330.jpg,car,3,61.48,1.08,578.16,310.65,Yes,0.870233,0.9274232597583022,0.870233,0.9274232597583022,5
173008,000000173008.jpg,person,1,242.7,66.95,265.34,407.73,Yes,0.921205,0.9617438274601229,0.921205,0.9617438274601229,3
176606,000000176606.jpg,car,3,63.32,195.27,65.2,54.02,Yes,0.589564,0.9593166015869863,0.589564,0.9593166015869863,2
177357,000000177357.jpg,person,1,71.07,138.9,318.04,114.73,Yes,0.862685,0.7277966198274358,0.862685,0.7277966198274358,2
177861,000000177861.jpg,car,3,159.5,306.33,55.01,32.03,Yes,0.865097,0.9375714992489995,0.865097,0.9375714992489995,12
177893,000000177893.jpg,car,3,580.09,199.39,34.34,22.79,No,0.0,0.0,0.361521,0.0,2
179112,000000179112.jpg,person,1,15.17,1.69,333.71,369.1,Yes,0.911808,0.9485058535169141,0.911808,0.9485058535169141,2
179265,000000179265.jpg,car,3,223.55,164.21,62.27,25.07,Yes,0.856919,0.9329898065709331,0.856919,0.9329898065709331,5
180383,000000180383.jpg,person,1,314.97,100.31,102.47,79.82,Yes,0.707419,0.9339234712383853,0.707419,0.9339234712383853,5
180487,000000180487.jpg,person,1,40.21,80.53,341.79,305.41,Yes,0.939773,0.8783290085898295,0.939773,0.8783290085898295,6
180878,000000180878.jpg,car,3,405.62,201.21,101.49,110.71,No,0.0,0.0,0.0,0.0,3
181542,000000181542.jpg,car,3,1.2,130.33,121.51,71.94,Yes,0.861986,0.9318717558403097,0.861986,0.9318717558403097,19
182441,000000182441.jpg,person,1,222.36,290.84,34.26,91.58,Yes,0.875854,0.9339103019448617,0.875854,0.9339103019448617,14
183648,000000183648.jpg,person,1,194.14,197.61,174.55,230.39,Yes,0.929662,0.9551459920251888,0.929662,0.9551459920251888,5
188296,000000188296.jpg,car,3,1.37,288.53,117.69,99.91,Yes,0.524643,0.9350293843193144,0.524643,0.9350293843193144,8
190140,000000190140.jpg,person,1,158.59,141.97,137.86,161.49,Yes,0.852348,0.8460635110877597,0.852348,0.8460635110877597,3
191013,000000191013.jpg,car,3,44.37,548.77,179.72,91.23,Yes,0.858425,0.9646301378227474,0.858425,0.9646301378227474,7
192670,000000192670.jpg,car,3,220.1,95.2,179.14,82.35,Yes,0.426263,0.9094548276214061,0.426263,0.9094548276214061,13
192716,000000192716.jpg,car,3,137.81,595.39,96.3,44.61,Yes,0.900262,0.9669080754485013,0.900262,0.9669080754485013,4
193348,000000193348.jpg,person,1,0.0,77.66,426.0,550.83,Yes,0.933347,0.9618062546888252,0.933347,0.9618062546888252,2
194716,000000194716.jpg,car,3,544.55,1.0,95.45,29.14,Yes,0.400783,0.7008824673446333,0.400783,0.7008824673446333,5
196141,000000196141.jpg,car,3,468.46,72.35,115.21,64.6,No,0.0,0.0,0.372947,0.0,11
198510,000000198510.jpg,person,1,268.94,189.84,231.55,442.97,Yes,0.87651,0.5881059817981947,0.87651,0.5881059817981947,2
203864,000000203864.jpg,person,1,251.57,100.41,180.95,338.73,Yes,0.942922,0.9321558027528206,0.942922,0.9321558027528206,4
204871,000000204871.jpg,car,3,371.62,111.56,84.27,81.5,Yes,0.689206,0.8521268824078575,0.689206,0.8521268824078575,8
208423,000000208423.jpg,car,3,65.78,437.53,126.06,42.47,Yes,0.884009,0.9359029820238548,0.884009,0.9359029820238548,16
210032,000000210032.jpg,person,1,131.87,0.0,146.21,83.37,Yes,0.778695,0.7888275420290148,0.778695,0.7888275420290148,7
210273,000000210273.jpg,car,3,91,61,548,261,No,0.0,0.0,0.471415,0.04937531047396596,31
213593,000000213593.jpg,car,3,200.12,377.47,74.38,48.53,Yes,0.755443,0.919354721939346,0.755443,0.919354721939346,12
215072,000000215072.jpg,person,1,115.28,148.77,129.43,232.57,Yes,0.577187,0.8458157635275942,0.577187,0.8458157635275942,9
220732,000000220732.jpg,car,3,450.25,236.03,177.01,41.79,No,0.0,0.0,0.0,0.0,5
222094,000000222094.jpg,car,3,21.72,215.19,90.12,27.34,No,0.0,0.0,0.257849,0.00880609392487613,10
222458,000000222458.jpg,person,1,450.7,196.12,33.18,87.33,Yes,0.826653,0.9434485951241698,0.826653,0.9434485951241698,12
222735,000000222735.jpg,person,1,155.53,27.95,117.02,129.26,No,0.0,0.0,0.438804,0.004547556297933054,3
224337,000000224337.jpg,person,1,0.0,0.0,365.45,425.08,Yes,0.808602,0.723182350625575,0.808602,0.723182350625575,5
224724,000000224724.jpg,car,3,285.0,509.72,136.21,54.53,Yes,0.517333,0.8785138308718905,0.517333,0.8785138308718905,12
226417,000000226417.jpg,person,1,0.0,168.99,50.89,118.99,Yes,0.879838,0.9417311856866908,0.879838,0.9417311856866908,21
228942,000000228942.jpg,car,3,0.94,133.06,379.93,165.43,Yes,0.939922,0.9803032569298613,0.939922,0.9803032569298613,14
230008,000000230008.jpg,car,3,434.32,74.32,205.68,236.91,Yes,0.433104,0.9531681660568682,0.433104,0.9531681660568682,5
230983,000000230983.jpg,car,3,395.07,209.87,32.28,54.52,Yes,0.49875,0.8163550514725156,0.49875,0.8163550514725156,8
230993,000000230993.jpg,person,1,99.02,224.63,184.29,176.95,Yes,0.72972,0.7078642367421785,0.72972,0.7078642367421785,7
232649,000000232649.jpg,person,1,5.02,0.0,86.52,108.05,Yes,0.91278,0.9505542748578403,0.91278,0.9505542748578403,4
233238,000000233238.jpg,person,1,334.64,128.44,145.36,371.75,Yes,0.8092,0.8601549054990979,0.8092,0.8601549054990979,21
242411,000000242411.jpg,person,1,236.74,588.16,61.51,51.84,Yes,0.618295,0.8513332019618283,0.618295,0.8513332019618283,8
243148,000000243148.jpg,person,1,254.02,1.62,385.98,353.53,Yes,0.65356,0.8092164191251937,0.65356,0.8092164191251937,4
245320,000000245320.jpg,car,3,365.76,245.0,57.59,66.35,No,0.0,0.0,0.0,0.0,2
246963,000000246963.jpg,person,1,438.88,150.07,89.66,145.35,Yes,0.855967,0.9012587854336402,0.855967,0.9012587854336402,15
248112,000000248112.jpg,person,1,261.47,198.49,41.57,130.73,Yes,0.812782,0.7939797404378771,0.812782,0.7939797404378771,5
248616,000000248616.jpg,person,1,0.0,70.66,184.43,328.63,Yes,0.95529,0.959704221232945,0.95529,0.959704221232945,6
254814,000000254814.jpg,car,3,379.41,307.93,164.31,118.53,Yes,0.586004,0.9668842480481092,0.586004,0.9668842480481092,30
255536,000000255536.jpg,person,1,134.21,120.14,29.49,29.62,Yes,0.453907,0.8229893146967626,0.453907,0.8229893146967626,7
257169,000000257169.jpg,person,1,258.3,307.09,220.98,130.58,Yes,0.688287,0.9498151931879714,0.688287,0.9498151931879714,4
257566,000000257566.jpg,person,1,0.0,233.78,64.66,246.22,Yes,0.362987,0.7044736472407688,0.362987,0.7044736472407688,11
259690,000000259690.jpg,car,3,446.19,112.63,129.77,37.86,No,0.0,0.0,0.330535,0.32078425652237513,17
260470,000000260470.jpg,car,3,326.0,58.95,104.82,67.19,Yes,0.628553,0.7927775756639434,0.628553,0.7927775756639434,19
261061,000000261061.jpg,person,1,260.16,41.7,111.51,292.3,Yes,0.872565,0.9394010223530862,0.872565,0.9394010223530862,4
261982,000000261982.jpg,car,3,0.0,8.53,251.9,214.62,Yes,0.351962,0.6455106941720669,0.351962,0.6455106941720669,6
263463,000000263463.jpg,car,3,0.96,71.76,544.76,355.24,Yes,0.533954,0.8287685600398047,0.533954,0.8287685600398047,5
263594,000000263594.jpg,car,3,33.89,142.15,425.78,148.34,Yes,0.868975,0.9260732243164485,0.868975,0.9260732243164485,9
266981,000000266981.jpg,car,3,323.72,411.3,68.55,39.03,Yes,0.310943,0.7831142205323715,0.310943,0.7831142205323715,19
269632,000000269632.jpg,car,3,554.86,237.25,85.14,107.67,Yes,0.906359,0.9741191163441738,0.906359,0.9741191163441738,7
274272,000000274272.jpg,car,3,24.77,383.23,189.94,92.9,Yes,0.869974,0.8814007387562875,0.869974,0.8814007387562875,6
274460,000000274460.jpg,person,1,33.36,290.05,102.41,119.96,Yes,0.765784,0.9268753890163854,0.765784,0.9268753890163854,18
277005,000000277005.jpg,car,3,391.47,251.47,161.25,84.68,Yes,0.697084,0.6569037083312362,0.697084,0.6569037083312362,16
278749,000000278749.jpg,car,3,78.19,107.79,38.3,19.46,Yes,0.70927,0.7849675395155157,0.70927,0.7849675395155157,12
278848,000000278848.jpg,car,3,436.65,352.76,42.38,41.52,Yes,0.789256,0.9553866941544734,0.789256,0.9553866941544734,11
282037,000000282037.jpg,person,1,56,11,583,154,No,0.0,0.0,0.925878,0.052720663146963075,8
284725,000000284725.jpg,car,3,147.53,290.17,230.79,86.11,Yes,0.904658,0.9641654940413455,0.904658,0.9641654940413455,7
288042,000000288042.jpg,person,1,550.97,196.71,52.63,163.14,Yes,0.881312,0.9221004734112983,0.881312,0.9221004734112983,3
289938,000000289938.jpg,car,3,575.21,214.55,64.79,62.36,Yes,0.645164,0.7019081858959053,0.645164,0.7019081858959053,4
290163,000000290163.jpg,person,1,0.0,2.38,272.17,404.18,Yes,0.687338,0.9102655212108772,0.687338,0.9102655212108772,10
293071,000000293071.jpg,car,3,73.45,148.9,208.3,82.19,Yes,0.913661,0.9686712924600224,0.913661,0.9686712924600224,4
295138,000000295138.jpg,person,1,162.0,0.3,224.52,344.93,Yes,0.875551,0.8821747905861557,0.875551,0.8821747905861557,3
295809,000000295809.jpg,car,3,50.3,103.29,101.02,37.59,Yes,0.45997,0.9609017787680554,0.45997,0.9609017787680554,15
296649,000000296649.jpg,car,3,427.91,329.25,212.09,93.27,Yes,0.83384,0.9329492244674713,0.83384,0.9329492244674713,17
301061,000000301061.jpg,person,1,5.75,284.32,66.16,316.41,Yes,0.871165,0.8464211024588197,0.871165,0.8464211024588197,3
301376,000000301376.jpg,car,3,1.49,392.29,96.6,85.78,Yes,0.89904,0.9422336584722296,0.89904,0.9422336584722296,16
303818,000000303818.jpg,car,3,4.5,198.23,129.81,77.88,Yes,0.925961,0.9637917709135025,0.925961,0.9637917709135025,11
306136,000000306136.jpg,person,1,80.49,443.18,34.34,98.36,Yes,0.504314,0.8382752253356515,0.504314,0.8382752253356515,5
308394,000000308394.jpg,person,1,75.36,164.97,146.85,256.03,Yes,0.886108,0.8804004329516184,0.886108,0.8804004329516184,5
320232,000000320232.jpg,car,3,150.94,385.76,49.05,26.59,Yes,0.581856,0.7666314893778139,0.581856,0.7666314893778139,6
322724,000000322724.jpg,person,1,238.4,177.86,119.74,224.48,Yes,0.919834,0.9019924060989788,0.919834,0.9019924060989788,3
322864,000000322864.jpg,car,3,0.0,379.59,427.0,216.71,Yes,0.658206,0.6923665350159397,0.658206,0.6923665350159397,7
324158,000000324158.jpg,car,3,90.26,171.66,49.58,17.36,No,0.0,0.0,0.670813,0.0,9
326174,000000326174.jpg,person,1,131.6,221.12,94.92,186.61,Yes,0.53437,0.8202395995849797,0.53437,0.8202395995849797,9
326627,000000326627.jpg,car,3,290.78,397.44,54.19,39.78,Yes,0.83672,0.9367285303033382,0.83672,0.9367285303033382,7
326970,000000326970.jpg,person,1,266.81,31.17,211.94,442.6,Yes,0.912456,0.9307735365760029,0.912456,0.9307735365760029,5
329323,000000329323.jpg,person,1,0,18,424,341,No,0.0,0.0,0.648975,0.3604279447658161,18
329456,000000329456.jpg,person,1,38.47,0.0,468.35,421.23,Yes,0.90031,0.9721556470670657,0.90031,0.9721556470670657,8
331799,000000331799.jpg,person,1,189.35,3.12,285.05,388.05,Yes,0.840937,0.7998081259064573,0.840937,0.7998081259064573,7
331817,000000331817.jpg,person,1,315.68,86.49,324.32,157.83,Yes,0.261837,0.9706531406716788,0.261837,0.9706531406716788,12
334555,000000334555.jpg,car,3,448.82,182.37,131.57,78.41,No,0.0,0.0,0.529034,0.0,19
336628,000000336628.jpg,person,1,126.56,61.4,148.14,520.63,Yes,0.780308,0.832001610553937,0.780308,0.832001610553937,10
338560,000000338560.jpg,car,3,56.18,165.31,81.33,35.35,Yes,0.885938,0.9464134555045004,0.885938,0.9464134555045004,8
338718,000000338718.jpg,car,3,66.0,13.0,434.0,176.0,Yes,0.885386,0.9159645475612518,0.885386,0.9159645475612518,2
338986,000000338986.jpg,car,3,294.98,523.05,108.02,103.88,Yes,0.665034,0.9128065470555072,0.665034,0.9128065470555072,4
340451,000000340451.jpg,person,1,238.09,45.69,156.87,336.19,Yes,0.91358,0.979432282888021,0.91358,0.979432282888021,3
341681,000000341681.jpg,person,1,209.65,141.07,216.41,180.82,Yes,0.932403,0.9594949205846885,0.932403,0.9594949205846885,3
343496,000000343496.jpg,car,3,255.64,197.72,52.76,28.26,Yes,0.371175,0.7783846795947261,0.371175,0.7783846795947261,7
345397,000000345397.jpg,person,1,9.31,1.48,490.69,365.69,Yes,0.907411,0.9675379877724836,0.907411,0.9675379877724836,3
346232,000000346232.jpg,car,3,345.43,316.53,80.2,49.95,No,0.0,0.0,0.0,0.0,13
349860,000000349860.jpg,car,3,350.12,349.22,36.23,29.2,Yes,0.392624,0.7364480154334881,0.392624,0.7364480154334881,6
