image_name,attack_id,target_class,gt_x1,gt_y1,gt_x2,gt_y2,clean_valid,patched_valid,clean_confidence,patched_confidence,confidence_drop,clean_iou,patched_iou,iou_drop,attack_success,clean_prediction_count,patched_prediction_count,clean_target_class,patched_target_class,inference_time_clean_ms,inference_time_patched_ms,both_valid,eligible,status
000000097679.jpg,attack_02,person,274.55,220.36,322.08000000000004,256.22,True,True,0.4900747835636139,0.30956897139549255,0.18050581216812134,0.7519158383803198,0.7397096975378845,0.01220614084243532,False,10,10,person,person,629.4572000042535,628.2043000028352,True,True,ok
000000097924.jpg,attack_02,person,106.07,124.94,233.70999999999998,355.06,True,True,0.885536253452301,0.883708119392395,0.0018281340599060059,0.8077043414363961,0.7965788121905931,0.011125529245803012,False,7,7,person,person,699.7951000012108,700.5545000065467,True,True,ok
000000098853.jpg,attack_02,person,0.0,0.0,426.0,179.0,False,False,,,,,,,False,36,36,,,694.6221999969566,699.974100003601,False,False,ok
000000099024.jpg,attack_02,person,1.09,0.82,340.56,204.28,True,True,0.8474028706550598,0.8922854065895081,-0.04488253593444824,0.9558610862686768,0.9343177243647228,0.021543361903954006,False,4,5,person,person,632.420900001307,625.7422999988194,True,True,ok
000000102411.jpg,attack_02,car,1.11,198.53,38.82,293.90999999999997,False,True,,0.42473793029785156,,,0.8575226804926545,,False,16,16,,car,702.9592999970191,697.0833000013954,False,False,ok
000000111036.jpg,attack_02,car,251.48,3.01,424.65999999999997,141.54999999999998,True,True,0.650406539440155,0.6724064350128174,-0.021999895572662354,0.9467975564247707,0.9749955104387193,-0.028197954013948645,False,3,3,car,car,705.6503999992856,703.811899998982,True,True,ok
000000111086.jpg,attack_02,car,299.68,206.97,455.57,310.65,True,True,0.7319310903549194,0.7357894778251648,-0.0038583874702453613,0.9089672329007832,0.9097051608054428,-0.0007379279046596521,False,28,26,car,car,695.5405000044266,690.6199000004563,True,True,ok
000000114770.jpg,attack_02,car,148.2,139.39,533.87,334.39,False,False,,,,,,,False,3,4,,,743.8670999981696,730.497500000638,False,False,ok
000000115870.jpg,attack_02,person,185.68,243.13,620.6600000000001,426.0,True,True,0.4234060049057007,0.4416988790035248,-0.018292874097824097,0.9582290566212734,0.928760158982286,0.029468897638987412,False,20,22,person,person,706.1118999990867,707.0340999998734,True,True,ok
000000122166.jpg,attack_02,car,158.18,264.32,323.15999999999997,417.38,True,True,0.786372721195221,0.7821236252784729,0.004249095916748047,0.941212041878977,0.9391945588074808,0.0020174830714961844,False,41,42,car,car,636.7878000019118,630.6523999955971,True,True,ok
000000126592.jpg,attack_02,car,316.91,269.85,509.19000000000005,327.44000000000005,True,True,0.8564686179161072,0.8587196469306946,-0.0022510290145874023,0.8368826230376661,0.8482861479938313,-0.011403524956165145,False,17,18,car,car,697.6078000006964,681.8611999988207,True,True,ok
000000127263.jpg,attack_02,car,501.43,106.88,640.0,174.39999999999998,True,True,0.4257297217845917,0.3481755554676056,0.07755416631698608,0.930956462624779,0.9698963093611942,-0.03893984673641515,False,5,6,car,car,699.9453000025824,702.1819000001415,True,True,ok
000000131556.jpg,attack_02,person,228.51,86.1,607.16,300.26,False,False,,,,,,,False,12,14,,,698.3582000029855,702.4701999980607,False,False,ok
000000134886.jpg,attack_02,car,429.35,373.47,493.22,434.33000000000004,True,True,0.5481760501861572,0.5650043487548828,-0.016828298568725586,0.8638288163026439,0.8806560643273857,-0.016827248024741892,False,12,12,car,car,637.4233000024105,630.7029000017792,True,True,ok
000000135410.jpg,attack_02,car,154.07,221.97,379.38,315.78,True,False,0.25550222396850586,,,0.6109983026635382,,,True,13,13,car,,634.4268000029842,629.6161000063876,False,True,ok
000000136715.jpg,attack_02,car,507.72,45.77,639.88,314.84,False,False,,,,,,,False,36,32,,,708.0512000029557,702.5909000003594,False,False,ok
000000137727.jpg,attack_02,car,582.84,194.84,615.34,223.83,False,False,,,,,,,False,34,29,,,727.2057000009227,726.0390000010375,False,False,ok
000000138979.jpg,attack_02,car,312.4,174.06,640.0,420.5,True,True,0.7079118490219116,0.7177553176879883,-0.00984346866607666,0.9157487808308945,0.9167312293680522,-0.0009824485371576763,False,11,11,car,car,697.2392000025138,701.3940999968327,True,True,ok
000000142620.jpg,attack_02,person,269.96,5.74,629.91,420.26,True,True,0.897596538066864,0.8981390595436096,-0.0005425214767456055,0.9325141449972574,0.9571217712104866,-0.024607626213229206,False,22,25,person,person,706.4131000006455,706.6886999964481,True,True,ok
000000142790.jpg,attack_02,person,258.25,143.36,423.65999999999997,267.54,True,True,0.8521488904953003,0.6377484798431396,0.21440041065216064,0.9430753517624442,0.8634730420474024,0.07960230971504179,False,10,10,person,person,627.3538000023109,635.8172000036575,True,True,ok
000000147223.jpg,attack_02,car,1.55,156.34,149.74,293.65999999999997,True,True,0.7454495429992676,0.6619547009468079,0.08349484205245972,0.9315817881325381,0.935124906907592,-0.003543118775053866,False,15,16,car,car,729.3676000044798,724.2868000030285,True,True,ok
000000150265.jpg,attack_02,person,122.25,375.37,322.15999999999997,629.9300000000001,True,True,0.6871875524520874,0.6982890367507935,-0.011101484298706055,0.9105181641768625,0.9398508667035084,-0.029332702526645882,False,12,11,person,person,625.9070000014617,629.9245999980485,True,True,ok
000000151820.jpg,attack_02,person,342.9,158.71,531.74,426.57000000000005,True,True,0.7462108731269836,0.7908664345741272,-0.044655561447143555,0.6667851025941398,0.671878013135214,-0.0050929105410741915,False,40,41,person,person,701.8542000005255,704.7294000003603,True,True,ok
000000152771.jpg,attack_02,car,1.54,259.7,66.04,291.61,True,True,0.7189651727676392,0.6531932353973389,0.06577193737030029,0.9017122387408296,0.8987637503952424,0.0029484883455872524,False,7,8,car,car,626.1566999964998,626.2353000056464,True,True,ok
000000153011.jpg,attack_02,car,326.24,217.04,398.42,253.29,True,True,0.7673386335372925,0.687171995639801,0.08016663789749146,0.8996319248162973,0.914781874402721,-0.015149949586423683,False,31,29,car,car,626.8713000026764,624.6948000043631,True,True,ok
000000155145.jpg,attack_02,person,117.75,194.34,145.26,226.26,True,True,0.7781534790992737,0.7982568144798279,-0.0201033353805542,0.8671829242423387,0.8946878659890241,-0.027504941746685385,False,10,10,person,person,629.8335000028601,625.9151999984169,True,True,ok
000000157928.jpg,attack_02,car,0.0,99.48,108.92,247.37,True,True,0.6188706159591675,0.6275362372398376,-0.008665621280670166,0.9038581840504625,0.9046517620480506,-0.0007935779975881685,False,16,15,car,car,627.9914999977336,638.9911000005668,True,True,ok
000000158956.jpg,attack_02,person,169.04,39.16,492.80999999999995,418.30999999999995,True,True,0.875596821308136,0.8851632475852966,-0.009566426277160645,0.9602052055177084,0.9439355183014355,0.016269687216272866,False,3,3,person,person,701.5468000026885,703.4432999935234,True,True,ok
000000160012.jpg,attack_02,car,507.6,5.78,613.6800000000001,73.2,True,True,0.786115288734436,0.7199538946151733,0.0661613941192627,0.8167989525633643,0.7978706720650584,0.01892828049830597,False,12,11,car,car,651.7101999997976,646.0940000033588,True,True,ok
000000161609.jpg,attack_02,person,278.29,67.78,640.0,475.51,True,True,0.6024186611175537,0.6681609749794006,-0.06574231386184692,0.9642354240469818,0.9805597674963371,-0.016324343449355294,False,9,8,person,person,631.4892000009422,626.907999998366,True,True,ok
000000161781.jpg,attack_02,person,260.63,20.33,466.26,363.45,True,True,0.8994662761688232,0.8940706253051758,0.005395650863647461,0.9500329928718101,0.953158542106421,-0.003125549234610947,False,2,2,person,person,698.6789000002318,695.6963000047836,True,True,ok
000000162858.jpg,attack_02,car,50.42,345.2,208.19,477.17999999999995,True,True,0.8287767171859741,0.8153327703475952,0.013443946838378906,0.9402358913794612,0.9403343682264969,-9.847684703567783e-05,False,22,23,car,car,703.837900000508,696.9202000036603,True,True,ok
000000166391.jpg,attack_02,car,577.57,336.36,639.85,381.55,True,True,0.3940071761608124,0.4437485635280609,-0.049741387367248535,0.9204590446487826,0.9282968605401333,-0.007837815891350686,False,41,39,car,car,701.0437999997521,697.0187000042642,True,True,ok
000000167067.jpg,attack_02,person,3.37,0.0,375.0,493.26,True,True,0.9176391959190369,0.8645835518836975,0.053055644035339355,0.9745196382448059,0.9757658551532798,-0.0012462169084739294,False,3,2,person,person,625.4170999964117,624.3315000028815,True,True,ok
000000171382.jpg,attack_02,car,0.0,175.45,275.42,277.41999999999996,True,True,0.6007354259490967,0.43782103061676025,0.16291439533233643,0.7838973693050099,0.9126141859111622,-0.1287168166061523,False,50,52,car,car,706.1451999979909,703.6764000004041,True,True,ok
000000172330.jpg,attack_02,car,61.48,1.08,639.64,311.72999999999996,True,True,0.6489248871803284,0.6547686457633972,-0.005843758583068848,0.973794302139801,0.9794069736598411,-0.00561267152004008,False,5,5,car,car,633.5528999989037,631.3730999972904,True,True,ok
000000173799.jpg,attack_02,person,8.24,176.63,175.45000000000002,515.76,True,True,0.882171630859375,0.8819423317909241,0.00022929906845092773,0.9607689843830751,0.9581306656395318,0.0026383187435433664,False,24,25,person,person,580.8065999954124,578.0583000014303,True,True,ok
000000174123.jpg,attack_02,person,117.11,345.77,268.37,399.0,True,True,0.43751463294029236,0.4184962213039398,0.01901841163635254,0.9378750747108465,0.9328316143098616,0.0050434604009849116,False,8,7,person,person,594.0517999988515,594.120900001144,True,True,ok
000000174482.jpg,attack_02,car,148.45,71.56,240.45,115.83000000000001,True,True,0.7010999917984009,0.7060137391090393,-0.004913747310638428,0.910938106755544,0.9105372955609765,0.00040081119456747416,False,19,18,car,car,771.2043999999878,767.7447999958531,True,True,ok
000000175438.jpg,attack_02,car,166.0,205.0,344.0,245.0,False,False,,,,,,,False,25,22,,,639.6369999929448,637.224400001287,False,False,ok
000000176606.jpg,attack_02,car,63.32,195.27,128.52,249.29000000000002,True,True,0.6728594303131104,0.7647530436515808,-0.09189361333847046,0.9597629148666799,0.9643450484604178,-0.004582133593737936,False,4,3,car,car,629.901799999061,628.7429000003613,True,True,ok
000000177489.jpg,attack_02,person,59.08,118.23,350.18,472.70000000000005,True,True,0.8367283940315247,0.8491007685661316,-0.012372374534606934,0.933486181994783,0.933751760157503,-0.0002655781627201037,False,46,43,person,person,627.932299998065,636.0123999984353,True,True,ok
000000177893.jpg,attack_02,car,580.09,199.39,614.4300000000001,222.17999999999998,True,True,0.3382079005241394,0.3315485715866089,0.006659328937530518,0.6029181317580059,0.6608398545371466,-0.05792172277914065,False,6,6,car,car,697.5869000016246,697.001900000032,True,True,ok
000000181499.jpg,attack_02,person,167.16,382.73,288.2,506.08000000000004,True,False,0.2871483266353607,,,0.7839613445977056,,,True,4,4,person,,591.3776000015787,590.833999995084,False,True,ok
000000181542.jpg,attack_02,car,1.2,130.33,122.71000000000001,202.27,True,True,0.5601934790611267,0.5241453051567078,0.036048173904418945,0.8735243297188922,0.8611662878529337,0.012358041865958458,False,35,36,car,car,513.5446999993292,507.36280000273837,True,True,ok
000000182155.jpg,attack_02,person,94.77,22.37,592.57,420.79,True,False,0.5505346655845642,,,0.9289225872885462,,,True,13,12,person,,700.4606999980751,705.6985000017448,False,True,ok
000000188296.jpg,attack_02,car,1.37,288.53,119.06,388.43999999999994,True,True,0.7131058573722839,0.5473882555961609,0.16571760177612305,0.9396413685996207,0.9360705700008368,0.003570798598783842,False,11,13,car,car,498.63550000009127,500.0325000000885,True,True,ok
000000191845.jpg,attack_02,person,0.0,0.0,639.0,360.0,False,False,,,,,,,False,58,54,,,739.659799997753,735.9725999995135,False,False,ok
000000193717.jpg,attack_02,car,0.0,173.74,40.95,221.97,True,True,0.5360010266304016,0.5763072371482849,-0.0403062105178833,0.9305950381191715,0.9255811631511857,0.005013874967985887,False,25,25,car,car,590.8646000025328,586.5498999992269,True,True,ok
000000194716.jpg,attack_02,car,544.55,1.0,640.0,30.14,False,True,,0.2960112392902374,,,0.7108785137736792,,False,3,5,,car,705.7313999976031,696.5015999958268,False,False,ok
000000206487.jpg,attack_02,car,0.0,209.63,239.71,479.55,True,True,0.8052037954330444,0.7919248342514038,0.013278961181640625,0.8432640167359619,0.8415895579405898,0.0016744587953720913,False,9,13,car,car,632.6335999983712,634.6705999967526,True,True,ok
000000207844.jpg,attack_02,person,36.0,227.0,626.0,408.0,False,False,,,,,,,False,63,56,,,629.944100001012,630.3383999984362,False,False,ok
000000213255.jpg,attack_02,car,192.26,135.79,345.33,219.47,True,True,0.7998411655426025,0.7823894619941711,0.017451703548431396,0.9276679033138877,0.9380644452665476,-0.010396541952659932,False,19,18,car,car,637.5192000050447,630.2384000009624,True,True,ok
000000213605.jpg,attack_02,car,358.87,445.2,479.99,592.55,True,True,0.7496232986450195,0.7661011219024658,-0.01647782325744629,0.9624717399581437,0.9573806065146259,0.005091133443517859,False,10,8,car,car,634.5903000037652,629.4631999990088,True,True,ok
000000214539.jpg,attack_02,person,1.0,55.0,570.0,294.0,False,False,,,,,,,False,28,24,,,707.8940999999759,704.5986000011908,False,False,ok
000000217872.jpg,attack_02,person,150.12,167.73,298.1,242.67,True,True,0.8908088803291321,0.879824161529541,0.010984718799591064,0.8449346039123273,0.856298165630569,-0.01136356171824171,False,4,4,person,person,701.8118999985745,702.2477999998955,True,True,ok
000000220732.jpg,attack_02,car,450.25,236.03,627.26,277.82,True,True,0.30650416016578674,0.26214873790740967,0.044355422258377075,0.7673225095530236,0.6247522665687031,0.14257024298432053,False,11,12,car,car,624.3335000035586,625.3160000051139,True,True,ok
000000222094.jpg,attack_02,car,21.72,215.19,111.84,242.53,True,True,0.5124333500862122,0.4329474866390228,0.07948586344718933,0.8298596533297538,0.8026973931339478,0.02716226019580592,False,26,25,car,car,627.6122000053874,625.9051000015461,True,True,ok
000000225532.jpg,attack_02,car,368.55,220.61,500.0,351.09000000000003,True,True,0.5700169801712036,0.42163020372390747,0.14838677644729614,0.8565245449389153,0.8398783657673858,0.01664617917152944,False,15,12,car,car,630.1336000033189,637.8260999990744,True,True,ok
000000227511.jpg,attack_02,car,65.73,286.89,226.22000000000003,375.0,True,True,0.8293748497962952,0.8455697298049927,-0.01619488000869751,0.9735368045998471,0.9705131688577192,0.003023635742127939,False,10,10,car,car,632.4690999972518,625.8772000001045,True,True,ok
000000228436.jpg,attack_02,car,263.0,125.0,555.0,170.0,False,False,,,,,,,False,42,35,,,624.9337999979616,619.487099997059,False,False,ok
000000230819.jpg,attack_02,person,202.06,153.38,282.7,274.59,True,True,0.9102405905723572,0.8937171697616577,0.016523420810699463,0.9698691066429856,0.9625334808565585,0.007335625786427102,False,4,3,person,person,693.5110999984317,699.9356999949669,True,True,ok
000000236599.jpg,attack_02,person,410.66,264.84,438.32000000000005,299.10999999999996,True,True,0.511035680770874,0.4307861030101776,0.08024957776069641,0.8039136192240813,0.8439764292204833,-0.040062809996401993,False,21,16,person,person,678.6594000004698,675.7218000057037,True,True,ok
000000237118.jpg,attack_02,person,239.64,150.6,466.37,618.4,True,True,0.9224043488502502,0.9191997647285461,0.0032045841217041016,0.9476638427032573,0.9480640018908703,-0.00040015918761293623,False,3,4,person,person,521.6030000010505,530.836800004181,True,True,ok
000000238410.jpg,attack_02,person,374.37,200.81,626.29,446.98,True,True,0.36596643924713135,0.3036499321460724,0.06231650710105896,0.914117802980584,0.7327731905460445,0.18134461243453948,False,70,71,person,person,635.3273999993689,626.0120000006282,True,True,ok
000000249180.jpg,attack_02,person,139.76,210.85,200.48999999999998,414.23,True,True,0.7452394366264343,0.6804468035697937,0.06479263305664062,0.7857663795600284,0.7861107632952316,-0.0003443837352031798,False,4,4,person,person,704.7435999993468,706.1149000001024,True,True,ok
000000255917.jpg,attack_02,car,59.0,253.0,311.0,337.0,False,False,,,,,,,False,23,25,,,701.2590000013006,698.2982000045013,False,False,ok
000000261318.jpg,attack_02,person,91.6,179.08,304.12,577.32,True,True,0.5830981135368347,0.40134191513061523,0.18175619840621948,0.8131115278443545,0.854501707266,-0.04139017942164558,False,7,6,person,person,697.2409000009065,693.6318000007304,True,True,ok
000000263594.jpg,attack_02,car,33.89,142.15,459.66999999999996,290.49,True,True,0.6614406108856201,0.6439327001571655,0.01750791072845459,0.9354640144454648,0.9316287314680689,0.003835282977395882,False,10,13,car,car,616.9899999949848,621.1620000030962,True,True,ok
000000263969.jpg,attack_02,person,224.81,57.57,638.79,600.4000000000001,True,True,0.8078828454017639,0.42882010340690613,0.3790627419948578,0.9531977873912978,0.952507494774937,0.000690292616360777,False,7,8,person,person,509.74090000090655,502.63770000310615,True,True,ok
000000269942.jpg,attack_02,car,92.42,460.03,151.84,508.91999999999996,True,True,0.8563536405563354,0.8652554154396057,-0.008901774883270264,0.9887758165225362,0.9933924420669001,-0.004616625544363928,False,15,11,car,car,632.339999996475,628.6269999982323,True,True,ok
000000270122.jpg,attack_02,person,304.47,179.92,340.1,228.08999999999997,True,True,0.8436200022697449,0.8450852036476135,-0.0014652013778686523,0.9174024046277829,0.9371648179068284,-0.019762413279045488,False,2,1,person,person,692.742500003078,702.4139999994077,True,True,ok
000000271997.jpg,attack_02,person,1.15,3.87,485.59999999999997,630.67,True,True,0.9260838031768799,0.9208251237869263,0.005258679389953613,0.9829152473646854,0.9699095027651652,0.013005744599520197,False,2,3,person,person,624.2767000003369,622.6801999946474,True,True,ok
000000273198.jpg,attack_02,car,257.34,0.0,386.33,33.27,True,True,0.6617700457572937,0.31760987639427185,0.34416016936302185,0.9261623775509161,0.9458391530780952,-0.019676775527179058,False,6,7,car,car,637.7894999968703,630.5088000008254,True,True,ok
000000275392.jpg,attack_02,person,139.25,91.49,339.34000000000003,465.43,True,True,0.8980405926704407,0.8931634426116943,0.004877150058746338,0.5262617846466816,0.5274833929620186,-0.0012216083153370194,False,2,2,person,person,639.9461000037263,631.3316000014311,True,True,ok
000000276720.jpg,attack_02,car,276.96,281.63,311.09999999999997,317.53,True,True,0.34253549575805664,0.32271459698677063,0.01982089877128601,0.6771323589990482,0.6681856565733337,0.008946702425714492,False,11,12,car,car,640.1769000003696,631.4602999991621,True,True,ok
000000277005.jpg,attack_02,person,107.0,252.0,407.0,330.0,False,False,,,,,,,False,32,33,,,714.518799999496,709.8607000007178,False,False,ok
000000278705.jpg,attack_02,car,8.63,135.1,314.96999999999997,272.09000000000003,True,True,0.7513602375984192,0.7386300563812256,0.012730181217193604,0.9497453817711388,0.9420779564409435,0.0076674253301952655,False,8,8,car,car,628.9189000017359,624.9380000008387,True,True,ok
000000279714.jpg,attack_02,car,221.92,433.96,425.0,605.78,True,True,0.8028018474578857,0.8225409388542175,-0.019739091396331787,0.9289137043474893,0.9312010758947774,-0.0022873715472880862,False,3,2,car,car,704.3669999984559,707.9016999996384,True,True,ok
000000284725.jpg,attack_02,car,147.53,290.17,378.32,376.28000000000003,True,True,0.8544604182243347,0.8611487150192261,-0.006688296794891357,0.9731863486251883,0.9701223888210506,0.0030639598041376503,False,27,29,car,car,693.9274999967893,693.896799995855,True,True,ok
000000289594.jpg,attack_02,person,336.1,231.26,402.76,461.92999999999995,True,True,0.8242763876914978,0.8485385775566101,-0.024262189865112305,0.890785039069088,0.8750381313679885,0.015746907701099544,False,3,3,person,person,593.2002000045031,584.2497000048752,True,True,ok
000000291619.jpg,attack_02,person,131.0,129.08,230.51999999999998,322.25,True,True,0.8851629495620728,0.878803551197052,0.006359398365020752,0.8846382398178907,0.8827463507434271,0.001891889074463582,False,3,3,person,person,701.8607999998494,696.0365000049933,True,True,ok
