mitigation_id,source_attack_id,subset_role,image_id,filename,target_class,class_id,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,attack_random_seed,clean_detected,attacked_detected,eligible_for_asr,attack_success,clean_confidence,attacked_confidence,clean_iou,attacked_iou,patch_filename,patch_size_pixels,patch_scale,patch_center_x,patch_center_y,reconstructed_patch_size,reconstructed_patch_x,reconstructed_patch_y,reconstructed_x1,reconstructed_y1,reconstructed_x2,reconstructed_y2,control_selection_seed
mitigation_02,attack_05,control,296649,000000296649.jpg,car,3,427.91,329.25,212.09,93.27,640,427,2069153322,Yes,Yes,Yes,No,0.83384,0.853223,0.9329492244674713,0.935793664651535,diffusion_patch_05.png,28,0.3,533.955,375.885,28,519.955,361.885,520,362,548,390,22021505
mitigation_02,attack_05,control,351810,000000351810.jpg,person,1,22.65,111.73,85.57,166.95,500,375,2069153322,Yes,Yes,Yes,No,0.709926,0.694239,0.8318999818414528,0.7652962352126987,diffusion_patch_05.png,26,0.3,65.435,195.20499999999998,26,52.435,182.20499999999998,52,182,78,208,22021505
mitigation_02,attack_05,control,354829,000000354829.jpg,car,3,81.74,84.27,289.89,154.21,500,375,2069153322,Yes,Yes,Yes,No,0.759489,0.434542,0.9514362407669916,0.9768276887657006,diffusion_patch_05.png,46,0.3,226.685,161.375,46,203.685,138.375,204,138,250,184,22021505
mitigation_02,attack_05,control,368335,000000368335.jpg,car,3,1.44,95.86,122.52,420.9,411,640,2069153322,Yes,Yes,Yes,No,0.735976,0.705147,0.8898920543616883,0.8978073000054397,diffusion_patch_05.png,37,0.3,62.699999999999996,306.31,37,44.199999999999996,287.81,44,288,81,325,22021505
mitigation_02,attack_05,control,414510,000000414510.jpg,person,1,115.72,247.31,87.1,159.08,480,640,2069153322,Yes,Yes,Yes,No,0.730771,0.730855,0.5623070475740589,0.5576993020652105,diffusion_patch_05.png,26,0.3,159.26999999999998,326.85,26,146.26999999999998,313.85,146,314,172,340,22021505
mitigation_02,attack_05,control,416451,000000416451.jpg,person,1,27.92,88.26,264.16,391.74,640,480,2069153322,Yes,Yes,Yes,No,0.823045,0.768511,0.7734313981029076,0.9286896846357513,diffusion_patch_05.png,79,0.3,160.0,284.13,79,120.5,244.63,120,245,199,324,22021505
mitigation_02,attack_05,control,453841,000000453841.jpg,car,3,200.67,161.93,201.67,165.58,500,339,2069153322,Yes,Yes,Yes,No,0.941486,0.940516,0.9281318100162905,0.9321290468680037,diffusion_patch_05.png,50,0.3,301.505,244.72000000000003,50,276.505,219.72000000000003,277,220,327,270,22021505
mitigation_02,attack_05,control,480021,000000480021.jpg,car,3,302.11,97.7,149.75,62.33,640,471,2069153322,Yes,Yes,Yes,No,0.253575,0.710378,0.9273147290702715,0.5624538800200629,diffusion_patch_05.png,19,0.3,376.985,128.865,19,367.485,119.36500000000001,367,119,386,138,22021505
mitigation_02,attack_05,control,520009,000000520009.jpg,car,3,0.0,334.4,216.24,77.6,500,412,2069153322,Yes,Yes,Yes,No,0.928509,0.916666,0.95689321915805,0.9606406608254181,diffusion_patch_05.png,23,0.3,108.12,373.2,23,96.62,361.7,97,362,120,385,22021505
mitigation_02,attack_05,control,549220,000000549220.jpg,person,1,248.05,2.87,139.79,226.13,480,640,2069153322,Yes,Yes,Yes,No,0.641504,0.578221,0.5934410656638018,0.6174336301173058,diffusion_patch_05.png,42,0.3,317.945,115.935,42,296.945,94.935,297,95,339,137,22021505
mitigation_02,attack_05,success,15338,000000015338.jpg,car,3,0.0,187.2,32.65,27.37,640,424,2069153322,Yes,No,Yes,Yes,0.283718,0.0,0.8596497750230144,0.0,diffusion_patch_05.png,8,0.3,16.325,200.885,8,12.325,196.885,12,197,20,205,22021505
mitigation_02,attack_05,success,26465,000000026465.jpg,person,1,0.0,0.84,131.46,294.95,500,375,2069153322,Yes,No,Yes,Yes,0.58074,0.0,0.9461865017467903,0.0,diffusion_patch_05.png,39,0.3,65.73,148.315,39,46.230000000000004,128.815,46,129,85,168,22021505
mitigation_02,attack_05,success,26926,000000026926.jpg,car,3,134.13,159.86,74.46,85.28,423,640,2069153322,Yes,No,Yes,Yes,0.252646,0.0,0.7606389546161549,0.0,diffusion_patch_05.png,22,0.3,171.35999999999999,202.5,22,160.35999999999999,191.5,160,192,182,214,22021505
mitigation_02,attack_05,success,43737,000000043737.jpg,car,3,111.23,416.09,81.12,38.0,480,640,2069153322,Yes,No,Yes,Yes,0.352254,0.0,0.8053425705343887,0.0,diffusion_patch_05.png,11,0.3,151.79000000000002,435.09,11,146.29000000000002,429.59,146,430,157,441,22021505
mitigation_02,attack_05,success,55150,000000055150.jpg,car,3,435.57,0.8,204.43,392.49,640,426,2069153322,Yes,No,Yes,Yes,0.682534,0.0,0.6321870715084461,0.0,diffusion_patch_05.png,61,0.3,537.785,197.04500000000002,61,507.28499999999997,166.54500000000002,507,167,568,228,22021505
mitigation_02,attack_05,success,127263,000000127263.jpg,car,3,501.43,106.88,138.57,67.52,640,427,2069153322,Yes,No,Yes,Yes,0.27451,0.0,0.9329578275272816,0.0,diffusion_patch_05.png,20,0.3,570.715,140.64,20,560.715,130.64,561,131,581,151,22021505
mitigation_02,attack_05,success,135410,000000135410.jpg,car,3,154.07,221.97,225.31,93.81,480,640,2069153322,Yes,No,Yes,Yes,0.270825,0.0,0.6187580273606919,0.0,diffusion_patch_05.png,28,0.3,266.725,268.875,28,252.72500000000002,254.875,253,255,281,283,22021505
mitigation_02,attack_05,success,211674,000000211674.jpg,person,1,381.29,200.93,54.47,64.54,640,406,2069153322,Yes,No,Yes,Yes,0.348972,0.0,0.8784060773546017,0.0,diffusion_patch_05.png,16,0.3,408.52500000000003,233.20000000000002,16,400.52500000000003,225.20000000000002,401,225,417,241,22021505
mitigation_02,attack_05,success,231508,000000231508.jpg,car,3,127.53,103.18,93.73,41.58,335,500,2069153322,Yes,No,Yes,Yes,0.281561,0.0,0.7444408147478748,0.0,diffusion_patch_05.png,12,0.3,174.395,123.97,12,168.395,117.97,168,118,180,130,22021505
mitigation_02,attack_05,success,338986,000000338986.jpg,car,3,294.98,523.05,108.02,103.88,403,640,2069153322,Yes,No,Yes,Yes,0.665034,0.0,0.9128065470555072,0.0,diffusion_patch_05.png,31,0.3,348.99,574.99,31,333.49,559.49,333,559,364,590,22021505
mitigation_02,attack_05,success,393093,000000393093.jpg,car,3,282.56,355.03,75.76,46.45,640,424,2069153322,Yes,No,Yes,Yes,0.751928,0.0,0.9418535031675658,0.0,diffusion_patch_05.png,14,0.3,320.44,378.255,14,313.44,371.255,313,371,327,385,22021505
mitigation_02,attack_05,success,407083,000000407083.jpg,car,3,0.0,1.66,480.0,623.38,480,640,2069153322,Yes,No,Yes,Yes,0.353103,0.0,0.8382559394009172,0.0,diffusion_patch_05.png,144,0.3,240.0,313.35,144,168.0,241.35000000000002,168,241,312,385,22021505
mitigation_02,attack_05,success,427055,000000427055.jpg,car,3,319.4,309.1,46.36,31.49,640,480,2069153322,Yes,No,Yes,Yes,0.348065,0.0,0.8629185323678524,0.0,diffusion_patch_05.png,9,0.3,342.58,324.845,9,338.08,320.345,338,320,347,329,22021505
mitigation_02,attack_05,success,448256,000000448256.jpg,person,1,267.8,81.1,211.57,255.41,640,426,2069153322,Yes,No,Yes,Yes,0.866015,0.0,0.9724138903557948,0.0,diffusion_patch_05.png,63,0.3,373.58500000000004,208.805,63,342.08500000000004,177.305,342,177,405,240,22021505
mitigation_02,attack_05,success,456303,000000456303.jpg,person,1,72.93,65.33,136.05,181.85,321,500,2069153322,Yes,No,Yes,Yes,0.449126,0.0,0.7039473339586629,0.0,diffusion_patch_05.png,41,0.3,140.955,156.255,41,120.45500000000001,135.755,120,136,161,177,22021505
mitigation_02,attack_05,success,474164,000000474164.jpg,car,3,28.44,378.62,93.42,49.47,633,640,2069153322,Yes,No,Yes,Yes,0.367166,0.0,0.951047347141276,0.0,diffusion_patch_05.png,15,0.3,75.15,403.355,15,67.65,395.855,68,396,83,411,22021505
mitigation_02,attack_05,success,490936,000000490936.jpg,car,3,376.74,81.29,75.11,86.79,480,640,2069153322,Yes,No,Yes,Yes,0.623868,0.0,0.7253484863718943,0.0,diffusion_patch_05.png,23,0.3,414.295,124.685,23,402.795,113.185,403,113,426,136,22021505
mitigation_02,attack_05,success,500613,000000500613.jpg,car,3,556.0,201.78,84.0,81.96,640,425,2069153322,Yes,No,Yes,Yes,0.631514,0.0,0.7342821046089014,0.0,diffusion_patch_05.png,25,0.3,598.0,242.76,25,585.5,230.26,586,230,611,255,22021505
mitigation_02,attack_05,success,527220,000000527220.jpg,car,3,3.0,3.5,163.0,154.5,500,169,2069153322,Yes,No,Yes,Yes,0.567127,0.0,0.9649473444849205,0.0,diffusion_patch_05.png,46,0.3,84.5,80.75,46,61.5,57.75,62,58,108,104,22021505
mitigation_02,attack_05,success,566758,000000566758.jpg,car,3,538.82,177.32,94.35,49.87,640,480,2069153322,Yes,No,Yes,Yes,0.267488,0.0,0.9156749709172585,0.0,diffusion_patch_05.png,15,0.3,585.995,202.255,15,578.495,194.755,578,195,593,210,22021505
