attack_id,image_id,filename,target_class,clean_detected,attacked_detected,clean_confidence,attacked_confidence,clean_iou,attacked_iou,eligible_for_asr,attack_success,patch_filename,patch_size_pixels,patch_scale,patch_center_x,patch_center_y
attack_05,211674,000000211674.jpg,person,Yes,No,0.348972,0.0,0.8784060773546017,0.0,Yes,Yes,diffusion_patch_05.png,16,0.3,408.52500000000003,233.20000000000002
attack_05,231508,000000231508.jpg,car,Yes,No,0.281561,0.0,0.7444408147478748,0.0,Yes,Yes,diffusion_patch_05.png,12,0.3,174.395,123.97
attack_05,338986,000000338986.jpg,car,Yes,No,0.665034,0.0,0.9128065470555072,0.0,Yes,Yes,diffusion_patch_05.png,31,0.3,348.99,574.99
attack_05,393093,000000393093.jpg,car,Yes,No,0.751928,0.0,0.9418535031675658,0.0,Yes,Yes,diffusion_patch_05.png,14,0.3,320.44,378.255
attack_05,407083,000000407083.jpg,car,Yes,No,0.353103,0.0,0.8382559394009172,0.0,Yes,Yes,diffusion_patch_05.png,144,0.3,240.0,313.35
attack_05,427055,000000427055.jpg,car,Yes,No,0.348065,0.0,0.8629185323678524,0.0,Yes,Yes,diffusion_patch_05.png,9,0.3,342.58,324.845
attack_05,448256,000000448256.jpg,person,Yes,No,0.866015,0.0,0.9724138903557948,0.0,Yes,Yes,diffusion_patch_05.png,63,0.3,373.58500000000004,208.805
attack_05,456303,000000456303.jpg,person,Yes,No,0.449126,0.0,0.7039473339586629,0.0,Yes,Yes,diffusion_patch_05.png,41,0.3,140.955,156.255
attack_05,474164,000000474164.jpg,car,Yes,No,0.367166,0.0,0.951047347141276,0.0,Yes,Yes,diffusion_patch_05.png,15,0.3,75.15,403.355
attack_05,490936,000000490936.jpg,car,Yes,No,0.623868,0.0,0.7253484863718943,0.0,Yes,Yes,diffusion_patch_05.png,23,0.3,414.295,124.685
attack_05,500613,000000500613.jpg,car,Yes,No,0.631514,0.0,0.7342821046089014,0.0,Yes,Yes,diffusion_patch_05.png,25,0.3,598.0,242.76
attack_05,527220,000000527220.jpg,car,Yes,No,0.567127,0.0,0.9649473444849205,0.0,Yes,Yes,diffusion_patch_05.png,46,0.3,84.5,80.75
attack_05,566758,000000566758.jpg,car,Yes,No,0.267488,0.0,0.9156749709172585,0.0,Yes,Yes,diffusion_patch_05.png,15,0.3,585.995,202.255
