experiment_id,source_attack,image_id,filename,target_class,subset_type,checkerboard_grid_n,diffusion_steps,sampler,resolution,checkpoint_path,ldm_commit,clean_pixels_used_for_restoration,known_patch_location_used_by_defense,original_width,original_height,clean_detected,attacked_detected,rectified_detected,attack_success,recovered_target,control_preserved,control_regression,clean_confidence,attacked_confidence,rectified_confidence,confidence_recovery,clean_iou,attacked_iou,rectified_iou,iou_recovery,true_patch_x1,true_patch_y1,true_patch_x2,true_patch_y2,true_patch_area,predicted_mask_area,mask_iou,mask_precision,mask_recall,false_positive_pixels,false_negative_pixels,false_positive_benign_ratio,regeneration_time_sec,difference_time_sec,kmeans_time_sec,rectification_time_sec,detector_time_sec,total_time_sec,status,error_message
mitigation_01,attack_02,000000393093,000000393093.jpg,car,attack_success,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,424,True,False,True,True,True,False,False,0.75048828125,,0.3876953125,,0.9401626413620505,,0.910374993308958,,313.44,371.255,327.44,385.255,225,50007,0.0040576465649923045,0.004059431679564861,0.9022222222222223,49804,22,0.18368709314548104,94.7894526,0.012778099999195547,0.3007367999998678,0.023699900000792695,18.098092700000052,113.45223530000112,completed,
mitigation_01,attack_02,000000407083,000000407083.jpg,car,attack_success,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,480,640,True,False,False,True,False,False,False,0.3525390625,,,,0.8390357995282824,,,,168.0,241.35000000000002,312.0,385.35,20880,26768,0.13415214700561745,0.21054991034070533,0.26992337164750957,21132,15244,0.07380553227158425,94.74557649999952,0.010594000001219683,0.29032999999981257,0.021314999999958673,18.83615649999956,114.14957620000132,completed,
mitigation_01,attack_02,000000413689,000000413689.jpg,car,attack_success,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,426,True,False,False,True,False,False,False,0.5322265625,,,,0.7619395949597217,,,,24.38,152.68,31.38,159.68,64,59564,0.0009904480518390438,0.000990531193338258,0.921875,59505,5,0.21830608710965016,94.76788390000002,0.01117800000065472,0.27966189999824564,0.024686400000064168,18.21419539999988,113.53288500000053,completed,
mitigation_01,attack_02,000000527220,000000527220.jpg,car,attack_success,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,500,169,True,False,False,True,False,False,False,0.568359375,,,,0.9655613750476576,,,,61.5,57.75,107.5,103.75,2209,7042,0.09765068818224965,0.11687020732746378,0.37256677229515617,6219,1386,0.07557327046700126,94.65897870000117,0.010765900000478723,0.3017927000000782,0.021043799999461044,8.615065900001355,103.84969780000029,completed,
mitigation_01,attack_02,000000542776,000000542776.jpg,person,attack_success,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,426,True,False,False,True,False,False,False,0.325927734375,,,,0.9805341399655805,,,,409.515,275.705,476.515,342.705,4624,3692,0.4025974025974026,0.6465330444203684,0.516219723183391,1305,2237,0.004869112291803475,94.6806218999991,0.010759700000562589,0.4608613000000332,0.023544899999251356,18.152586299998802,113.58948880000025,completed,
mitigation_01,attack_02,000000295809,000000295809.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,512,True,True,False,False,False,False,True,0.4599609375,0.470458984375,,,0.960787599279282,0.9776766398445081,,,95.31,116.58500000000001,106.31,127.58500000000001,144,36610,0.002427383062866494,0.0024310297732859872,0.6180555555555556,36521,55,0.11150224708123688,94.39272909999818,0.013479799999913666,0.30413299999963783,0.020748599999933504,28.194452800000363,123.16932400000042,completed,
mitigation_01,attack_02,000000322864,000000322864.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,427,640,True,True,True,False,False,True,False,0.658203125,0.26123046875,0.26611328125,0.0048828125,0.6922383670489971,0.9094904979842711,0.9073902926715851,-0.0021002053126859543,181.0,455.445,246.0,520.4449999999999,4290,18992,0.15549158767184476,0.16496419545071608,0.7303030303030303,15859,1157,0.058957582066247814,94.67241739999918,0.013112699998600874,0.311955900000612,0.022152199999254663,18.18690140000035,113.46117579999918,completed,
mitigation_01,attack_02,000000331604,000000331604.jpg,person,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,427,True,True,True,False,False,True,False,0.80810546875,0.8193359375,0.6875,-0.1318359375,0.8442260805065702,0.8546252871434529,0.8823810413366371,0.027755754193184212,320.15,210.08499999999998,341.15,231.08499999999998,484,6132,0.07664768104149715,0.07681017612524461,0.9731404958677686,5661,13,0.020751770553820437,94.69354759999987,0.009445300000152201,0.25726829999985057,0.020955699999831268,17.94466029999967,113.19400739999946,completed,
mitigation_01,attack_02,000000336232,000000336232.jpg,person,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,427,True,True,True,False,False,True,False,0.8447265625,0.8515625,0.81103515625,-0.04052734375,0.8642366955519142,0.8690578201256963,0.8717517192935583,0.0026938991678620017,117.94999999999999,206.695,144.95,233.695,784,41578,0.018023647024896665,0.01803838568473712,0.9566326530612245,40828,34,0.1498297222711526,94.68035369999961,0.010889400000451133,0.28811769999992975,0.023624600000403007,18.187529700000596,113.41834220000055,completed,
mitigation_01,attack_02,000000357737,000000357737.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,480,True,True,True,False,False,True,False,0.9033203125,0.8828125,0.927734375,0.044921875,0.9470126045053324,0.9433100814032738,0.938792365000668,-0.004517716402605787,209.56,163.635,252.56,206.635,1936,66989,0.023886982485850528,0.02400394094552837,0.8305785123966942,65381,328,0.21417854709366319,94.56659149999905,0.012221299999509938,0.2809370000013587,0.024234599999545026,19.08087009999872,114.19814810000025,completed,
mitigation_01,attack_02,000000368335,000000368335.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,411,640,True,True,True,False,False,True,False,0.73681640625,0.73583984375,0.3076171875,-0.42822265625,0.8898751086108756,0.8912693720014125,0.8529504074256082,-0.038318964575804304,44.199999999999996,287.81,81.19999999999999,324.81,1444,18059,0.0646323489273432,0.06556287723572733,0.8199445983379502,16875,260,0.064507867092769,94.50100449999991,0.012974500001291744,0.3090178000002197,0.022240700000111246,16.469334999999774,111.54581429999962,completed,
mitigation_01,attack_02,000000372260,000000372260.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,427,640,True,True,True,False,False,True,False,0.92041015625,0.8984375,0.83447265625,-0.06396484375,0.9451664444015293,0.9478391388078335,0.9156266530510021,-0.032212485756831444,41.315,403.575,76.315,438.575,1296,57897,0.020921007243877198,0.02095099918821355,0.9359567901234568,56684,83,0.20840931819518796,94.82984089999991,0.011227199998756987,0.2756350999989081,0.0224794000005204,18.29246200000125,113.68013109999993,completed,
mitigation_01,attack_02,000000400367,000000400367.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,500,333,True,True,True,False,False,True,False,0.92138671875,0.92822265625,0.92236328125,-0.005859375,0.9192351968926316,0.9208112839688898,0.9065045490886489,-0.014306734880240923,57.655,269.295,81.655,293.295,625,18150,0.030630729538343306,0.03074380165289256,0.8928,17592,67,0.10605576488319518,94.85769579999942,0.013622600001326646,0.3222230000010313,0.022384199999578414,18.253948300000047,113.70010560000082,completed,
mitigation_01,attack_02,000000436617,000000436617.jpg,person,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,425,True,True,True,False,False,True,False,0.89013671875,0.87646484375,0.76220703125,-0.1142578125,0.9675525294699595,0.9632572787047592,0.9631915487994943,-6.572990526487743e-05,127.60999999999999,270.71,186.60999999999999,329.71,3600,31548,0.0769042220724309,0.0795613034106758,0.6972222222222222,29038,1090,0.10818926974664679,94.66638359999888,0.016477600000143866,0.34248589999879187,0.02411260000008042,18.31904889999896,113.62002599999869,completed,
mitigation_01,attack_02,000000443426,000000443426.jpg,person,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,480,640,True,True,True,False,False,True,False,0.869140625,0.9228515625,0.89697265625,-0.02587890625,0.8194621760314224,0.8844241494123817,0.8282112579825305,-0.0562128914298512,186.01999999999998,353.5,314.02,481.5,16641,14788,0.2743897494120509,0.4576007573708412,0.4066462352022114,8021,9874,0.027605408884254144,94.73008250000021,0.010044700000435114,0.5263181999998778,0.02021259999855829,19.240608399999473,114.77575059999981,completed,
mitigation_01,attack_02,000000508602,000000508602.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,500,429,True,True,False,False,False,False,True,0.56640625,0.402587890625,,,0.9870000150386884,0.9844297062606497,,,224.92499999999998,312.19,276.92499999999995,364.19,2809,24016,0.06052818850320234,0.0637491672218521,0.5450338198647205,22485,1278,0.10621613578281552,94.53406109999924,0.011185499999555759,0.26424649999898975,0.018887700000050245,23.574015399999553,118.62842610000007,completed,
mitigation_01,attack_02,000000511599,000000511599.jpg,person,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,480,True,True,True,False,False,True,False,0.286865234375,0.358642578125,0.36279296875,0.004150390625,0.6371499150065727,0.6286331432665109,0.6005274112673332,-0.028105731999177652,413.23,284.07500000000005,426.23,297.07500000000005,196,34874,0.005043847079727173,0.005046739691460687,0.8979591836734694,34698,20,0.11302132871232948,94.55452409999998,0.012279799999305396,0.3075995999988663,0.02073709999967832,19.250554199999897,114.37861499999963,completed,
mitigation_01,attack_02,000000521141,000000521141.jpg,car,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,375,500,True,True,True,False,False,True,False,0.85302734375,0.8212890625,0.287353515625,-0.533935546875,0.9569182746984837,0.9648088300766987,0.8746228829025122,-0.09018594717418649,334.75,252.46499999999997,344.75,262.465,121,16512,0.004954383420941333,0.00496608527131783,0.6776859504132231,16430,39,0.08768325159169384,94.61401680000017,0.010012000000642729,0.253744599998754,0.018917000001238193,18.901892799998677,114.0182947000012,completed,
mitigation_01,attack_02,000000548246,000000548246.jpg,person,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,428,True,True,True,False,False,True,False,0.90234375,0.9072265625,0.9208984375,0.013671875,0.9798531544811353,0.9801265583608727,0.9848874023097333,0.00476084394886056,287.495,230.19,350.495,293.19,4096,27894,0.09065493846101394,0.09532515953251595,0.649169921875,25235,1437,0.09352392670777988,94.49768819999917,0.010537299998759408,0.3056429999996908,0.0226053000005777,17.900181599999996,112.97902390000127,completed,
mitigation_01,attack_02,000000557672,000000557672.jpg,person,control,32,5,DDIM,512,D:\project CS\DISPATCH-Defense\third_party\latent-diffusion\models\ldm\inpainting_big\last.ckpt,a506df5756472e2ebaf9078affdde2c4f1502cd4,False,False,640,433,True,True,True,False,False,True,False,0.9423828125,0.93798828125,0.93359375,-0.00439453125,0.9234681590539461,0.92425913820517,0.9222816903271103,-0.001977447878059757,322.265,187.015,416.265,281.015,9025,12193,0.21886488970588236,0.31247437054047406,0.4221606648199446,8383,5215,0.03126876666853168,94.37348859999838,0.010983699999997043,0.30411760000060895,0.02439569999842206,18.1009911000001,113.08951669999988,completed,
