attack_id,image_id,filename,target_class,clean_detected,attacked_detected,clean_confidence,attacked_confidence,confidence_drop,confidence_drop_percent,clean_iou,attacked_iou,iou_drop,clean_total_detections,attacked_total_detections,detection_count_change,eligible_for_asr,attack_success,patch_filename,patch_size_pixels,patch_scale
attack_05,17029,000000017029.jpg,car,Yes,Yes,0.462310,0.649323,-0.187013,-40.451861,0.867907,0.855532,0.012375,6,5,-1,Yes,No,diffusion_patch_05.png,46,0.3
attack_05,17178,000000017178.jpg,car,Yes,Yes,0.797330,0.907527,-0.110197,-13.820752,0.969868,0.969274,0.000595,5,6,1,Yes,No,diffusion_patch_05.png,62,0.3
attack_05,17379,000000017379.jpg,person,Yes,Yes,0.308322,0.328490,-0.020168,-6.541213,0.900604,0.900014,0.000590,5,5,0,Yes,No,diffusion_patch_05.png,14,0.3
attack_05,18837,000000018837.jpg,car,Yes,Yes,0.612429,0.505280,0.107149,17.495742,0.709830,0.715130,-0.005300,8,8,0,Yes,No,diffusion_patch_05.png,10,0.3
attack_05,19432,000000019432.jpg,person,Yes,Yes,0.922008,0.899907,0.022101,2.397051,0.977925,0.979805,-0.001880,25,24,-1,Yes,No,diffusion_patch_05.png,46,0.3
attack_05,19924,000000019924.jpg,person,Yes,Yes,0.906900,0.918080,-0.011180,-1.232771,0.906540,0.896585,0.009955,2,3,1,Yes,No,diffusion_patch_05.png,130,0.3
attack_05,20992,000000020992.jpg,person,Yes,Yes,0.869848,0.893187,-0.023339,-2.683112,0.974574,0.967644,0.006930,1,2,1,Yes,No,diffusion_patch_05.png,100,0.3
attack_05,21839,000000021839.jpg,car,Yes,Yes,0.468062,0.383535,0.084527,18.058932,0.757985,0.711125,0.046860,11,10,-1,Yes,No,diffusion_patch_05.png,10,0.3
attack_05,21879,000000021879.jpg,person,Yes,Yes,0.927419,0.918054,0.009365,1.009792,0.966835,0.966538,0.000297,9,9,0,Yes,No,diffusion_patch_05.png,39,0.3
attack_05,21903,000000021903.jpg,person,Yes,Yes,0.943850,0.936288,0.007562,0.801187,0.925564,0.925621,-0.000057,4,3,-1,Yes,No,diffusion_patch_05.png,65,0.3
attack_05,22755,000000022755.jpg,car,Yes,Yes,0.456685,0.493246,-0.036561,-8.005737,0.778417,0.777845,0.000573,2,2,0,Yes,No,diffusion_patch_05.png,8,0.3
attack_05,23272,000000023272.jpg,car,Yes,Yes,0.374130,0.317843,0.056287,15.044771,0.823016,0.643075,0.179942,2,2,0,Yes,No,diffusion_patch_05.png,111,0.3
attack_05,25393,000000025393.jpg,car,Yes,Yes,0.737259,0.728430,0.008829,1.197544,0.657053,0.659596,-0.002542,7,6,-1,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,26204,000000026204.jpg,car,Yes,Yes,0.890688,0.901096,-0.010408,-1.168535,0.944699,0.942909,0.001790,14,14,0,Yes,No,diffusion_patch_05.png,27,0.3
attack_05,26465,000000026465.jpg,person,Yes,No,0.580740,0.000000,0.580740,100.000000,0.946187,0.000000,0.946187,5,5,0,Yes,Yes,diffusion_patch_05.png,39,0.3
attack_05,26926,000000026926.jpg,car,Yes,No,0.252646,0.000000,0.252646,100.000000,0.760639,0.000000,0.760639,3,2,-1,Yes,Yes,diffusion_patch_05.png,22,0.3
attack_05,27768,000000027768.jpg,car,Yes,Yes,0.630490,0.530032,0.100458,15.933322,0.903473,0.886303,0.017170,6,6,0,Yes,No,diffusion_patch_05.png,11,0.3
attack_05,31093,000000031093.jpg,person,Yes,Yes,0.945397,0.923313,0.022084,2.335950,0.942979,0.940216,0.002763,3,3,0,Yes,No,diffusion_patch_05.png,70,0.3
attack_05,32334,000000032334.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,13,13,0,No,No,diffusion_patch_05.png,11,0.3
attack_05,34452,000000034452.jpg,person,Yes,Yes,0.906279,0.886239,0.020040,2.211240,0.907321,0.905659,0.001662,3,2,-1,Yes,No,diffusion_patch_05.png,26,0.3
attack_05,36539,000000036539.jpg,person,Yes,Yes,0.900849,0.902809,-0.001960,-0.217573,0.858485,0.866041,-0.007556,4,4,0,Yes,No,diffusion_patch_05.png,29,0.3
attack_05,37670,000000037670.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,2,1,-1,No,No,diffusion_patch_05.png,49,0.3
attack_05,37988,000000037988.jpg,person,Yes,Yes,0.892939,0.896182,-0.003243,-0.363183,0.934838,0.935759,-0.000920,5,5,0,Yes,No,diffusion_patch_05.png,30,0.3
attack_05,39484,000000039484.jpg,car,Yes,Yes,0.904786,0.906242,-0.001456,-0.160922,0.971230,0.969684,0.001546,20,23,3,Yes,No,diffusion_patch_05.png,21,0.3
attack_05,41633,000000041633.jpg,car,Yes,Yes,0.581611,0.361989,0.219622,37.760978,0.787992,0.762839,0.025152,3,3,0,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,42102,000000042102.jpg,person,Yes,Yes,0.904560,0.887412,0.017148,1.895728,0.955098,0.952798,0.002300,3,3,0,Yes,No,diffusion_patch_05.png,66,0.3
attack_05,43435,000000043435.jpg,person,Yes,Yes,0.780827,0.725842,0.054985,7.041893,0.824501,0.819625,0.004877,4,4,0,Yes,No,diffusion_patch_05.png,11,0.3
attack_05,43737,000000043737.jpg,car,Yes,No,0.352254,0.000000,0.352254,100.000000,0.805343,0.000000,0.805343,5,4,-1,Yes,Yes,diffusion_patch_05.png,11,0.3
attack_05,44590,000000044590.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,26,24,-2,No,No,diffusion_patch_05.png,17,0.3
attack_05,45070,000000045070.jpg,person,Yes,Yes,0.832109,0.822948,0.009161,1.100937,0.927462,0.926184,0.001278,2,2,0,Yes,No,diffusion_patch_05.png,98,0.3
attack_05,45596,000000045596.jpg,person,Yes,Yes,0.583882,0.581562,0.002320,0.397341,0.954531,0.946094,0.008436,7,7,0,Yes,No,diffusion_patch_05.png,7,0.3
attack_05,46497,000000046497.jpg,person,Yes,Yes,0.613133,0.764336,-0.151203,-24.660718,0.923734,0.811345,0.112389,7,6,-1,Yes,No,diffusion_patch_05.png,60,0.3
attack_05,48564,000000048564.jpg,person,Yes,Yes,0.872424,0.895650,-0.023226,-2.662238,0.971032,0.972543,-0.001511,2,1,-1,Yes,No,diffusion_patch_05.png,126,0.3
attack_05,51314,000000051314.jpg,person,Yes,Yes,0.897669,0.912912,-0.015243,-1.698065,0.933478,0.934853,-0.001375,2,3,1,Yes,No,diffusion_patch_05.png,65,0.3
attack_05,52412,000000052412.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,2,3,1,No,No,diffusion_patch_05.png,70,0.3
attack_05,54593,000000054593.jpg,car,Yes,Yes,0.832925,0.567922,0.265003,31.815950,0.984586,0.977143,0.007444,10,10,0,Yes,No,diffusion_patch_05.png,32,0.3
attack_05,54967,000000054967.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,21,19,-2,No,No,diffusion_patch_05.png,16,0.3
attack_05,55150,000000055150.jpg,car,Yes,No,0.682534,0.000000,0.682534,100.000000,0.632187,0.000000,0.632187,16,16,0,Yes,Yes,diffusion_patch_05.png,61,0.3
attack_05,66038,000000066038.jpg,person,Yes,Yes,0.745883,0.707682,0.038201,5.121581,0.891075,0.925541,-0.034465,21,21,0,Yes,No,diffusion_patch_05.png,18,0.3
attack_05,66231,000000066231.jpg,person,Yes,Yes,0.910290,0.901120,0.009170,1.007371,0.957465,0.954190,0.003275,15,16,1,Yes,No,diffusion_patch_05.png,33,0.3
attack_05,66771,000000066771.jpg,person,Yes,Yes,0.933372,0.937253,-0.003881,-0.415804,0.939619,0.931672,0.007946,10,10,0,Yes,No,diffusion_patch_05.png,104,0.3
attack_05,67213,000000067213.jpg,car,Yes,Yes,0.477677,0.498471,-0.020794,-4.353151,0.954475,0.952675,0.001799,14,13,-1,Yes,No,diffusion_patch_05.png,32,0.3
attack_05,67616,000000067616.jpg,car,Yes,Yes,0.781987,0.764605,0.017382,2.222799,0.972116,0.973828,-0.001712,22,22,0,Yes,No,diffusion_patch_05.png,31,0.3
attack_05,73153,000000073153.jpg,person,Yes,Yes,0.895596,0.897470,-0.001874,-0.209246,0.919331,0.921614,-0.002283,1,1,0,Yes,No,diffusion_patch_05.png,57,0.3
attack_05,73946,000000073946.jpg,person,Yes,Yes,0.902485,0.849497,0.052988,5.871344,0.855634,0.836464,0.019170,3,3,0,Yes,No,diffusion_patch_05.png,84,0.3
attack_05,74058,000000074058.jpg,car,Yes,Yes,0.746827,0.772329,-0.025502,-3.414713,0.900435,0.889916,0.010520,16,15,-1,Yes,No,diffusion_patch_05.png,17,0.3
attack_05,76417,000000076417.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,3,4,1,No,No,diffusion_patch_05.png,95,0.3
attack_05,77460,000000077460.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,10,10,0,No,No,diffusion_patch_05.png,21,0.3
attack_05,78748,000000078748.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,21,24,3,No,No,diffusion_patch_05.png,57,0.3
attack_05,82812,000000082812.jpg,person,Yes,Yes,0.816716,0.813058,0.003658,0.447891,0.974008,0.989156,-0.015148,20,16,-4,Yes,No,diffusion_patch_05.png,22,0.3
attack_05,84170,000000084170.jpg,car,Yes,Yes,0.907223,0.908238,-0.001015,-0.111880,0.857509,0.855550,0.001959,6,6,0,Yes,No,diffusion_patch_05.png,23,0.3
attack_05,84270,000000084270.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,24,23,-1,No,No,diffusion_patch_05.png,113,0.3
attack_05,85157,000000085157.jpg,person,Yes,Yes,0.901508,0.877467,0.024041,2.666754,0.937973,0.941162,-0.003189,16,17,1,Yes,No,diffusion_patch_05.png,78,0.3
attack_05,86220,000000086220.jpg,car,Yes,Yes,0.917447,0.913129,0.004318,0.470654,0.952201,0.957125,-0.004923,3,3,0,Yes,No,diffusion_patch_05.png,38,0.3
attack_05,87144,000000087144.jpg,car,Yes,Yes,0.875992,0.865886,0.010106,1.153664,0.918669,0.921552,-0.002883,6,6,0,Yes,No,diffusion_patch_05.png,9,0.3
attack_05,88462,000000088462.jpg,car,Yes,Yes,0.801753,0.622771,0.178982,22.323833,0.903080,0.884321,0.018759,11,10,-1,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,93154,000000093154.jpg,car,Yes,Yes,0.808055,0.770873,0.037182,4.601419,0.924112,0.919588,0.004524,14,14,0,Yes,No,diffusion_patch_05.png,11,0.3
attack_05,98392,000000098392.jpg,car,Yes,Yes,0.883918,0.882439,0.001479,0.167323,0.953968,0.949217,0.004751,12,9,-3,Yes,No,diffusion_patch_05.png,37,0.3
attack_05,100624,000000100624.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,7,7,0,No,No,diffusion_patch_05.png,16,0.3
attack_05,102356,000000102356.jpg,person,Yes,Yes,0.726839,0.819761,-0.092922,-12.784399,0.915088,0.898824,0.016264,2,2,0,Yes,No,diffusion_patch_05.png,71,0.3
attack_05,108026,000000108026.jpg,person,Yes,Yes,0.607844,0.728231,-0.120387,-19.805575,0.942113,0.975041,-0.032928,5,3,-2,Yes,No,diffusion_patch_05.png,127,0.3
attack_05,111036,000000111036.jpg,car,Yes,Yes,0.888769,0.502098,0.386671,43.506355,0.956434,0.955135,0.001299,2,3,1,Yes,No,diffusion_patch_05.png,42,0.3
attack_05,114770,000000114770.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,1,1,0,No,No,diffusion_patch_05.png,58,0.3
attack_05,115946,000000115946.jpg,car,Yes,Yes,0.809663,0.818462,-0.008799,-1.086748,0.914561,0.904801,0.009760,12,12,0,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,121506,000000121506.jpg,car,Yes,Yes,0.491583,0.343027,0.148556,30.219922,0.620583,0.622033,-0.001450,8,8,0,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,121591,000000121591.jpg,person,Yes,Yes,0.798808,0.744177,0.054631,6.839065,0.688339,0.851045,-0.162706,1,1,0,Yes,No,diffusion_patch_05.png,37,0.3
attack_05,125129,000000125129.jpg,person,Yes,Yes,0.903522,0.901257,0.002265,0.250686,0.974571,0.975112,-0.000542,11,11,0,Yes,No,diffusion_patch_05.png,61,0.3
attack_05,125936,000000125936.jpg,person,Yes,Yes,0.904705,0.906547,-0.001842,-0.203602,0.948704,0.936791,0.011912,17,14,-3,Yes,No,diffusion_patch_05.png,44,0.3
attack_05,126592,000000126592.jpg,car,Yes,Yes,0.892763,0.888104,0.004659,0.521863,0.863973,0.858726,0.005247,12,12,0,Yes,No,diffusion_patch_05.png,17,0.3
attack_05,127263,000000127263.jpg,car,Yes,No,0.274510,0.000000,0.274510,100.000000,0.932958,0.000000,0.932958,4,3,-1,Yes,Yes,diffusion_patch_05.png,20,0.3
attack_05,129062,000000129062.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,6,6,0,No,No,diffusion_patch_05.png,28,0.3
attack_05,130386,000000130386.jpg,car,Yes,Yes,0.759531,0.715769,0.043762,5.761713,0.914490,0.951407,-0.036917,7,5,-2,Yes,No,diffusion_patch_05.png,9,0.3
attack_05,132544,000000132544.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,8,9,1,No,No,diffusion_patch_05.png,62,0.3
attack_05,132796,000000132796.jpg,person,Yes,Yes,0.875500,0.882971,-0.007471,-0.853341,0.927799,0.923109,0.004690,7,9,2,Yes,No,diffusion_patch_05.png,34,0.3
attack_05,134322,000000134322.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,13,14,1,No,No,diffusion_patch_05.png,40,0.3
attack_05,135410,000000135410.jpg,car,Yes,No,0.270825,0.000000,0.270825,100.000000,0.618758,0.000000,0.618758,9,8,-1,Yes,Yes,diffusion_patch_05.png,28,0.3
attack_05,136715,000000136715.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,17,17,0,No,No,diffusion_patch_05.png,40,0.3
attack_05,138979,000000138979.jpg,car,Yes,Yes,0.944402,0.713440,0.230962,24.455899,0.943422,0.944500,-0.001078,6,6,0,Yes,No,diffusion_patch_05.png,74,0.3
attack_05,141597,000000141597.jpg,car,Yes,Yes,0.869187,0.856971,0.012216,1.405451,0.953521,0.944284,0.009237,3,3,0,Yes,No,diffusion_patch_05.png,35,0.3
attack_05,142472,000000142472.jpg,car,Yes,Yes,0.914180,0.903559,0.010621,1.161806,0.955854,0.953190,0.002664,9,9,0,Yes,No,diffusion_patch_05.png,19,0.3
attack_05,144114,000000144114.jpg,person,Yes,Yes,0.464901,0.553472,-0.088571,-19.051583,0.907429,0.929164,-0.021735,2,2,0,Yes,No,diffusion_patch_05.png,9,0.3
attack_05,144706,000000144706.jpg,car,No,Yes,0.000000,0.354560,-0.354560,,0.000000,0.922975,-0.922975,6,5,-1,No,No,diffusion_patch_05.png,10,0.3
attack_05,146155,000000146155.jpg,person,Yes,Yes,0.923562,0.927287,-0.003725,-0.403330,0.989206,0.987535,0.001671,31,31,0,Yes,No,diffusion_patch_05.png,68,0.3
attack_05,147223,000000147223.jpg,car,Yes,Yes,0.882064,0.885693,-0.003629,-0.411421,0.937288,0.935904,0.001384,6,5,-1,Yes,No,diffusion_patch_05.png,41,0.3
attack_05,147338,000000147338.jpg,car,No,Yes,0.000000,0.480323,-0.480323,,0.000000,0.555414,-0.555414,6,7,1,No,No,diffusion_patch_05.png,40,0.3
attack_05,147725,000000147725.jpg,car,Yes,Yes,0.913811,0.904424,0.009387,1.027236,0.950593,0.950192,0.000402,8,8,0,Yes,No,diffusion_patch_05.png,27,0.3
attack_05,148719,000000148719.jpg,person,Yes,Yes,0.633247,0.476939,0.156308,24.683575,0.890974,0.835275,0.055699,7,8,1,Yes,No,diffusion_patch_05.png,12,0.3
attack_05,149375,000000149375.jpg,person,Yes,Yes,0.924774,0.915792,0.008982,0.971264,0.929588,0.930321,-0.000733,7,7,0,Yes,No,diffusion_patch_05.png,56,0.3
attack_05,151000,000000151000.jpg,person,Yes,Yes,0.798426,0.849056,-0.050630,-6.341226,0.858348,0.782699,0.075648,7,8,1,Yes,No,diffusion_patch_05.png,64,0.3
attack_05,152214,000000152214.jpg,person,Yes,Yes,0.884047,0.916561,-0.032514,-3.677859,0.957277,0.965811,-0.008534,2,2,0,Yes,No,diffusion_patch_05.png,120,0.3
attack_05,152771,000000152771.jpg,car,Yes,Yes,0.716489,0.405233,0.311256,43.441839,0.905945,0.792801,0.113144,5,5,0,Yes,No,diffusion_patch_05.png,10,0.3
attack_05,153011,000000153011.jpg,car,Yes,Yes,0.633151,0.449835,0.183316,28.952967,0.781074,0.959608,-0.178534,15,18,3,Yes,No,diffusion_patch_05.png,11,0.3
attack_05,153669,000000153669.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,20,19,-1,No,No,diffusion_patch_05.png,100,0.3
attack_05,155341,000000155341.jpg,car,Yes,Yes,0.826719,0.739795,0.086924,10.514334,0.981171,0.981292,-0.000122,9,10,1,Yes,No,diffusion_patch_05.png,39,0.3
attack_05,156071,000000156071.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,10,10,0,No,No,diffusion_patch_05.png,14,0.3
attack_05,156292,000000156292.jpg,person,Yes,Yes,0.628753,0.685184,-0.056431,-8.975067,0.912093,0.893035,0.019058,11,11,0,Yes,No,diffusion_patch_05.png,20,0.3
attack_05,157365,000000157365.jpg,car,Yes,Yes,0.906913,0.893321,0.013592,1.498710,0.926850,0.916342,0.010508,8,8,0,Yes,No,diffusion_patch_05.png,37,0.3
attack_05,157928,000000157928.jpg,car,Yes,Yes,0.790102,0.642740,0.147362,18.651010,0.940968,0.944823,-0.003855,6,6,0,Yes,No,diffusion_patch_05.png,33,0.3
attack_05,158660,000000158660.jpg,person,Yes,Yes,0.843723,0.855539,-0.011816,-1.400460,0.923653,0.908878,0.014775,9,10,1,Yes,No,diffusion_patch_05.png,42,0.3
attack_05,158744,000000158744.jpg,car,Yes,Yes,0.763617,0.708924,0.054693,7.162360,0.847321,0.848518,-0.001197,6,6,0,Yes,No,diffusion_patch_05.png,9,0.3
attack_05,158945,000000158945.jpg,person,Yes,Yes,0.822076,0.795760,0.026316,3.201164,0.665977,0.669606,-0.003629,3,3,0,Yes,No,diffusion_patch_05.png,18,0.3
attack_05,161799,000000161799.jpg,person,Yes,Yes,0.910282,0.916903,-0.006621,-0.727357,0.920923,0.912043,0.008881,3,2,-1,Yes,No,diffusion_patch_05.png,34,0.3
attack_05,162092,000000162092.jpg,person,Yes,Yes,0.753917,0.798241,-0.044324,-5.879162,0.927969,0.977236,-0.049267,14,14,0,Yes,No,diffusion_patch_05.png,110,0.3
attack_05,162732,000000162732.jpg,person,Yes,Yes,0.922174,0.903700,0.018474,2.003310,0.969708,0.963342,0.006366,6,6,0,Yes,No,diffusion_patch_05.png,67,0.3
attack_05,163117,000000163117.jpg,person,Yes,Yes,0.930596,0.927679,0.002917,0.313455,0.973342,0.973847,-0.000506,21,20,-1,Yes,No,diffusion_patch_05.png,47,0.3
attack_05,163562,000000163562.jpg,person,Yes,Yes,0.923137,0.905770,0.017367,1.881303,0.953150,0.968934,-0.015784,2,2,0,Yes,No,diffusion_patch_05.png,95,0.3
attack_05,165518,000000165518.jpg,person,Yes,Yes,0.863108,0.890874,-0.027766,-3.216979,0.902372,0.907065,-0.004694,2,2,0,Yes,No,diffusion_patch_05.png,52,0.3
attack_05,166478,000000166478.jpg,person,Yes,Yes,0.874327,0.771572,0.102755,11.752468,0.941014,0.914430,0.026584,15,18,3,Yes,No,diffusion_patch_05.png,101,0.3
attack_05,167122,000000167122.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,0,0,0,No,No,diffusion_patch_05.png,79,0.3
attack_05,169169,000000169169.jpg,car,Yes,Yes,0.607288,0.326308,0.280980,46.267998,0.540459,0.840689,-0.300230,14,16,2,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,171382,000000171382.jpg,car,Yes,Yes,0.432245,0.391528,0.040717,9.419889,0.955769,0.965382,-0.009613,28,26,-2,Yes,No,diffusion_patch_05.png,31,0.3
attack_05,171757,000000171757.jpg,person,Yes,Yes,0.890082,0.716716,0.173366,19.477531,0.981628,0.894444,0.087184,5,6,1,Yes,No,diffusion_patch_05.png,77,0.3
attack_05,172330,000000172330.jpg,car,Yes,Yes,0.870233,0.648125,0.222108,25.522820,0.927423,0.897387,0.030036,5,5,0,Yes,No,diffusion_patch_05.png,93,0.3
attack_05,173830,000000173830.jpg,person,Yes,Yes,0.878251,0.901217,-0.022966,-2.614970,0.895828,0.890963,0.004864,1,1,0,Yes,No,diffusion_patch_05.png,69,0.3
attack_05,174482,000000174482.jpg,car,Yes,Yes,0.865931,0.855145,0.010786,1.245596,0.922201,0.920402,0.001799,7,7,0,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,175438,000000175438.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,19,18,-1,No,No,diffusion_patch_05.png,12,0.3
attack_05,176606,000000176606.jpg,car,Yes,Yes,0.589564,0.649855,-0.060291,-10.226371,0.959317,0.956319,0.002997,2,2,0,Yes,No,diffusion_patch_05.png,16,0.3
attack_05,176799,000000176799.jpg,person,Yes,Yes,0.911652,0.876550,0.035102,3.850373,0.970991,0.976995,-0.006004,6,6,0,Yes,No,diffusion_patch_05.png,33,0.3
attack_05,177065,000000177065.jpg,person,Yes,Yes,0.788216,0.777936,0.010280,1.304211,0.831088,0.819993,0.011095,13,14,1,Yes,No,diffusion_patch_05.png,43,0.3
attack_05,180011,000000180011.jpg,person,Yes,Yes,0.907695,0.899603,0.008092,0.891489,0.923084,0.921049,0.002035,7,7,0,Yes,No,diffusion_patch_05.png,51,0.3
attack_05,180878,000000180878.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,3,3,0,No,No,diffusion_patch_05.png,30,0.3
attack_05,181816,000000181816.jpg,car,Yes,Yes,0.938323,0.939239,-0.000916,-0.097621,0.950668,0.951270,-0.000602,6,7,1,Yes,No,diffusion_patch_05.png,34,0.3
attack_05,183709,000000183709.jpg,car,Yes,Yes,0.798211,0.775621,0.022590,2.830079,0.931763,0.931157,0.000605,21,20,-1,Yes,No,diffusion_patch_05.png,14,0.3
attack_05,184324,000000184324.jpg,car,Yes,Yes,0.639792,0.782302,-0.142510,-22.274427,0.887244,0.935967,-0.048723,35,35,0,Yes,No,diffusion_patch_05.png,10,0.3
attack_05,186042,000000186042.jpg,person,Yes,Yes,0.870460,0.874526,-0.004066,-0.467109,0.910948,0.899947,0.011001,2,2,0,Yes,No,diffusion_patch_05.png,27,0.3
attack_05,186449,000000186449.jpg,person,Yes,Yes,0.882174,0.903489,-0.021315,-2.416190,0.993383,0.976810,0.016572,13,12,-1,Yes,No,diffusion_patch_05.png,79,0.3
attack_05,187144,000000187144.jpg,person,Yes,Yes,0.835177,0.811537,0.023640,2.830538,0.933844,0.930515,0.003329,9,9,0,Yes,No,diffusion_patch_05.png,10,0.3
attack_05,187990,000000187990.jpg,person,Yes,Yes,0.927547,0.671194,0.256353,27.637737,0.955190,0.956432,-0.001241,2,2,0,Yes,No,diffusion_patch_05.png,46,0.3
attack_05,188296,000000188296.jpg,car,Yes,Yes,0.524643,0.424957,0.099686,19.000730,0.935029,0.928797,0.006233,8,9,1,Yes,No,diffusion_patch_05.png,30,0.3
attack_05,191013,000000191013.jpg,car,Yes,Yes,0.858425,0.833943,0.024482,2.851967,0.964630,0.963251,0.001380,7,5,-2,Yes,No,diffusion_patch_05.png,27,0.3
attack_05,192716,000000192716.jpg,car,Yes,Yes,0.900262,0.879650,0.020612,2.289556,0.966908,0.970172,-0.003264,4,4,0,Yes,No,diffusion_patch_05.png,13,0.3
attack_05,193162,000000193162.jpg,person,Yes,Yes,0.388884,0.408264,-0.019380,-4.983491,0.972641,0.976462,-0.003821,5,5,0,Yes,No,diffusion_patch_05.png,21,0.3
attack_05,193743,000000193743.jpg,person,Yes,Yes,0.907530,0.899570,0.007960,0.877106,0.978794,0.971097,0.007697,9,9,0,Yes,No,diffusion_patch_05.png,84,0.3
attack_05,196141,000000196141.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,11,9,-2,No,No,diffusion_patch_05.png,19,0.3
attack_05,198805,000000198805.jpg,car,Yes,Yes,0.263989,0.392214,-0.128225,-48.572100,0.723023,0.506962,0.216062,6,5,-1,Yes,No,diffusion_patch_05.png,14,0.3
attack_05,206411,000000206411.jpg,person,Yes,Yes,0.647155,0.685597,-0.038442,-5.940153,0.885544,0.883438,0.002105,3,3,0,Yes,No,diffusion_patch_05.png,52,0.3
attack_05,208363,000000208363.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,26,28,2,No,No,diffusion_patch_05.png,110,0.3
attack_05,209530,000000209530.jpg,person,Yes,Yes,0.738445,0.771663,-0.033218,-4.498372,0.967325,0.912942,0.054382,19,19,0,Yes,No,diffusion_patch_05.png,51,0.3
attack_05,210915,000000210915.jpg,person,Yes,Yes,0.806661,0.817033,-0.010372,-1.285794,0.931242,0.923654,0.007588,2,3,1,Yes,No,diffusion_patch_05.png,54,0.3
