image_name,attack_id,target_class,gt_x1,gt_y1,gt_x2,gt_y2,clean_valid,patched_valid,clean_confidence,patched_confidence,confidence_drop,clean_iou,patched_iou,iou_drop,attack_success,clean_prediction_count,patched_prediction_count,clean_target_class,patched_target_class,inference_time_clean_ms,inference_time_patched_ms,both_valid,eligible,status
000000022755.jpg,attack_04,car,362.56,228.16,420.77,253.84,True,True,0.6606864333152771,0.6842446327209473,-0.023558199405670166,0.6833147586345718,0.9186621712781959,-0.23534741264362413,False,14,10,car,car,633.6693999983254,632.4825000046985,True,True,ok
000000023272.jpg,attack_04,car,0.0,0.08,499.46,371.06,True,True,0.47566860914230347,0.43279072642326355,0.04287788271903992,0.9904884182266568,0.9903234322366259,0.00016498599003089698,False,6,8,car,car,640.5079000032856,625.5176999984542,True,True,ok
000000025424.jpg,attack_04,person,129.97,243.92,315.89,640.0,True,True,0.7744291424751282,0.8028246760368347,-0.028395533561706543,0.9228641859323168,0.9273895861899932,-0.0045254002576764485,False,3,3,person,person,705.1457999987178,688.7864000018453,True,True,ok
000000025603.jpg,attack_04,person,322.87,109.78,640.0,414.35,True,True,0.7371575832366943,0.7299916744232178,0.0071659088134765625,0.9384707610823365,0.9496901782227268,-0.01121941714039032,False,42,45,person,person,626.9157999995514,633.6576000030618,True,True,ok
000000026204.jpg,attack_04,car,163.71,242.28,291.65,332.01,True,True,0.845538854598999,0.8404620289802551,0.0050768256187438965,0.9320043987616761,0.9378625484249734,-0.005858149663297341,False,21,23,car,car,696.5065999975195,698.2655000028899,True,True,ok
000000032334.jpg,attack_04,person,228.67,5.39,639.64,474.61,True,True,0.7598261833190918,0.7877806425094604,-0.027954459190368652,0.9591904302490661,0.9424326132900673,0.016757816958998806,False,21,22,person,person,634.3426000021282,637.1273000040674,True,True,ok
000000033005.jpg,attack_04,person,272.83,150.65,329.91999999999996,332.9,True,True,0.892777681350708,0.9031479358673096,-0.010370254516601562,0.9278273291876875,0.9371922823062356,-0.009364953118548125,False,4,3,person,person,706.8331000045873,708.8266999999178,True,True,ok
000000033221.jpg,attack_04,person,8.98,101.54,143.67999999999998,333.0,True,True,0.8428985476493835,0.8291822671890259,0.013716280460357666,0.8645559684588975,0.7643040026383882,0.10025196582050933,False,24,21,person,person,702.00130000012,702.5156999952742,True,True,ok
000000040083.jpg,attack_04,car,134.63,136.24,253.51,209.29000000000002,True,True,0.820628821849823,0.8031561970710754,0.01747262477874756,0.9484891683197539,0.9478658558703296,0.0006233124494243736,False,14,14,car,car,708.8008999999147,711.4648999995552,True,True,ok
000000043737.jpg,attack_04,car,111.23,416.09,192.35000000000002,454.09,True,True,0.6740649342536926,0.6576474905014038,0.01641744375228882,0.8267154743494777,0.8507845706386744,-0.024069096289196734,False,16,16,car,car,633.884400005627,623.1717000046046,True,True,ok
000000044590.jpg,attack_04,car,573.02,78.14,640.0,134.29,False,False,,,,,,,False,30,27,,,502.92329999501817,501.5597000019625,False,False,ok
000000046048.jpg,attack_04,person,407.11,137.84,502.92,273.03,True,True,0.564780056476593,0.5044242143630981,0.06035584211349487,0.9414207508792024,0.6663583223954918,0.27506242848371065,False,14,13,person,person,628.8382999991882,632.9426000011154,True,True,ok
000000050811.jpg,attack_04,person,72.22,66.09,466.01,491.22,True,True,0.9029957056045532,0.9136052131652832,-0.01060950756072998,0.9732204146588337,0.9782749608408184,-0.005054546181984754,False,11,9,person,person,505.6939999994938,504.7229999981937,True,True,ok
000000051610.jpg,attack_04,person,345.8,98.48,590.35,401.3,True,True,0.847015380859375,0.8560566902160645,-0.009041309356689453,0.9743878530830573,0.9725010063168387,0.0018868467662186417,False,7,9,person,person,700.2057999998215,701.7314999975497,True,True,ok
000000052412.jpg,attack_04,car,1.0,193.0,639.0,425.0,False,False,,,,,,,False,16,25,,,697.919300000649,707.0904999927734,False,False,ok
000000053529.jpg,attack_04,person,52.28,64.63,141.79000000000002,273.74,True,True,0.5295380353927612,0.4868997633457184,0.04263827204704285,0.8356498862851323,0.8399542572465782,-0.00430437096144598,False,6,5,person,person,708.3085999984178,705.3866000060225,True,True,ok
000000054967.jpg,attack_04,car,0.0,421.0,192.0,473.0,False,False,,,,,,,False,33,36,,,714.0523999987636,712.9877999977907,False,False,ok
000000055150.jpg,attack_04,car,435.57,0.8,640.0,393.29,True,True,0.2996063530445099,0.307740181684494,-0.00813382863998413,0.8931853312467718,0.8804407721326715,0.012744559114100329,False,25,26,car,car,709.2199999970035,711.4536999943084,True,True,ok
000000057150.jpg,attack_04,person,36.91,85.86,126.06,268.81,True,True,0.7648138999938965,0.7285891175270081,0.03622478246688843,0.93780561732579,0.9217107839868429,0.016094833338947123,False,29,28,person,person,622.9031999973813,621.424199998728,True,True,ok
000000058539.jpg,attack_04,car,415.26,136.57,640.0,418.15999999999997,True,True,0.4898446500301361,0.5234788656234741,-0.03363421559333801,0.9527011130691756,0.9568571299070927,-0.004156016837917109,False,17,18,car,car,709.4536000004155,701.4328000004753,True,True,ok
000000063154.jpg,attack_04,person,252.3,137.12,390.34000000000003,216.56,False,False,,,,,,,False,3,6,,,701.6235999981291,700.0142999968375,False,False,ok
000000064868.jpg,attack_04,person,9.83,8.82,296.27,331.65999999999997,True,True,0.7121921181678772,0.8538335561752319,-0.14164143800735474,0.8641569198671122,0.8716156312838854,-0.007458711416773234,False,5,8,person,person,631.4760999957798,627.6769999967655,True,True,ok
000000067213.jpg,attack_04,car,0.81,305.17,197.93,412.27,True,True,0.6313044428825378,0.5506636500358582,0.08064079284667969,0.9497376750084566,0.9603901962488071,-0.010652521240350432,False,27,25,car,car,629.5966999969096,616.4500000013504,True,True,ok
000000067310.jpg,attack_04,person,13.82,120.43,238.95999999999998,368.54,True,True,0.8926391005516052,0.8852587342262268,0.007380366325378418,0.8990286100487199,0.8906511676801374,0.00837744236858251,False,8,8,person,person,629.6653000026708,621.0428999984288,True,True,ok
000000069356.jpg,attack_04,person,74.56,110.83,179.63,489.28999999999996,True,True,0.9213846921920776,0.9200859665870667,0.0012987256050109863,0.9505176311583703,0.9566783678425317,-0.006160736684161394,False,43,38,person,person,597.9169999991427,595.9788000036497,True,True,ok
000000073702.jpg,attack_04,person,122.85,193.7,461.74,640.0,True,True,0.6877670884132385,0.37172365188598633,0.3160434365272522,0.7631382189851221,0.6772598181405651,0.085878400844557,False,6,8,person,person,645.1460999960545,646.2028000023565,True,True,ok
000000074058.jpg,attack_04,car,583.67,207.03,640.0,348.21000000000004,True,True,0.7184949517250061,0.7347009181976318,-0.016205966472625732,0.9307430138619049,0.9149577015462003,0.01578531231570468,False,36,37,car,car,691.9468000050983,699.6595000018715,True,True,ok
000000076416.jpg,attack_04,person,470.14,264.94,510.07,306.58,True,False,0.3128991425037384,,,0.6350295387140836,,,True,11,8,person,,629.0832000013324,627.6674000037019,False,True,ok
000000076417.jpg,attack_04,car,190.17,153.23,640.0,469.84000000000003,True,True,0.4969877302646637,0.39662283658981323,0.10036489367485046,0.967498633806669,0.9656442071748674,0.0018544266318015756,False,5,5,car,car,633.2002000053762,629.6169999986887,True,True,ok
000000076625.jpg,attack_04,person,518.9,341.68,573.77,479.5,True,True,0.8860676288604736,0.8646335601806641,0.02143406867980957,0.9175464633212878,0.9213634892295043,-0.0038170259082165314,False,21,24,person,person,624.8926000043866,627.3509999955422,True,True,ok
000000078823.jpg,attack_04,car,9.29,160.0,475.87,474.84,True,True,0.4383256435394287,0.3896646797657013,0.04866096377372742,0.943001180205304,0.9545556051214303,-0.011554424916126349,False,6,6,car,car,629.4992000039201,631.4901999940048,True,True,ok
000000079969.jpg,attack_04,person,1.0,0.0,425.0,389.0,False,False,,,,,,,False,33,32,,,709.6073000066099,711.2409999972442,False,False,ok
000000080340.jpg,attack_04,person,145.85,71.67,276.35,324.99,True,True,0.8085197806358337,0.8203556537628174,-0.011835873126983643,0.758770848385301,0.7603358855367087,-0.0015650371514077666,False,34,36,person,person,709.1460000010557,692.6339999990887,True,True,ok
000000080932.jpg,attack_04,person,64.83,141.38,365.52,462.76,True,True,0.8654816150665283,0.8733344674110413,-0.00785285234451294,0.980101163114417,0.9666894344419985,0.013411728672418466,False,21,21,person,person,625.3640000068117,629.6991999988677,True,True,ok
000000081738.jpg,attack_04,person,453.03,138.82,639.64,473.2,True,True,0.5856803059577942,0.6263933777809143,-0.04071307182312012,0.971140121213033,0.974815605421537,-0.003675484208504054,False,8,6,person,person,630.813700001454,638.978800001496,True,True,ok
000000084362.jpg,attack_04,person,374.29,142.38,474.61,263.19,True,True,0.624342679977417,0.5752105712890625,0.04913210868835449,0.9174635984227081,0.9091229455554873,0.008340652867220744,False,9,9,person,person,634.8465999981272,633.5497000036412,True,True,ok
000000085376.jpg,attack_04,car,38.16,320.95,193.22,375.58,True,True,0.7531008124351501,0.7574669122695923,-0.004366099834442139,0.8797349094779612,0.8696470327114046,0.010087876766556536,False,12,11,car,car,630.2170000053593,627.7631000048132,True,True,ok
000000085682.jpg,attack_04,person,107.0,203.0,572.0,394.0,False,False,,,,,,,False,30,26,,,694.4557000024361,697.0340000043507,False,False,ok
000000086582.jpg,attack_04,person,0.96,20.68,179.99,201.63,False,False,,,,,,,False,9,11,,,702.231600000232,691.1727000042447,False,False,ok
000000087144.jpg,attack_04,car,349.79,32.05,433.24,61.879999999999995,True,True,0.8031042814254761,0.8187075257301331,-0.015603244304656982,0.9253999406915294,0.9281342133481174,-0.0027342726565879882,False,9,9,car,car,633.7615999946138,629.5938999974169,True,True,ok
000000089078.jpg,attack_04,person,146.7,14.38,368.17999999999995,588.22,True,True,0.9062497019767761,0.9109060168266296,-0.004656314849853516,0.8682238265335076,0.8657091049603661,0.0025147215731414763,False,2,2,person,person,626.5024000022095,629.6666000052937,True,True,ok
000000089648.jpg,attack_04,person,28.29,197.56,243.04,363.88,True,True,0.7682958245277405,0.3711491525173187,0.39714667201042175,0.8999305631655233,0.8458988416150433,0.05403172155048008,False,49,51,person,person,698.8829000038095,696.9595000045956,True,True,ok
000000091406.jpg,attack_04,person,470.54,61.2,585.47,397.84,True,True,0.8178015947341919,0.8332797288894653,-0.015478134155273438,0.9633924928182204,0.9590697977306011,0.004322695087619288,False,54,54,person,person,709.0626999997767,711.7018999997526,True,True,ok
000000093154.jpg,attack_04,car,143.08,273.81,210.65,309.13,True,True,0.8364616632461548,0.8045191168785095,0.031942546367645264,0.9454294429398586,0.9776928287117821,-0.03226338577192345,False,27,26,car,car,706.9698999985121,701.2658000021474,True,True,ok
000000093261.jpg,attack_04,person,55.87,33.65,261.57,241.04,True,True,0.7621484398841858,0.807755172252655,-0.04560673236846924,0.9736947069909874,0.962303931526677,0.011390775464310332,False,5,5,person,person,633.2974999968428,627.0866000049864,True,True,ok
000000094751.jpg,attack_04,car,313.05,274.0,375.0,310.08,True,True,0.7347911596298218,0.6262128353118896,0.10857832431793213,0.9653687861586697,0.8800911532926696,0.0852776328660001,False,20,22,car,car,632.6720999932149,635.025500007032,True,True,ok
000000097679.jpg,attack_04,car,103.45,159.23,521.25,375.71,True,True,0.7993214130401611,0.7541883587837219,0.04513305425643921,0.8660387078401893,0.8618271396821254,0.004211568158063894,False,10,7,car,car,626.5445000026375,636.0461000003852,True,True,ok
000000097988.jpg,attack_04,person,1.0,227.0,600.0,448.0,False,False,,,,,,,False,34,31,,,480.6462999986252,475.50000000046566,False,False,ok
000000098392.jpg,attack_04,car,244.19,516.38,480.0,640.0,True,True,0.8213770389556885,0.8189703226089478,0.0024067163467407227,0.8784408547807946,0.9068189434693045,-0.028378088688509884,False,17,16,car,car,630.020999997214,630.641600000672,True,True,ok
000000099039.jpg,attack_04,person,524.32,109.73,637.84,336.76,True,True,0.4905799925327301,0.5124083161354065,-0.02182832360267639,0.8348722260141137,0.82755608397114,0.007316142042973706,False,19,18,person,person,630.0879000045825,624.9207000000752,True,True,ok
000000102411.jpg,attack_04,car,1.11,198.53,38.82,293.90999999999997,False,True,,0.36187759041786194,,,0.8591649098544346,,False,16,17,,car,692.6227000003564,694.7033000033116,False,False,ok
000000102805.jpg,attack_04,car,378.73,266.86,606.1700000000001,338.41,True,True,0.8862437605857849,0.8650646209716797,0.021179139614105225,0.9239049524157114,0.9398232153130347,-0.015918262897323343,False,17,15,car,car,703.483099998266,709.3306000024313,True,True,ok
000000104424.jpg,attack_04,person,146.23,163.21,264.61,541.41,True,True,0.8693617582321167,0.8687565326690674,0.0006052255630493164,0.9384573950234377,0.9380769175851698,0.00038047743826796765,False,3,3,person,person,709.7170000051847,706.8397000039113,True,True,ok
000000105923.jpg,attack_04,car,31.29,200.47,114.50999999999999,251.32999999999998,True,True,0.8668107390403748,0.8646479845046997,0.002162754535675049,0.9351573124385958,0.9392326663339645,-0.004075353895368727,False,26,22,car,car,637.91659999697,637.3775000029127,True,True,ok
000000107087.jpg,attack_04,car,0.92,168.27,637.29,422.64,True,True,0.29331374168395996,0.37680357694625854,-0.08348983526229858,0.5971367141244842,0.5967572010342993,0.0003795130901849131,False,3,4,car,car,703.037300001597,695.6626000028336,True,True,ok
000000108503.jpg,attack_04,person,7.0,204.0,584.0,269.0,False,False,,,,,,,False,16,11,,,702.7331999997841,700.7319000040297,False,False,ok
000000110042.jpg,attack_04,person,0.18,158.98,39.69,551.3199999999999,True,True,0.3830995261669159,0.406521737575531,-0.023422211408615112,0.8736297951376939,0.8841638120710743,-0.010534016933380408,False,15,15,person,person,713.4040999953868,712.815099999716,True,True,ok
000000110784.jpg,attack_04,person,185.64,271.55,234.31,382.6,True,True,0.8551067113876343,0.8526119589805603,0.0024947524070739746,0.5105658303491383,0.5498383355904536,-0.039272505241315314,False,4,7,person,person,685.6153999979142,692.54880000517,True,True,ok
000000118921.jpg,attack_04,person,308.81,132.1,472.64,358.27,True,True,0.930907130241394,0.9292554259300232,0.0016517043113708496,0.9698639938190275,0.9636945588983337,0.006169434920693884,False,2,2,person,person,691.5958000026876,700.3535999974702,True,True,ok
000000119516.jpg,attack_04,person,371.7,207.65,410.40999999999997,351.96000000000004,True,True,0.9118202924728394,0.8893747925758362,0.022445499897003174,0.938130116949295,0.9311713953839229,0.006958721565372139,False,17,11,person,person,700.4889000018011,699.7833000059472,True,True,ok
000000121031.jpg,attack_04,person,128.71,114.78,223.98000000000002,330.65,True,True,0.9084324836730957,0.9113315939903259,-0.0028991103172302246,0.947685903693296,0.9399621186680295,0.007723785025266494,False,10,10,person,person,664.7484999994049,661.2590000004275,True,True,ok
000000121506.jpg,attack_04,car,407.68,259.56,528.02,302.18,True,True,0.5127533674240112,0.48359414935112,0.029159218072891235,0.8467499003339047,0.7858152699391114,0.0609346303947933,False,16,15,car,car,473.1354999967152,472.4168000029749,True,True,ok
000000122962.jpg,attack_04,person,1.0,1.0,639.0,373.0,False,False,,,,,,,False,60,56,,,700.1302999997279,703.2460999980685,False,False,ok
000000123213.jpg,attack_04,person,91.64,84.2,329.89,349.94,True,True,0.8799301385879517,0.8027676343917847,0.07716250419616699,0.947380195580824,0.8624675140038227,0.08491268157700127,False,25,24,person,person,759.4422000038321,764.3316999965464,True,True,ok
000000124798.jpg,attack_04,car,574.77,311.69,640.0,425.88,True,True,0.7744524478912354,0.7607751488685608,0.01367729902267456,0.9407596186141609,0.9466912736922908,-0.005931655078129872,False,22,23,car,car,702.0606999940355,702.2993999999017,True,True,ok
000000125778.jpg,attack_04,car,95.77,137.9,177.88,219.19,False,False,,,,,,,False,17,17,,,630.2982999986853,629.8580000002403,False,False,ok
000000126592.jpg,attack_04,car,316.91,269.85,509.19000000000005,327.44000000000005,True,True,0.8564686179161072,0.8574201464653015,-0.0009515285491943359,0.8368826230376661,0.850660772184645,-0.013778149146978835,False,17,18,car,car,694.5326999993995,688.6458000008133,True,True,ok
000000127263.jpg,attack_04,car,501.43,106.88,640.0,174.39999999999998,True,False,0.4257297217845917,,,0.930956462624779,,,True,5,5,car,,697.9581999985385,694.3919000041205,False,True,ok
000000128372.jpg,attack_04,person,379.02,202.47,446.19,380.94,True,True,0.8895477652549744,0.8943353295326233,-0.004787564277648926,0.9313213142323414,0.9355673522054945,-0.0042460379731530384,False,22,20,person,person,703.4411999993608,707.210300002771,True,True,ok
000000128654.jpg,attack_04,person,70.76,31.07,478.06,376.23,True,True,0.9099311828613281,0.848450779914856,0.06148040294647217,0.9609928078794666,0.9679530442137875,-0.006960236334320857,False,2,2,person,person,625.6458999996539,616.074599995045,True,True,ok
000000130386.jpg,attack_04,car,171.7,436.86,226.37,468.41,True,True,0.7741584777832031,0.7505404353141785,0.023618042469024658,0.8529554631988873,0.8407005540084997,0.01225490919038752,False,37,31,car,car,625.553799996851,620.7657999984804,True,True,ok
000000133969.jpg,attack_04,person,57.0,111.0,442.0,319.0,False,False,,,,,,,False,24,26,,,699.2715000014869,695.9977000005892,False,False,ok
000000134886.jpg,attack_04,car,429.35,373.47,493.22,434.33000000000004,True,True,0.5481760501861572,0.5466570854187012,0.0015189647674560547,0.8638288163026439,0.8870430659130151,-0.023214249610371218,False,12,13,car,car,624.8379000026034,629.1673000014271,True,True,ok
000000137727.jpg,attack_04,car,582.84,194.84,615.34,223.83,False,False,,,,,,,False,34,28,,,727.89819999889,728.6772000006749,False,False,ok
000000138979.jpg,attack_04,car,312.4,174.06,640.0,420.5,True,True,0.7079118490219116,0.6860880255699158,0.02182382345199585,0.9157487808308945,0.9220785689193095,-0.006329788088415,False,11,11,car,car,702.7445999992779,700.6314999962342,True,True,ok
000000140203.jpg,attack_04,person,508.8,20.3,589.49,246.38000000000002,True,True,0.860393762588501,0.8287553191184998,0.03163844347000122,0.7490009292130028,0.7494642626223195,-0.00046333340931670186,False,16,14,person,person,627.3576000021421,631.6826000038418,True,True,ok
000000141671.jpg,attack_04,person,1.0,175.0,438.0,334.0,False,False,,,,,,,False,31,31,,,697.2982000006596,695.4750000004424,False,False,ok
000000142472.jpg,attack_04,car,203.35,372.65,334.45,435.60999999999996,True,True,0.8434162735939026,0.8396973609924316,0.0037189126014709473,0.9579268429281783,0.9577380842080575,0.0001887587201208074,False,13,13,car,car,635.6573000011849,633.1439999994473,True,True,ok
000000142585.jpg,attack_04,car,178.4,266.56,366.40999999999997,442.56,True,True,0.5067484974861145,0.5602565407752991,-0.05350804328918457,0.8916756027988656,0.9017106259040865,-0.010035023105220864,False,17,16,car,car,628.1115999954636,632.322400000703,True,True,ok
000000144333.jpg,attack_04,car,3.64,132.5,273.02,273.08000000000004,True,True,0.3787902593612671,0.4363095462322235,-0.05751928687095642,0.9610771951122771,0.9411472299127634,0.019929965199513622,False,13,10,car,car,701.2395999990986,706.0521999956109,True,True,ok
000000145020.jpg,attack_04,person,27.0,201.0,236.0,269.0,False,False,,,,,,,False,37,41,,,724.1241000010632,731.3665999972727,False,False,ok
000000145665.jpg,attack_04,person,1.43,278.39,198.03,542.42,True,True,0.7845433950424194,0.8327054381370544,-0.04816204309463501,0.9600200520885375,0.9604703487687276,-0.00045029668019014313,False,2,2,person,person,693.4043000001111,699.3136000019149,True,True,ok
000000146667.jpg,attack_04,car,105.53,0.43,238.45,54.3,False,False,,,,,,,False,37,36,,,556.2578000026406,562.2536999944714,False,False,ok
000000147415.jpg,attack_04,person,352.72,4.58,640.0,472.71999999999997,True,True,0.42685264348983765,0.4309972822666168,-0.004144638776779175,0.9699752406109567,0.9687132776270873,0.0012619629838694912,False,8,7,person,person,633.339199994225,637.6989999989746,True,True,ok
000000147740.jpg,attack_04,car,0.0,284.81,181.93,473.93,True,True,0.25409039855003357,0.3312569260597229,-0.07716652750968933,0.9186188118352233,0.9338999100462403,-0.015281098211016975,False,18,18,car,car,627.1664000014425,634.940000003553,True,True,ok
000000152771.jpg,attack_04,car,1.54,259.7,66.04,291.61,True,True,0.7189651727676392,0.5731222629547119,0.14584290981292725,0.9017122387408296,0.8411865244168965,0.060525714323933166,False,7,10,car,car,630.437300002086,634.8721000031219,True,True,ok
000000153011.jpg,attack_04,car,326.24,217.04,398.42,253.29,True,True,0.7673386335372925,0.630692720413208,0.13664591312408447,0.8996319248162973,0.9195175075686982,-0.019885582752400932,False,31,28,car,car,630.3769000005559,637.6020000025164,True,True,ok
000000153529.jpg,attack_04,person,280.45,38.83,427.15,579.6,True,True,0.8749452829360962,0.8790735006332397,-0.004128217697143555,0.9209712408668186,0.9155922386054254,0.0053790022613932065,False,23,24,person,person,633.1363999997848,629.5753000013065,True,True,ok
000000154425.jpg,attack_04,person,140.07,1.2,412.53,420.44,True,True,0.8856649398803711,0.8945437073707581,-0.008878767490386963,0.9592291677916238,0.9431031571699201,0.016126010621703712,False,2,2,person,person,710.3180999984033,703.5840999960783,True,True,ok
000000156071.jpg,attack_04,car,305.77,76.16,467.30999999999995,122.38,True,True,0.48833608627319336,0.45723944902420044,0.03109663724899292,0.5820002946753341,0.5272002793487705,0.054800015326563645,False,28,26,car,car,623.4033000000636,623.8244999985909,True,True,ok
000000157365.jpg,attack_04,car,1.53,193.05,125.48,376.47,True,True,0.728806734085083,0.6466044783592224,0.0822022557258606,0.875229396613208,0.8653690322824324,0.009860364330775528,False,11,10,car,car,698.6235999938799,701.991599999019,True,True,ok
000000157756.jpg,attack_04,car,6.19,441.46,79.1,487.74,True,True,0.43530645966529846,0.41482844948768616,0.020478010177612305,0.8932563826360548,0.8481823393546175,0.04507404328143727,False,28,31,car,car,625.9538000012981,635.1073999976506,True,True,ok
000000157928.jpg,attack_04,car,0.0,99.48,108.92,247.37,True,True,0.6188706159591675,0.5493519306182861,0.06951868534088135,0.9038581840504625,0.9062746870493388,-0.002416502998876302,False,16,15,car,car,626.5318000005209,629.6990999981062,True,True,ok
000000160012.jpg,attack_04,car,507.6,5.78,613.6800000000001,73.2,True,True,0.786115288734436,0.6892491579055786,0.09686613082885742,0.8167989525633643,0.795426722431401,0.02137223013196332,False,12,11,car,car,652.5781000018469,646.4387999949395,True,True,ok
000000161128.jpg,attack_04,car,0.0,391.1,49.79,438.42,True,True,0.7615814805030823,0.8016355633735657,-0.0400540828704834,0.9499878753002314,0.9464811874513974,0.0035066878488340114,False,17,14,car,car,624.189899994235,619.7590999945533,True,True,ok
000000162858.jpg,attack_04,car,50.42,345.2,208.19,477.17999999999995,True,True,0.8287767171859741,0.7968771457672119,0.03189957141876221,0.9402358913794612,0.9273987849415677,0.012837106437893486,False,22,23,car,car,695.2910999971209,692.4361999990651,True,True,ok
000000163314.jpg,attack_04,person,163.0,225.0,473.0,299.0,False,False,,,,,,,False,25,24,,,710.2277999947546,709.4981999980519,False,False,ok
000000165039.jpg,attack_04,car,382.92,161.85,566.58,239.89999999999998,True,True,0.8509873747825623,0.7443894147872925,0.10659795999526978,0.9196542899196003,0.9643796736189147,-0.04472538369931445,False,35,38,car,car,707.863499999803,696.6912999996566,True,True,ok
000000166664.jpg,attack_04,car,0.0,144.34,137.96,427.0,True,True,0.6415114402770996,0.632097601890564,0.009413838386535645,0.8064217035641565,0.8026892444194238,0.003732459144732747,False,2,3,car,car,695.7899000044563,703.2088999985717,True,True,ok
000000166747.jpg,attack_04,person,126.0,109.0,290.0,264.0,False,False,,,,,,,False,29,31,,,626.5840000050957,624.8309000002337,False,False,ok
000000166918.jpg,attack_04,person,396.41,286.46,480.0,439.5,True,True,0.6486092209815979,0.690494954586029,-0.04188573360443115,0.9011554746004005,0.8836557004196275,0.017499774180772976,False,90,89,person,person,623.9764999991166,630.6022999997367,True,True,ok
000000169996.jpg,attack_04,car,212.53,303.5,408.47,427.9,True,True,0.7849065065383911,0.6810029745101929,0.10390353202819824,0.9657472048994407,0.9581638052611983,0.007583399638242394,False,18,13,car,car,626.0456999953021,625.4072999945492,True,True,ok
000000171382.jpg,attack_04,car,0.0,175.45,275.42,277.41999999999996,True,True,0.6007354259490967,0.36844298243522644,0.23229244351387024,0.7838973693050099,0.8901407042279413,-0.10624333492293148,False,50,53,car,car,705.897299994831,698.9753000016208,True,True,ok
000000172330.jpg,attack_04,car,61.48,1.08,639.64,311.72999999999996,True,True,0.6489248871803284,0.6404075622558594,0.008517324924468994,0.973794302139801,0.9786412175771277,-0.004846915437326738,False,5,5,car,car,633.0193000030704,635.5872999993153,True,True,ok
000000173008.jpg,attack_04,person,242.7,66.95,508.03999999999996,474.68,True,True,0.8939899206161499,0.9067458510398865,-0.012755930423736572,0.9555610093043072,0.9591097473596298,-0.003548738055322631,False,11,13,person,person,625.9565999935148,629.6484999984386,True,True,ok
