attack_id,image_id,clean_filename,patched_filename,pair_verified,target_class,status
attack_05,177065,000000177065.jpg,000000177065.jpg,yes,person,verified
attack_05,180011,000000180011.jpg,000000180011.jpg,yes,person,verified
attack_05,180878,000000180878.jpg,000000180878.jpg,yes,car,verified
attack_05,181816,000000181816.jpg,000000181816.jpg,yes,car,verified
attack_05,183709,000000183709.jpg,000000183709.jpg,yes,car,verified
attack_05,184324,000000184324.jpg,000000184324.jpg,yes,car,verified
attack_05,186042,000000186042.jpg,000000186042.jpg,yes,person,verified
attack_05,186449,000000186449.jpg,000000186449.jpg,yes,person,verified
attack_05,187144,000000187144.jpg,000000187144.jpg,yes,person,verified
attack_05,187990,000000187990.jpg,000000187990.jpg,yes,person,verified
attack_05,188296,000000188296.jpg,000000188296.jpg,yes,car,verified
attack_05,191013,000000191013.jpg,000000191013.jpg,yes,car,verified
attack_05,192716,000000192716.jpg,000000192716.jpg,yes,car,verified
attack_05,193162,000000193162.jpg,000000193162.jpg,yes,person,verified
attack_05,193743,000000193743.jpg,000000193743.jpg,yes,person,verified
attack_05,196141,000000196141.jpg,000000196141.jpg,yes,car,verified
attack_05,198805,000000198805.jpg,000000198805.jpg,yes,car,verified
attack_05,206411,000000206411.jpg,000000206411.jpg,yes,person,verified
attack_05,208363,000000208363.jpg,000000208363.jpg,yes,person,verified
attack_05,209530,000000209530.jpg,000000209530.jpg,yes,person,verified
attack_05,210915,000000210915.jpg,000000210915.jpg,yes,person,verified
attack_05,211674,000000211674.jpg,000000211674.jpg,yes,person,verified
attack_05,213033,000000213033.jpg,000000213033.jpg,yes,person,verified
attack_05,213255,000000213255.jpg,000000213255.jpg,yes,car,verified
attack_05,213605,000000213605.jpg,000000213605.jpg,yes,car,verified
attack_05,214703,000000214703.jpg,000000214703.jpg,yes,person,verified
attack_05,215723,000000215723.jpg,000000215723.jpg,yes,car,verified
attack_05,216516,000000216516.jpg,000000216516.jpg,yes,person,verified
attack_05,222094,000000222094.jpg,000000222094.jpg,yes,car,verified
attack_05,223959,000000223959.jpg,000000223959.jpg,yes,person,verified
attack_05,224724,000000224724.jpg,000000224724.jpg,yes,car,verified
attack_05,226417,000000226417.jpg,000000226417.jpg,yes,car,verified
attack_05,228214,000000228214.jpg,000000228214.jpg,yes,person,verified
attack_05,228942,000000228942.jpg,000000228942.jpg,yes,car,verified
attack_05,231508,000000231508.jpg,000000231508.jpg,yes,car,verified
attack_05,232692,000000232692.jpg,000000232692.jpg,yes,person,verified
attack_05,236845,000000236845.jpg,000000236845.jpg,yes,car,verified
attack_05,242411,000000242411.jpg,000000242411.jpg,yes,car,verified
attack_05,245311,000000245311.jpg,000000245311.jpg,yes,person,verified
attack_05,245448,000000245448.jpg,000000245448.jpg,yes,person,verified
attack_05,246883,000000246883.jpg,000000246883.jpg,yes,person,verified
attack_05,254368,000000254368.jpg,000000254368.jpg,yes,person,verified
attack_05,259830,000000259830.jpg,000000259830.jpg,yes,person,verified
attack_05,260266,000000260266.jpg,000000260266.jpg,yes,car,verified
attack_05,261036,000000261036.jpg,000000261036.jpg,yes,person,verified
attack_05,261097,000000261097.jpg,000000261097.jpg,yes,person,verified
attack_05,263068,000000263068.jpg,000000263068.jpg,yes,person,verified
attack_05,263463,000000263463.jpg,000000263463.jpg,yes,car,verified
attack_05,265816,000000265816.jpg,000000265816.jpg,yes,person,verified
attack_05,269942,000000269942.jpg,000000269942.jpg,yes,car,verified
attack_05,270908,000000270908.jpg,000000270908.jpg,yes,person,verified
attack_05,273198,000000273198.jpg,000000273198.jpg,yes,car,verified
attack_05,273715,000000273715.jpg,000000273715.jpg,yes,person,verified
attack_05,274411,000000274411.jpg,000000274411.jpg,yes,car,verified
attack_05,275749,000000275749.jpg,000000275749.jpg,yes,person,verified
attack_05,276018,000000276018.jpg,000000276018.jpg,yes,person,verified
attack_05,276707,000000276707.jpg,000000276707.jpg,yes,car,verified
attack_05,276720,000000276720.jpg,000000276720.jpg,yes,car,verified
attack_05,277005,000000277005.jpg,000000277005.jpg,yes,car,verified
attack_05,278749,000000278749.jpg,000000278749.jpg,yes,car,verified
attack_05,279730,000000279730.jpg,000000279730.jpg,yes,person,verified
attack_05,280891,000000280891.jpg,000000280891.jpg,yes,person,verified
attack_05,284725,000000284725.jpg,000000284725.jpg,yes,car,verified
attack_05,287291,000000287291.jpg,000000287291.jpg,yes,car,verified
attack_05,289594,000000289594.jpg,000000289594.jpg,yes,car,verified
attack_05,289960,000000289960.jpg,000000289960.jpg,yes,person,verified
attack_05,293071,000000293071.jpg,000000293071.jpg,yes,car,verified
attack_05,293300,000000293300.jpg,000000293300.jpg,yes,person,verified
attack_05,295420,000000295420.jpg,000000295420.jpg,yes,car,verified
attack_05,295809,000000295809.jpg,000000295809.jpg,yes,car,verified
attack_05,296649,000000296649.jpg,000000296649.jpg,yes,car,verified
attack_05,297578,000000297578.jpg,000000297578.jpg,yes,car,verified
attack_05,299887,000000299887.jpg,000000299887.jpg,yes,person,verified
attack_05,301135,000000301135.jpg,000000301135.jpg,yes,car,verified
attack_05,301376,000000301376.jpg,000000301376.jpg,yes,car,verified
attack_05,303305,000000303305.jpg,000000303305.jpg,yes,car,verified
attack_05,309173,000000309173.jpg,000000309173.jpg,yes,person,verified
attack_05,309964,000000309964.jpg,000000309964.jpg,yes,car,verified
attack_05,310072,000000310072.jpg,000000310072.jpg,yes,car,verified
attack_05,311394,000000311394.jpg,000000311394.jpg,yes,person,verified
attack_05,311928,000000311928.jpg,000000311928.jpg,yes,person,verified
attack_05,313454,000000313454.jpg,000000313454.jpg,yes,person,verified
attack_05,315187,000000315187.jpg,000000315187.jpg,yes,car,verified
attack_05,315450,000000315450.jpg,000000315450.jpg,yes,car,verified
attack_05,315492,000000315492.jpg,000000315492.jpg,yes,person,verified
attack_05,318138,000000318138.jpg,000000318138.jpg,yes,person,verified
attack_05,319607,000000319607.jpg,000000319607.jpg,yes,car,verified
attack_05,320490,000000320490.jpg,000000320490.jpg,yes,person,verified
attack_05,322163,000000322163.jpg,000000322163.jpg,yes,person,verified
attack_05,323571,000000323571.jpg,000000323571.jpg,yes,car,verified
attack_05,324158,000000324158.jpg,000000324158.jpg,yes,car,verified
attack_05,325483,000000325483.jpg,000000325483.jpg,yes,person,verified
attack_05,326128,000000326128.jpg,000000326128.jpg,yes,person,verified
attack_05,326248,000000326248.jpg,000000326248.jpg,yes,person,verified
attack_05,326541,000000326541.jpg,000000326541.jpg,yes,car,verified
attack_05,326627,000000326627.jpg,000000326627.jpg,yes,car,verified
attack_05,332901,000000332901.jpg,000000332901.jpg,yes,person,verified
attack_05,334006,000000334006.jpg,000000334006.jpg,yes,car,verified
attack_05,336232,000000336232.jpg,000000336232.jpg,yes,car,verified
attack_05,337055,000000337055.jpg,000000337055.jpg,yes,person,verified
attack_05,338625,000000338625.jpg,000000338625.jpg,yes,car,verified
attack_05,338986,000000338986.jpg,000000338986.jpg,yes,car,verified
attack_05,340894,000000340894.jpg,000000340894.jpg,yes,person,verified
attack_05,341196,000000341196.jpg,000000341196.jpg,yes,person,verified
attack_05,343496,000000343496.jpg,000000343496.jpg,yes,car,verified
attack_05,344029,000000344029.jpg,000000344029.jpg,yes,car,verified
attack_05,344909,000000344909.jpg,000000344909.jpg,yes,car,verified
attack_05,346232,000000346232.jpg,000000346232.jpg,yes,car,verified
attack_05,346968,000000346968.jpg,000000346968.jpg,yes,person,verified
attack_05,349860,000000349860.jpg,000000349860.jpg,yes,car,verified
attack_05,351810,000000351810.jpg,000000351810.jpg,yes,person,verified
attack_05,352760,000000352760.jpg,000000352760.jpg,yes,person,verified
attack_05,354753,000000354753.jpg,000000354753.jpg,yes,car,verified
attack_05,354829,000000354829.jpg,000000354829.jpg,yes,car,verified
attack_05,356169,000000356169.jpg,000000356169.jpg,yes,car,verified
attack_05,357816,000000357816.jpg,000000357816.jpg,yes,car,verified
attack_05,360137,000000360137.jpg,000000360137.jpg,yes,person,verified
attack_05,361103,000000361103.jpg,000000361103.jpg,yes,person,verified
attack_05,361586,000000361586.jpg,000000361586.jpg,yes,person,verified
attack_05,363188,000000363188.jpg,000000363188.jpg,yes,car,verified
attack_05,363666,000000363666.jpg,000000363666.jpg,yes,person,verified
attack_05,365521,000000365521.jpg,000000365521.jpg,yes,person,verified
attack_05,365642,000000365642.jpg,000000365642.jpg,yes,car,verified
attack_05,368335,000000368335.jpg,000000368335.jpg,yes,car,verified
attack_05,369751,000000369751.jpg,000000369751.jpg,yes,car,verified
attack_05,372260,000000372260.jpg,000000372260.jpg,yes,car,verified
attack_05,374545,000000374545.jpg,000000374545.jpg,yes,person,verified
attack_05,375278,000000375278.jpg,000000375278.jpg,yes,person,verified
attack_05,376093,000000376093.jpg,000000376093.jpg,yes,person,verified
attack_05,379800,000000379800.jpg,000000379800.jpg,yes,car,verified
attack_05,382009,000000382009.jpg,000000382009.jpg,yes,person,verified
attack_05,383289,000000383289.jpg,000000383289.jpg,yes,car,verified
attack_05,384468,000000384468.jpg,000000384468.jpg,yes,car,verified
attack_05,386210,000000386210.jpg,000000386210.jpg,yes,car,verified
attack_05,389566,000000389566.jpg,000000389566.jpg,yes,car,verified
attack_05,389684,000000389684.jpg,000000389684.jpg,yes,person,verified
attack_05,390246,000000390246.jpg,000000390246.jpg,yes,person,verified
attack_05,390555,000000390555.jpg,000000390555.jpg,yes,person,verified
attack_05,393093,000000393093.jpg,000000393093.jpg,yes,car,verified
attack_05,394510,000000394510.jpg,000000394510.jpg,yes,car,verified
attack_05,395903,000000395903.jpg,000000395903.jpg,yes,person,verified
attack_05,396863,000000396863.jpg,000000396863.jpg,yes,person,verified
attack_05,401244,000000401244.jpg,000000401244.jpg,yes,person,verified
attack_05,407083,000000407083.jpg,000000407083.jpg,yes,car,verified
attack_05,407943,000000407943.jpg,000000407943.jpg,yes,person,verified
attack_05,410496,000000410496.jpg,000000410496.jpg,yes,person,verified
attack_05,410880,000000410880.jpg,000000410880.jpg,yes,car,verified
attack_05,412531,000000412531.jpg,000000412531.jpg,yes,car,verified
attack_05,414510,000000414510.jpg,000000414510.jpg,yes,person,verified
attack_05,416451,000000416451.jpg,000000416451.jpg,yes,person,verified
attack_05,419408,000000419408.jpg,000000419408.jpg,yes,car,verified
attack_05,421455,000000421455.jpg,000000421455.jpg,yes,car,verified
attack_05,422998,000000422998.jpg,000000422998.jpg,yes,person,verified
attack_05,423617,000000423617.jpg,000000423617.jpg,yes,car,verified
attack_05,424642,000000424642.jpg,000000424642.jpg,yes,person,verified
attack_05,425925,000000425925.jpg,000000425925.jpg,yes,car,verified
attack_05,426372,000000426372.jpg,000000426372.jpg,yes,car,verified
attack_05,427055,000000427055.jpg,000000427055.jpg,yes,car,verified
attack_05,427500,000000427500.jpg,000000427500.jpg,yes,car,verified
attack_05,427655,000000427655.jpg,000000427655.jpg,yes,car,verified
attack_05,427997,000000427997.jpg,000000427997.jpg,yes,person,verified
attack_05,428218,000000428218.jpg,000000428218.jpg,yes,person,verified
attack_05,430961,000000430961.jpg,000000430961.jpg,yes,person,verified
attack_05,432898,000000432898.jpg,000000432898.jpg,yes,person,verified
attack_05,436738,000000436738.jpg,000000436738.jpg,yes,car,verified
attack_05,438017,000000438017.jpg,000000438017.jpg,yes,car,verified
attack_05,438774,000000438774.jpg,000000438774.jpg,yes,person,verified
attack_05,441468,000000441468.jpg,000000441468.jpg,yes,car,verified
attack_05,441586,000000441586.jpg,000000441586.jpg,yes,person,verified
attack_05,442306,000000442306.jpg,000000442306.jpg,yes,person,verified
attack_05,443969,000000443969.jpg,000000443969.jpg,yes,person,verified
attack_05,445834,000000445834.jpg,000000445834.jpg,yes,person,verified
attack_05,448256,000000448256.jpg,000000448256.jpg,yes,person,verified
attack_05,449432,000000449432.jpg,000000449432.jpg,yes,person,verified
attack_05,450303,000000450303.jpg,000000450303.jpg,yes,person,verified
attack_05,453841,000000453841.jpg,000000453841.jpg,yes,car,verified
attack_05,454661,000000454661.jpg,000000454661.jpg,yes,car,verified
attack_05,454798,000000454798.jpg,000000454798.jpg,yes,person,verified
attack_05,455301,000000455301.jpg,000000455301.jpg,yes,person,verified
attack_05,456303,000000456303.jpg,000000456303.jpg,yes,person,verified
attack_05,456394,000000456394.jpg,000000456394.jpg,yes,car,verified
attack_05,456496,000000456496.jpg,000000456496.jpg,yes,person,verified
attack_05,458045,000000458045.jpg,000000458045.jpg,yes,person,verified
attack_05,458109,000000458109.jpg,000000458109.jpg,yes,person,verified
attack_05,458325,000000458325.jpg,000000458325.jpg,yes,car,verified
attack_05,458702,000000458702.jpg,000000458702.jpg,yes,car,verified
attack_05,460147,000000460147.jpg,000000460147.jpg,yes,car,verified
attack_05,460347,000000460347.jpg,000000460347.jpg,yes,car,verified
attack_05,463618,000000463618.jpg,000000463618.jpg,yes,person,verified
attack_05,463802,000000463802.jpg,000000463802.jpg,yes,person,verified
attack_05,464786,000000464786.jpg,000000464786.jpg,yes,person,verified
attack_05,464824,000000464824.jpg,000000464824.jpg,yes,car,verified
attack_05,465179,000000465179.jpg,000000465179.jpg,yes,person,verified
attack_05,465180,000000465180.jpg,000000465180.jpg,yes,person,verified
attack_05,466156,000000466156.jpg,000000466156.jpg,yes,car,verified
attack_05,474164,000000474164.jpg,000000474164.jpg,yes,car,verified
attack_05,475484,000000475484.jpg,000000475484.jpg,yes,car,verified
attack_05,476119,000000476119.jpg,000000476119.jpg,yes,car,verified
attack_05,477288,000000477288.jpg,000000477288.jpg,yes,person,verified
attack_05,478721,000000478721.jpg,000000478721.jpg,yes,car,verified
attack_05,480021,000000480021.jpg,000000480021.jpg,yes,car,verified
attack_05,480944,000000480944.jpg,000000480944.jpg,yes,car,verified
attack_05,481390,000000481390.jpg,000000481390.jpg,yes,person,verified
attack_05,482800,000000482800.jpg,000000482800.jpg,yes,person,verified
attack_05,482917,000000482917.jpg,000000482917.jpg,yes,person,verified
attack_05,484978,000000484978.jpg,000000484978.jpg,yes,person,verified
attack_05,485027,000000485027.jpg,000000485027.jpg,yes,person,verified
attack_05,485237,000000485237.jpg,000000485237.jpg,yes,car,verified
attack_05,489339,000000489339.jpg,000000489339.jpg,yes,person,verified
attack_05,490936,000000490936.jpg,000000490936.jpg,yes,car,verified
attack_05,492758,000000492758.jpg,000000492758.jpg,yes,person,verified
attack_05,495146,000000495146.jpg,000000495146.jpg,yes,car,verified
attack_05,498286,000000498286.jpg,000000498286.jpg,yes,car,verified
attack_05,498709,000000498709.jpg,000000498709.jpg,yes,car,verified
attack_05,498747,000000498747.jpg,000000498747.jpg,yes,person,verified
attack_05,500613,000000500613.jpg,000000500613.jpg,yes,car,verified
attack_05,502168,000000502168.jpg,000000502168.jpg,yes,person,verified
attack_05,504074,000000504074.jpg,000000504074.jpg,yes,person,verified
attack_05,504415,000000504415.jpg,000000504415.jpg,yes,car,verified
attack_05,505942,000000505942.jpg,000000505942.jpg,yes,car,verified
attack_05,506707,000000506707.jpg,000000506707.jpg,yes,car,verified
attack_05,508602,000000508602.jpg,000000508602.jpg,yes,car,verified
attack_05,513524,000000513524.jpg,000000513524.jpg,yes,person,verified
attack_05,514586,000000514586.jpg,000000514586.jpg,yes,car,verified
attack_05,515266,000000515266.jpg,000000515266.jpg,yes,car,verified
attack_05,516677,000000516677.jpg,000000516677.jpg,yes,person,verified
attack_05,518770,000000518770.jpg,000000518770.jpg,yes,person,verified
attack_05,520009,000000520009.jpg,000000520009.jpg,yes,car,verified
attack_05,520910,000000520910.jpg,000000520910.jpg,yes,person,verified
attack_05,521141,000000521141.jpg,000000521141.jpg,yes,car,verified
attack_05,521259,000000521259.jpg,000000521259.jpg,yes,car,verified
attack_05,521819,000000521819.jpg,000000521819.jpg,yes,car,verified
attack_05,521956,000000521956.jpg,000000521956.jpg,yes,person,verified
attack_05,523241,000000523241.jpg,000000523241.jpg,yes,car,verified
attack_05,523957,000000523957.jpg,000000523957.jpg,yes,person,verified
attack_05,524456,000000524456.jpg,000000524456.jpg,yes,person,verified
attack_05,524850,000000524850.jpg,000000524850.jpg,yes,person,verified
attack_05,525155,000000525155.jpg,000000525155.jpg,yes,person,verified
attack_05,527029,000000527029.jpg,000000527029.jpg,yes,person,verified
attack_05,527220,000000527220.jpg,000000527220.jpg,yes,car,verified
attack_05,528980,000000528980.jpg,000000528980.jpg,yes,car,verified
attack_05,530099,000000530099.jpg,000000530099.jpg,yes,car,verified
attack_05,532690,000000532690.jpg,000000532690.jpg,yes,person,verified
attack_05,534394,000000534394.jpg,000000534394.jpg,yes,car,verified
attack_05,537270,000000537270.jpg,000000537270.jpg,yes,person,verified
attack_05,537506,000000537506.jpg,000000537506.jpg,yes,car,verified
attack_05,541123,000000541123.jpg,000000541123.jpg,yes,person,verified
attack_05,542625,000000542625.jpg,000000542625.jpg,yes,car,verified
attack_05,549220,000000549220.jpg,000000549220.jpg,yes,person,verified
attack_05,550691,000000550691.jpg,000000550691.jpg,yes,car,verified
attack_05,551794,000000551794.jpg,000000551794.jpg,yes,person,verified
attack_05,553788,000000553788.jpg,000000553788.jpg,yes,person,verified
attack_05,555597,000000555597.jpg,000000555597.jpg,yes,car,verified
attack_05,557916,000000557916.jpg,000000557916.jpg,yes,person,verified
attack_05,559348,000000559348.jpg,000000559348.jpg,yes,person,verified
attack_05,561679,000000561679.jpg,000000561679.jpg,yes,car,verified
attack_05,561958,000000561958.jpg,000000561958.jpg,yes,person,verified
attack_05,562243,000000562243.jpg,000000562243.jpg,yes,person,verified
attack_05,565391,000000565391.jpg,000000565391.jpg,yes,car,verified
attack_05,565563,000000565563.jpg,000000565563.jpg,yes,car,verified
attack_05,566758,000000566758.jpg,000000566758.jpg,yes,car,verified
attack_05,566923,000000566923.jpg,000000566923.jpg,yes,person,verified
attack_05,567197,000000567197.jpg,000000567197.jpg,yes,car,verified
attack_05,567640,000000567640.jpg,000000567640.jpg,yes,car,verified
attack_05,567886,000000567886.jpg,000000567886.jpg,yes,person,verified
attack_05,568290,000000568290.jpg,000000568290.jpg,yes,car,verified
attack_05,568981,000000568981.jpg,000000568981.jpg,yes,person,verified
attack_05,575081,000000575081.jpg,000000575081.jpg,yes,person,verified
attack_05,575243,000000575243.jpg,000000575243.jpg,yes,car,verified
attack_05,577932,000000577932.jpg,000000577932.jpg,yes,car,verified
attack_05,579902,000000579902.jpg,000000579902.jpg,yes,car,verified
attack_05,581206,000000581206.jpg,000000581206.jpg,yes,person,verified
