attack_id,image_id,filename,target_class,clean_detected,attacked_detected,clean_confidence,attacked_confidence,confidence_drop,confidence_drop_percent,clean_iou,attacked_iou,iou_drop,clean_total_detections,attacked_total_detections,detection_count_change,eligible_for_asr,attack_success,patch_filename,patch_size_pixels,patch_scale
attack_04,118921,000000118921.jpg,person,Yes,Yes,0.924552,0.921686,0.002866,0.309988,0.980682,0.978338,0.002344,2,2,0,Yes,No,diffusion_patch_04.png,49,0.3
attack_04,119516,000000119516.jpg,person,Yes,Yes,0.855868,0.843897,0.011971,1.398697,0.941976,0.921542,0.020434,3,3,0,Yes,No,diffusion_patch_04.png,12,0.3
attack_04,121031,000000121031.jpg,person,Yes,Yes,0.886036,0.886519,-0.000483,-0.054512,0.935394,0.941648,-0.006254,9,7,-2,Yes,No,diffusion_patch_04.png,29,0.3
attack_04,121506,000000121506.jpg,car,Yes,Yes,0.491583,0.296692,0.194891,39.645594,0.620583,0.615814,0.004769,8,8,0,Yes,No,diffusion_patch_04.png,13,0.3
attack_04,122962,000000122962.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,29,27,-2,No,No,diffusion_patch_04.png,112,0.3
attack_04,123213,000000123213.jpg,person,Yes,Yes,0.950897,0.942575,0.008322,0.875174,0.950011,0.957678,-0.007667,13,14,1,Yes,No,diffusion_patch_04.png,71,0.3
attack_04,124798,000000124798.jpg,car,Yes,Yes,0.901325,0.903955,-0.002630,-0.291793,0.937069,0.938155,-0.001085,11,11,0,Yes,No,diffusion_patch_04.png,20,0.3
attack_04,125778,000000125778.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,6,7,1,No,No,diffusion_patch_04.png,24,0.3
attack_04,126592,000000126592.jpg,car,Yes,Yes,0.892763,0.881826,0.010937,1.225073,0.863973,0.862826,0.001147,12,12,0,Yes,No,diffusion_patch_04.png,17,0.3
attack_04,127263,000000127263.jpg,car,Yes,No,0.274510,0.000000,0.274510,100.000000,0.932958,0.000000,0.932958,4,3,-1,Yes,Yes,diffusion_patch_04.png,20,0.3
attack_04,128372,000000128372.jpg,person,Yes,Yes,0.913261,0.918532,-0.005271,-0.577162,0.955812,0.951707,0.004104,11,11,0,Yes,No,diffusion_patch_04.png,20,0.3
attack_04,128654,000000128654.jpg,person,Yes,Yes,0.914546,0.426317,0.488229,53.384849,0.921124,0.903389,0.017735,2,4,2,Yes,No,diffusion_patch_04.png,104,0.3
attack_04,130386,000000130386.jpg,car,Yes,Yes,0.759531,0.753448,0.006083,0.800889,0.914490,0.940465,-0.025975,7,6,-1,Yes,No,diffusion_patch_04.png,9,0.3
attack_04,133969,000000133969.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,17,12,-5,No,No,diffusion_patch_04.png,62,0.3
attack_04,134886,000000134886.jpg,car,Yes,Yes,0.511704,0.517757,-0.006053,-1.182910,0.944715,0.910397,0.034319,5,5,0,Yes,No,diffusion_patch_04.png,18,0.3
attack_04,137727,000000137727.jpg,car,Yes,Yes,0.430830,0.304677,0.126153,29.281387,0.779344,0.664172,0.115172,14,10,-4,Yes,No,diffusion_patch_04.png,9,0.3
attack_04,138979,000000138979.jpg,car,Yes,Yes,0.944402,0.780073,0.164329,17.400323,0.943422,0.943213,0.000210,6,6,0,Yes,No,diffusion_patch_04.png,74,0.3
attack_04,140203,000000140203.jpg,person,Yes,Yes,0.903211,0.902709,0.000502,0.055579,0.757284,0.764762,-0.007479,5,6,1,Yes,No,diffusion_patch_04.png,24,0.3
attack_04,141671,000000141671.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,9,9,0,No,No,diffusion_patch_04.png,48,0.3
attack_04,142472,000000142472.jpg,car,Yes,Yes,0.914180,0.907991,0.006189,0.677000,0.955854,0.964728,-0.008873,9,9,0,Yes,No,diffusion_patch_04.png,19,0.3
attack_04,142585,000000142585.jpg,car,Yes,Yes,0.791255,0.844959,-0.053704,-6.787192,0.944549,0.936576,0.007973,13,13,0,Yes,No,diffusion_patch_04.png,53,0.3
attack_04,144333,000000144333.jpg,car,Yes,Yes,0.635287,0.721017,-0.085730,-13.494688,0.820172,0.824033,-0.003862,6,6,0,Yes,No,diffusion_patch_04.png,42,0.3
attack_04,145020,000000145020.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,17,15,-2,No,No,diffusion_patch_04.png,20,0.3
attack_04,145665,000000145665.jpg,person,Yes,Yes,0.932756,0.912093,0.020663,2.215263,0.946268,0.941038,0.005230,2,2,0,Yes,No,diffusion_patch_04.png,59,0.3
attack_04,146667,000000146667.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,24,22,-2,No,No,diffusion_patch_04.png,16,0.3
attack_04,147415,000000147415.jpg,person,Yes,Yes,0.696741,0.684081,0.012660,1.817031,0.874093,0.970364,-0.096271,4,4,0,Yes,No,diffusion_patch_04.png,86,0.3
attack_04,147740,000000147740.jpg,car,Yes,Yes,0.766373,0.731384,0.034989,4.565531,0.961217,0.962031,-0.000813,11,11,0,Yes,No,diffusion_patch_04.png,55,0.3
attack_04,152771,000000152771.jpg,car,Yes,Yes,0.716489,0.399447,0.317042,44.249388,0.905945,0.748749,0.157196,5,4,-1,Yes,No,diffusion_patch_04.png,10,0.3
attack_04,153011,000000153011.jpg,car,Yes,Yes,0.633151,0.437531,0.195620,30.896263,0.781074,0.965224,-0.184150,15,17,2,Yes,No,diffusion_patch_04.png,11,0.3
attack_04,153529,000000153529.jpg,person,Yes,Yes,0.838645,0.849603,-0.010958,-1.306632,0.864124,0.880109,-0.015985,14,12,-2,Yes,No,diffusion_patch_04.png,44,0.3
attack_04,154425,000000154425.jpg,person,Yes,Yes,0.950408,0.937315,0.013093,1.377619,0.938397,0.937673,0.000724,2,2,0,Yes,No,diffusion_patch_04.png,82,0.3
attack_04,156071,000000156071.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,10,10,0,No,No,diffusion_patch_04.png,14,0.3
attack_04,157365,000000157365.jpg,car,Yes,Yes,0.906913,0.894210,0.012703,1.400686,0.926850,0.939277,-0.012427,8,8,0,Yes,No,diffusion_patch_04.png,37,0.3
attack_04,157756,000000157756.jpg,car,Yes,Yes,0.309667,0.381239,-0.071572,-23.112569,0.605200,0.682737,-0.077536,18,16,-2,Yes,No,diffusion_patch_04.png,14,0.3
attack_04,157928,000000157928.jpg,car,Yes,Yes,0.790102,0.772071,0.018031,2.282110,0.940968,0.940513,0.000455,6,6,0,Yes,No,diffusion_patch_04.png,33,0.3
attack_04,160012,000000160012.jpg,car,Yes,Yes,0.748197,0.280018,0.468179,62.574295,0.830353,0.806100,0.024253,6,6,0,Yes,No,diffusion_patch_04.png,20,0.3
attack_04,161128,000000161128.jpg,car,Yes,Yes,0.876743,0.873477,0.003266,0.372515,0.949840,0.943728,0.006112,10,8,-2,Yes,No,diffusion_patch_04.png,14,0.3
attack_04,162858,000000162858.jpg,car,Yes,Yes,0.881264,0.889465,-0.008201,-0.930595,0.947608,0.952374,-0.004766,14,14,0,Yes,No,diffusion_patch_04.png,40,0.3
attack_04,163314,000000163314.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,13,13,0,No,No,diffusion_patch_04.png,22,0.3
attack_04,165039,000000165039.jpg,car,Yes,Yes,0.871108,0.859544,0.011564,1.327505,0.971736,0.966598,0.005138,16,15,-1,Yes,No,diffusion_patch_04.png,23,0.3
attack_04,166664,000000166664.jpg,car,Yes,Yes,0.904261,0.877887,0.026374,2.916636,0.967642,0.968388,-0.000746,2,2,0,Yes,No,diffusion_patch_04.png,41,0.3
attack_04,166747,000000166747.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,14,13,-1,No,No,diffusion_patch_04.png,46,0.3
attack_04,166918,000000166918.jpg,person,Yes,Yes,0.837085,0.833422,0.003663,0.437590,0.970647,0.956720,0.013927,29,31,2,Yes,No,diffusion_patch_04.png,25,0.3
attack_04,169996,000000169996.jpg,car,Yes,Yes,0.828248,0.842143,-0.013895,-1.677638,0.982378,0.985903,-0.003526,12,11,-1,Yes,No,diffusion_patch_04.png,37,0.3
attack_04,171382,000000171382.jpg,car,Yes,Yes,0.432245,0.360664,0.071581,16.560284,0.955769,0.943200,0.012569,28,26,-2,Yes,No,diffusion_patch_04.png,31,0.3
attack_04,172330,000000172330.jpg,car,Yes,Yes,0.870233,0.828247,0.041986,4.824685,0.927423,0.918473,0.008950,5,4,-1,Yes,No,diffusion_patch_04.png,93,0.3
attack_04,173008,000000173008.jpg,person,Yes,Yes,0.921205,0.926740,-0.005535,-0.600843,0.961744,0.962810,-0.001066,3,3,0,Yes,No,diffusion_patch_04.png,80,0.3
attack_04,176606,000000176606.jpg,car,Yes,Yes,0.589564,0.663856,-0.074292,-12.601176,0.959317,0.955260,0.004056,2,2,0,Yes,No,diffusion_patch_04.png,16,0.3
attack_04,177357,000000177357.jpg,person,Yes,Yes,0.862685,0.824482,0.038203,4.428383,0.727797,0.738107,-0.010311,2,2,0,Yes,No,diffusion_patch_04.png,34,0.3
attack_04,177861,000000177861.jpg,car,Yes,Yes,0.865097,0.841743,0.023354,2.699582,0.937571,0.943164,-0.005593,12,9,-3,Yes,No,diffusion_patch_04.png,10,0.3
attack_04,177893,000000177893.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,2,3,1,No,No,diffusion_patch_04.png,7,0.3
attack_04,179112,000000179112.jpg,person,Yes,Yes,0.911808,0.772264,0.139544,15.304099,0.948506,0.946701,0.001805,2,2,0,Yes,No,diffusion_patch_04.png,100,0.3
attack_04,179265,000000179265.jpg,car,Yes,Yes,0.856919,0.837702,0.019217,2.242569,0.932990,0.930702,0.002288,5,5,0,Yes,No,diffusion_patch_04.png,8,0.3
attack_04,180383,000000180383.jpg,person,Yes,Yes,0.707419,0.659820,0.047599,6.728544,0.933923,0.945542,-0.011619,5,5,0,Yes,No,diffusion_patch_04.png,24,0.3
attack_04,180487,000000180487.jpg,person,Yes,Yes,0.939773,0.936950,0.002823,0.300392,0.878329,0.879312,-0.000983,6,6,0,Yes,No,diffusion_patch_04.png,92,0.3
attack_04,180878,000000180878.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,3,3,0,No,No,diffusion_patch_04.png,30,0.3
attack_04,181542,000000181542.jpg,car,Yes,Yes,0.861986,0.864018,-0.002032,-0.235735,0.931872,0.900934,0.030938,19,19,0,Yes,No,diffusion_patch_04.png,22,0.3
attack_04,182441,000000182441.jpg,person,Yes,Yes,0.875854,0.866075,0.009779,1.116510,0.933910,0.930305,0.003605,14,16,2,Yes,No,diffusion_patch_04.png,10,0.3
attack_04,183648,000000183648.jpg,person,Yes,Yes,0.929662,0.924747,0.004915,0.528687,0.955146,0.957951,-0.002805,5,4,-1,Yes,No,diffusion_patch_04.png,52,0.3
attack_04,188296,000000188296.jpg,car,Yes,Yes,0.524643,0.340706,0.183937,35.059459,0.935029,0.933756,0.001273,8,9,1,Yes,No,diffusion_patch_04.png,30,0.3
attack_04,190140,000000190140.jpg,person,Yes,Yes,0.852348,0.827300,0.025048,2.938706,0.846064,0.843297,0.002767,3,3,0,Yes,No,diffusion_patch_04.png,41,0.3
attack_04,191013,000000191013.jpg,car,Yes,Yes,0.858425,0.829083,0.029342,3.418120,0.964630,0.965525,-0.000895,7,5,-2,Yes,No,diffusion_patch_04.png,27,0.3
attack_04,192670,000000192670.jpg,car,Yes,Yes,0.426263,0.625328,-0.199065,-46.700042,0.909455,0.874320,0.035134,13,11,-2,Yes,No,diffusion_patch_04.png,25,0.3
attack_04,192716,000000192716.jpg,car,Yes,Yes,0.900262,0.875112,0.025150,2.793631,0.966908,0.970647,-0.003739,4,5,1,Yes,No,diffusion_patch_04.png,13,0.3
attack_04,193348,000000193348.jpg,person,Yes,Yes,0.933347,0.853716,0.079631,8.531768,0.961806,0.980162,-0.018356,2,2,0,Yes,No,diffusion_patch_04.png,128,0.3
attack_04,194716,000000194716.jpg,car,Yes,Yes,0.400783,0.342333,0.058450,14.583952,0.700882,0.685321,0.015562,5,5,0,Yes,No,diffusion_patch_04.png,9,0.3
attack_04,196141,000000196141.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,11,9,-2,No,No,diffusion_patch_04.png,19,0.3
attack_04,198510,000000198510.jpg,person,Yes,Yes,0.876510,0.804637,0.071873,8.199906,0.588106,0.575539,0.012567,2,2,0,Yes,No,diffusion_patch_04.png,69,0.3
attack_04,203864,000000203864.jpg,person,Yes,Yes,0.942922,0.941758,0.001164,0.123446,0.932156,0.932748,-0.000592,4,4,0,Yes,No,diffusion_patch_04.png,54,0.3
attack_04,204871,000000204871.jpg,car,Yes,Yes,0.689206,0.660586,0.028620,4.152605,0.852127,0.847648,0.004478,8,7,-1,Yes,No,diffusion_patch_04.png,24,0.3
attack_04,208423,000000208423.jpg,car,Yes,Yes,0.884009,0.864355,0.019654,2.223281,0.935903,0.942454,-0.006551,16,15,-1,Yes,No,diffusion_patch_04.png,13,0.3
attack_04,210032,000000210032.jpg,person,Yes,Yes,0.778695,0.757761,0.020934,2.688344,0.788828,0.794786,-0.005958,7,6,-1,Yes,No,diffusion_patch_04.png,25,0.3
attack_04,210273,000000210273.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,31,31,0,No,No,diffusion_patch_04.png,78,0.3
attack_04,213593,000000213593.jpg,car,Yes,Yes,0.755443,0.576951,0.178492,23.627461,0.919355,0.911723,0.007632,12,13,1,Yes,No,diffusion_patch_04.png,15,0.3
attack_04,215072,000000215072.jpg,person,Yes,Yes,0.577187,0.706576,-0.129389,-22.417172,0.845816,0.863718,-0.017902,9,9,0,Yes,No,diffusion_patch_04.png,39,0.3
attack_04,220732,000000220732.jpg,car,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,5,5,0,No,No,diffusion_patch_04.png,13,0.3
attack_04,222094,000000222094.jpg,car,No,Yes,0.000000,0.318646,-0.318646,,0.000000,0.576137,-0.576137,10,12,2,No,No,diffusion_patch_04.png,8,0.3
attack_04,222458,000000222458.jpg,person,Yes,Yes,0.826653,0.820147,0.006506,0.787029,0.943449,0.921198,0.022250,12,11,-1,Yes,No,diffusion_patch_04.png,10,0.3
attack_04,222735,000000222735.jpg,person,No,No,0.000000,0.000000,0.000000,,0.000000,0.000000,0.000000,3,3,0,No,No,diffusion_patch_04.png,35,0.3
