attack_id,image_id,clean_filename,patched_filename,pair_verified,target_class,clean_wh,patched_wh,status,reason
attack_03,176606,000000176606.jpg,000000176606.jpg,yes,car,640x480,640x480,verified,
attack_03,177934,000000177934.jpg,000000177934.jpg,yes,car,640x480,640x480,verified,
attack_03,179141,000000179141.jpg,000000179141.jpg,yes,person,640x480,640x480,verified,
attack_03,179174,000000179174.jpg,000000179174.jpg,yes,person,428x640,428x640,verified,
attack_03,183709,000000183709.jpg,000000183709.jpg,yes,person,480x640,480x640,verified,
attack_03,184324,000000184324.jpg,000000184324.jpg,yes,car,640x425,640x425,verified,
attack_03,184611,000000184611.jpg,000000184611.jpg,yes,person,640x480,640x480,verified,
attack_03,188296,000000188296.jpg,000000188296.jpg,yes,car,640x609,640x609,verified,
attack_03,190923,000000190923.jpg,000000190923.jpg,yes,person,375x500,375x500,verified,
attack_03,191288,000000191288.jpg,000000191288.jpg,yes,person,600x400,600x400,verified,
attack_03,192716,000000192716.jpg,000000192716.jpg,yes,car,518x640,518x640,verified,
attack_03,196141,000000196141.jpg,000000196141.jpg,yes,car,640x429,640x429,verified,
attack_03,196759,000000196759.jpg,000000196759.jpg,yes,car,640x480,640x480,verified,
attack_03,197658,000000197658.jpg,000000197658.jpg,yes,person,582x640,582x640,verified,
attack_03,199236,000000199236.jpg,000000199236.jpg,yes,person,640x424,640x424,verified,
attack_03,200421,000000200421.jpg,000000200421.jpg,yes,person,640x480,640x480,verified,
attack_03,201934,000000201934.jpg,000000201934.jpg,yes,car,500x375,500x375,verified,
attack_03,206579,000000206579.jpg,000000206579.jpg,yes,person,640x480,640x480,verified,
attack_03,210273,000000210273.jpg,000000210273.jpg,yes,car,640x428,640x428,verified,
attack_03,212573,000000212573.jpg,000000212573.jpg,yes,car,640x559,640x559,verified,
attack_03,213547,000000213547.jpg,000000213547.jpg,yes,person,480x640,480x640,verified,
attack_03,213593,000000213593.jpg,000000213593.jpg,yes,car,640x426,640x426,verified,
attack_03,213605,000000213605.jpg,000000213605.jpg,yes,car,480x640,480x640,verified,
attack_03,214200,000000214200.jpg,000000214200.jpg,yes,car,427x640,427x640,verified,
attack_03,215723,000000215723.jpg,000000215723.jpg,yes,person,640x480,640x480,verified,
attack_03,222094,000000222094.jpg,000000222094.jpg,yes,car,500x375,500x375,verified,
attack_03,223747,000000223747.jpg,000000223747.jpg,yes,person,500x370,500x370,verified,
attack_03,224222,000000224222.jpg,000000224222.jpg,yes,person,640x426,640x426,verified,
attack_03,226662,000000226662.jpg,000000226662.jpg,yes,person,640x453,640x453,verified,
attack_03,227898,000000227898.jpg,000000227898.jpg,yes,car,640x424,640x424,verified,
attack_03,229358,000000229358.jpg,000000229358.jpg,yes,person,640x423,640x423,verified,
attack_03,230008,000000230008.jpg,000000230008.jpg,yes,car,640x360,640x360,verified,
attack_03,236845,000000236845.jpg,000000236845.jpg,yes,car,495x640,495x640,verified,
attack_03,242678,000000242678.jpg,000000242678.jpg,yes,person,640x481,640x481,verified,
attack_03,245026,000000245026.jpg,000000245026.jpg,yes,person,640x424,640x424,verified,
attack_03,245320,000000245320.jpg,000000245320.jpg,yes,car,424x640,424x640,verified,
attack_03,253742,000000253742.jpg,000000253742.jpg,yes,person,640x480,640x480,verified,
attack_03,254516,000000254516.jpg,000000254516.jpg,yes,person,640x427,640x427,verified,
attack_03,257370,000000257370.jpg,000000257370.jpg,yes,person,640x480,640x480,verified,
attack_03,258883,000000258883.jpg,000000258883.jpg,yes,person,426x640,426x640,verified,
attack_03,259690,000000259690.jpg,000000259690.jpg,yes,car,640x480,640x480,verified,
attack_03,260266,000000260266.jpg,000000260266.jpg,yes,car,479x640,479x640,verified,
attack_03,260925,000000260925.jpg,000000260925.jpg,yes,car,640x480,640x480,verified,
attack_03,262487,000000262487.jpg,000000262487.jpg,yes,person,640x480,640x480,verified,
attack_03,266981,000000266981.jpg,000000266981.jpg,yes,car,426x640,426x640,verified,
attack_03,268378,000000268378.jpg,000000268378.jpg,yes,person,640x359,640x359,verified,
attack_03,269316,000000269316.jpg,000000269316.jpg,yes,person,640x428,640x428,verified,
attack_03,273198,000000273198.jpg,000000273198.jpg,yes,car,500x375,500x375,verified,
attack_03,273711,000000273711.jpg,000000273711.jpg,yes,person,640x480,640x480,verified,
attack_03,275058,000000275058.jpg,000000275058.jpg,yes,person,427x640,427x640,verified,
attack_03,276707,000000276707.jpg,000000276707.jpg,yes,car,640x480,640x480,verified,
attack_03,281754,000000281754.jpg,000000281754.jpg,yes,person,419x640,419x640,verified,
attack_03,281929,000000281929.jpg,000000281929.jpg,yes,person,640x504,640x504,verified,
attack_03,283037,000000283037.jpg,000000283037.jpg,yes,car,427x640,427x640,verified,
attack_03,283038,000000283038.jpg,000000283038.jpg,yes,car,500x281,500x281,verified,
attack_03,284991,000000284991.jpg,000000284991.jpg,yes,person,640x428,640x428,verified,
attack_03,291634,000000291634.jpg,000000291634.jpg,yes,person,433x640,433x640,verified,
attack_03,292997,000000292997.jpg,000000292997.jpg,yes,car,640x480,640x480,verified,
attack_03,294831,000000294831.jpg,000000294831.jpg,yes,person,640x361,640x361,verified,
attack_03,296224,000000296224.jpg,000000296224.jpg,yes,car,640x480,640x480,verified,
attack_03,296649,000000296649.jpg,000000296649.jpg,yes,car,640x427,640x427,verified,
attack_03,297084,000000297084.jpg,000000297084.jpg,yes,person,612x612,612x612,verified,
attack_03,297595,000000297595.jpg,000000297595.jpg,yes,person,640x427,640x427,verified,
attack_03,300341,000000300341.jpg,000000300341.jpg,yes,person,640x427,640x427,verified,
attack_03,301421,000000301421.jpg,000000301421.jpg,yes,car,640x427,640x427,verified,
attack_03,301718,000000301718.jpg,000000301718.jpg,yes,person,480x640,480x640,verified,
attack_03,302990,000000302990.jpg,000000302990.jpg,yes,person,640x427,640x427,verified,
attack_03,303305,000000303305.jpg,000000303305.jpg,yes,car,640x480,640x480,verified,
attack_03,303566,000000303566.jpg,000000303566.jpg,yes,car,640x426,640x426,verified,
attack_03,304812,000000304812.jpg,000000304812.jpg,yes,person,428x640,428x640,verified,
attack_03,305609,000000305609.jpg,000000305609.jpg,yes,person,612x612,612x612,verified,
attack_03,309391,000000309391.jpg,000000309391.jpg,yes,car,640x384,640x384,verified,
attack_03,311002,000000311002.jpg,000000311002.jpg,yes,person,640x427,640x427,verified,
attack_03,319184,000000319184.jpg,000000319184.jpg,yes,person,500x294,500x294,verified,
attack_03,319369,000000319369.jpg,000000319369.jpg,yes,car,640x432,640x432,verified,
attack_03,321790,000000321790.jpg,000000321790.jpg,yes,person,640x427,640x427,verified,
attack_03,323571,000000323571.jpg,000000323571.jpg,yes,car,478x640,478x640,verified,
attack_03,325031,000000325031.jpg,000000325031.jpg,yes,person,640x608,640x608,verified,
attack_03,326541,000000326541.jpg,000000326541.jpg,yes,car,640x360,640x360,verified,
attack_03,334371,000000334371.jpg,000000334371.jpg,yes,car,640x419,640x419,verified,
attack_03,334555,000000334555.jpg,000000334555.jpg,yes,car,640x426,640x426,verified,
attack_03,338560,000000338560.jpg,000000338560.jpg,yes,car,480x640,480x640,verified,
attack_03,338625,000000338625.jpg,000000338625.jpg,yes,car,640x480,640x480,verified,
attack_03,338986,000000338986.jpg,000000338986.jpg,yes,car,403x640,403x640,verified,
attack_03,343453,000000343453.jpg,000000343453.jpg,yes,person,640x480,640x480,verified,
attack_03,344909,000000344909.jpg,000000344909.jpg,yes,car,480x640,480x640,verified,
attack_03,345361,000000345361.jpg,000000345361.jpg,yes,car,500x358,500x358,verified,
attack_03,350122,000000350122.jpg,000000350122.jpg,yes,person,640x480,640x480,verified,
attack_03,353027,000000353027.jpg,000000353027.jpg,yes,person,640x424,640x424,verified,
attack_03,354829,000000354829.jpg,000000354829.jpg,yes,car,500x375,500x375,verified,
attack_03,355257,000000355257.jpg,000000355257.jpg,yes,person,640x427,640x427,verified,
attack_03,359540,000000359540.jpg,000000359540.jpg,yes,person,640x427,640x427,verified,
attack_03,361506,000000361506.jpg,000000361506.jpg,yes,car,640x480,640x480,verified,
attack_03,363188,000000363188.jpg,000000363188.jpg,yes,car,640x425,640x425,verified,
attack_03,365642,000000365642.jpg,000000365642.jpg,yes,car,426x640,426x640,verified,
attack_03,367680,000000367680.jpg,000000367680.jpg,yes,person,450x338,450x338,verified,
attack_03,369812,000000369812.jpg,000000369812.jpg,yes,car,640x637,640x637,verified,
attack_03,370208,000000370208.jpg,000000370208.jpg,yes,person,500x375,500x375,verified,
attack_03,370270,000000370270.jpg,000000370270.jpg,yes,person,480x640,480x640,verified,
attack_03,372577,000000372577.jpg,000000372577.jpg,yes,person,480x640,480x640,verified,
attack_03,374982,000000374982.jpg,000000374982.jpg,yes,person,375x500,375x500,verified,
attack_03,376625,000000376625.jpg,000000376625.jpg,yes,person,640x427,640x427,verified,
attack_03,377946,000000377946.jpg,000000377946.jpg,yes,car,640x426,640x426,verified,
attack_03,380706,000000380706.jpg,000000380706.jpg,yes,person,640x426,640x426,verified,
attack_03,389566,000000389566.jpg,000000389566.jpg,yes,car,640x427,640x427,verified,
attack_03,392722,000000392722.jpg,000000392722.jpg,yes,car,640x423,640x423,verified,
attack_03,393093,000000393093.jpg,000000393093.jpg,yes,car,640x424,640x424,verified,
attack_03,393226,000000393226.jpg,000000393226.jpg,yes,car,640x480,640x480,verified,
attack_03,396338,000000396338.jpg,000000396338.jpg,yes,car,640x427,640x427,verified,
attack_03,397351,000000397351.jpg,000000397351.jpg,yes,car,640x426,640x426,verified,
attack_03,398742,000000398742.jpg,000000398742.jpg,yes,person,427x640,427x640,verified,
attack_03,400367,000000400367.jpg,000000400367.jpg,yes,car,500x333,500x333,verified,
attack_03,403565,000000403565.jpg,000000403565.jpg,yes,person,447x640,447x640,verified,
attack_03,404923,000000404923.jpg,000000404923.jpg,yes,person,640x480,640x480,verified,
attack_03,407083,000000407083.jpg,000000407083.jpg,yes,car,480x640,480x640,verified,
attack_03,407868,000000407868.jpg,000000407868.jpg,yes,person,640x480,640x480,verified,
attack_03,412286,000000412286.jpg,000000412286.jpg,yes,person,333x500,333x500,verified,
attack_03,413689,000000413689.jpg,000000413689.jpg,yes,car,640x426,640x426,verified,
attack_03,414385,000000414385.jpg,000000414385.jpg,yes,car,640x480,640x480,verified,
attack_03,415727,000000415727.jpg,000000415727.jpg,yes,person,640x480,640x480,verified,
attack_03,416885,000000416885.jpg,000000416885.jpg,yes,car,500x375,500x375,verified,
attack_03,417249,000000417249.jpg,000000417249.jpg,yes,person,480x640,480x640,verified,
attack_03,417779,000000417779.jpg,000000417779.jpg,yes,car,640x480,640x480,verified,
attack_03,419408,000000419408.jpg,000000419408.jpg,yes,car,640x429,640x429,verified,
attack_03,423617,000000423617.jpg,000000423617.jpg,yes,car,640x480,640x480,verified,
attack_03,425221,000000425221.jpg,000000425221.jpg,yes,person,480x640,480x640,verified,
attack_03,425925,000000425925.jpg,000000425925.jpg,yes,car,640x468,640x468,verified,
attack_03,427055,000000427055.jpg,000000427055.jpg,yes,car,640x480,640x480,verified,
attack_03,427500,000000427500.jpg,000000427500.jpg,yes,car,428x640,428x640,verified,
attack_03,427655,000000427655.jpg,000000427655.jpg,yes,car,427x640,427x640,verified,
attack_03,430048,000000430048.jpg,000000430048.jpg,yes,car,500x375,500x375,verified,
attack_03,436738,000000436738.jpg,000000436738.jpg,yes,car,500x486,500x486,verified,
attack_03,437239,000000437239.jpg,000000437239.jpg,yes,person,640x425,640x425,verified,
attack_03,437351,000000437351.jpg,000000437351.jpg,yes,person,399x500,399x500,verified,
attack_03,438876,000000438876.jpg,000000438876.jpg,yes,person,500x333,500x333,verified,
attack_03,439623,000000439623.jpg,000000439623.jpg,yes,car,480x640,480x640,verified,
attack_03,441468,000000441468.jpg,000000441468.jpg,yes,car,426x640,426x640,verified,
attack_03,442456,000000442456.jpg,000000442456.jpg,yes,car,640x356,640x356,verified,
attack_03,447187,000000447187.jpg,000000447187.jpg,yes,person,640x480,640x480,verified,
attack_03,447611,000000447611.jpg,000000447611.jpg,yes,person,500x334,500x334,verified,
attack_03,448410,000000448410.jpg,000000448410.jpg,yes,person,640x437,640x437,verified,
attack_03,449312,000000449312.jpg,000000449312.jpg,yes,car,640x578,640x578,verified,
attack_03,449661,000000449661.jpg,000000449661.jpg,yes,person,640x169,640x169,verified,
attack_03,450559,000000450559.jpg,000000450559.jpg,yes,person,427x640,427x640,verified,
attack_03,453841,000000453841.jpg,000000453841.jpg,yes,car,500x339,500x339,verified,
attack_03,454661,000000454661.jpg,000000454661.jpg,yes,car,640x427,640x427,verified,
attack_03,455157,000000455157.jpg,000000455157.jpg,yes,person,640x640,640x640,verified,
attack_03,455555,000000455555.jpg,000000455555.jpg,yes,person,640x550,640x550,verified,
attack_03,455624,000000455624.jpg,000000455624.jpg,yes,person,640x427,640x427,verified,
attack_03,456015,000000456015.jpg,000000456015.jpg,yes,person,640x427,640x427,verified,
attack_03,456394,000000456394.jpg,000000456394.jpg,yes,car,220x176,220x176,verified,
attack_03,458325,000000458325.jpg,000000458325.jpg,yes,car,640x427,640x427,verified,
attack_03,458992,000000458992.jpg,000000458992.jpg,yes,person,480x640,480x640,verified,
attack_03,459153,000000459153.jpg,000000459153.jpg,yes,person,427x640,427x640,verified,
attack_03,459954,000000459954.jpg,000000459954.jpg,yes,person,500x375,500x375,verified,
attack_03,462371,000000462371.jpg,000000462371.jpg,yes,person,500x401,500x401,verified,
attack_03,463522,000000463522.jpg,000000463522.jpg,yes,person,640x480,640x480,verified,
attack_03,464824,000000464824.jpg,000000464824.jpg,yes,car,480x640,480x640,verified,
attack_03,466156,000000466156.jpg,000000466156.jpg,yes,car,500x375,500x375,verified,
attack_03,467511,000000467511.jpg,000000467511.jpg,yes,person,416x640,416x640,verified,
attack_03,470924,000000470924.jpg,000000470924.jpg,yes,person,640x480,640x480,verified,
attack_03,474452,000000474452.jpg,000000474452.jpg,yes,car,500x375,500x375,verified,
attack_03,476704,000000476704.jpg,000000476704.jpg,yes,car,640x428,640x428,verified,
attack_03,479126,000000479126.jpg,000000479126.jpg,yes,person,640x427,640x427,verified,
attack_03,479248,000000479248.jpg,000000479248.jpg,yes,person,640x480,640x480,verified,
attack_03,480021,000000480021.jpg,000000480021.jpg,yes,car,640x471,640x471,verified,
attack_03,482275,000000482275.jpg,000000482275.jpg,yes,person,640x480,640x480,verified,
attack_03,484404,000000484404.jpg,000000484404.jpg,yes,person,640x480,640x480,verified,
attack_03,485071,000000485071.jpg,000000485071.jpg,yes,person,640x426,640x426,verified,
attack_03,485237,000000485237.jpg,000000485237.jpg,yes,car,640x174,640x174,verified,
attack_03,490936,000000490936.jpg,000000490936.jpg,yes,car,480x640,480x640,verified,
attack_03,491130,000000491130.jpg,000000491130.jpg,yes,person,443x640,443x640,verified,
attack_03,491213,000000491213.jpg,000000491213.jpg,yes,car,640x480,640x480,verified,
attack_03,491366,000000491366.jpg,000000491366.jpg,yes,person,500x375,500x375,verified,
attack_03,493772,000000493772.jpg,000000493772.jpg,yes,person,640x640,640x640,verified,
attack_03,494869,000000494869.jpg,000000494869.jpg,yes,person,427x640,427x640,verified,
attack_03,497599,000000497599.jpg,000000497599.jpg,yes,person,427x640,427x640,verified,
attack_03,498286,000000498286.jpg,000000498286.jpg,yes,car,640x480,640x480,verified,
attack_03,501005,000000501005.jpg,000000501005.jpg,yes,person,640x396,640x396,verified,
attack_03,504415,000000504415.jpg,000000504415.jpg,yes,car,640x427,640x427,verified,
attack_03,505942,000000505942.jpg,000000505942.jpg,yes,car,500x375,500x375,verified,
attack_03,506707,000000506707.jpg,000000506707.jpg,yes,car,640x427,640x427,verified,
attack_03,507667,000000507667.jpg,000000507667.jpg,yes,car,500x386,500x386,verified,
attack_03,507797,000000507797.jpg,000000507797.jpg,yes,car,640x425,640x425,verified,
attack_03,507975,000000507975.jpg,000000507975.jpg,yes,car,640x480,640x480,verified,
attack_03,509014,000000509014.jpg,000000509014.jpg,yes,person,640x281,640x281,verified,
attack_03,511999,000000511999.jpg,000000511999.jpg,yes,car,640x446,640x446,verified,
attack_03,512564,000000512564.jpg,000000512564.jpg,yes,car,640x424,640x424,verified,
attack_03,512836,000000512836.jpg,000000512836.jpg,yes,person,480x640,480x640,verified,
attack_03,512985,000000512985.jpg,000000512985.jpg,yes,person,640x480,640x480,verified,
attack_03,513041,000000513041.jpg,000000513041.jpg,yes,person,640x480,640x480,verified,
attack_03,514586,000000514586.jpg,000000514586.jpg,yes,car,354x500,354x500,verified,
attack_03,515982,000000515982.jpg,000000515982.jpg,yes,person,640x426,640x426,verified,
attack_03,521052,000000521052.jpg,000000521052.jpg,yes,car,640x480,640x480,verified,
attack_03,521141,000000521141.jpg,000000521141.jpg,yes,car,375x500,375x500,verified,
attack_03,521819,000000521819.jpg,000000521819.jpg,yes,car,640x480,640x480,verified,
attack_03,526728,000000526728.jpg,000000526728.jpg,yes,car,500x375,500x375,verified,
attack_03,527220,000000527220.jpg,000000527220.jpg,yes,car,500x169,500x169,verified,
attack_03,533145,000000533145.jpg,000000533145.jpg,yes,person,500x375,500x375,verified,
attack_03,534270,000000534270.jpg,000000534270.jpg,yes,person,521x421,521x421,verified,
attack_03,537506,000000537506.jpg,000000537506.jpg,yes,car,600x400,600x400,verified,
attack_03,540414,000000540414.jpg,000000540414.jpg,yes,person,640x480,640x480,verified,
attack_03,545007,000000545007.jpg,000000545007.jpg,yes,person,425x640,425x640,verified,
attack_03,547336,000000547336.jpg,000000547336.jpg,yes,person,640x480,640x480,verified,
attack_03,549390,000000549390.jpg,000000549390.jpg,yes,person,640x427,640x427,verified,
attack_03,550691,000000550691.jpg,000000550691.jpg,yes,car,640x480,640x480,verified,
attack_03,555050,000000555050.jpg,000000555050.jpg,yes,car,500x322,500x322,verified,
attack_03,558854,000000558854.jpg,000000558854.jpg,yes,person,500x375,500x375,verified,
attack_03,564336,000000564336.jpg,000000564336.jpg,yes,car,640x360,640x360,verified,
attack_03,565045,000000565045.jpg,000000565045.jpg,yes,person,333x500,333x500,verified,
attack_03,566282,000000566282.jpg,000000566282.jpg,yes,car,640x426,640x426,verified,
attack_03,567197,000000567197.jpg,000000567197.jpg,yes,car,500x407,500x407,verified,
attack_03,567640,000000567640.jpg,000000567640.jpg,yes,person,640x425,640x425,verified,
attack_03,571598,000000571598.jpg,000000571598.jpg,yes,person,640x480,640x480,verified,
attack_03,577932,000000577932.jpg,000000577932.jpg,yes,car,640x543,640x543,verified,
