image_id,filename,target_class,class_id,bbox_x,bbox_y,bbox_width,bbox_height,image_width,image_height,random_seed
334006,000000334006.jpg,car,3,0.96,209.64,178.46,120.89,640,426,799732703
334309,000000334309.jpg,car,3,302.82,81.31,70.36,38.36,640,427,799732703
334483,000000334483.jpg,person,1,0.0,88.63,234.32,336.45,480,640,799732703
336232,000000336232.jpg,person,1,86.31,133.3,90.28,173.79,640,427,799732703
338219,000000338219.jpg,person,1,3,150,425,50,640,566,799732703
338718,000000338718.jpg,car,3,66.0,13.0,434.0,176.0,500,445,799732703
338986,000000338986.jpg,car,3,294.98,523.05,108.02,103.88,403,640,799732703
343803,000000343803.jpg,person,1,19.15,135.18,314.89,474.1,427,640,799732703
344029,000000344029.jpg,car,3,1.35,223.67,38.62,47.31,640,480,799732703
344909,000000344909.jpg,car,3,380.55,195.63,57.88,40.8,480,640,799732703
345941,000000345941.jpg,person,1,456.69,28.44,167.51,135.91,640,640,799732703
346232,000000346232.jpg,car,3,345.43,316.53,80.2,49.95,427,640,799732703
347254,000000347254.jpg,person,1,0.0,26.46,319.82,467.35,375,500,799732703
347370,000000347370.jpg,person,1,0.86,62.77,93.99,281.01,500,375,799732703
350003,000000350003.jpg,car,3,475.21,258.86,53.53,39.69,640,480,799732703
351530,000000351530.jpg,person,1,135.6,111.72,162.96,166.57,640,378,799732703
355325,000000355325.jpg,person,1,352.42,3.32,125.58,139.64,478,640,799732703
356169,000000356169.jpg,car,3,22.37,315.97,35.7,39.81,640,480,799732703
356424,000000356424.jpg,car,3,325.99,193.4,61.68,33.85,480,640,799732703
357459,000000357459.jpg,person,1,0.96,146.81,170.8,180.4,640,427,799732703
357737,000000357737.jpg,car,3,63.14,112.73,335.84,144.81,640,480,799732703
365207,000000365207.jpg,car,3,417.55,177.06,177.06,342.23,640,588,799732703
365642,000000365642.jpg,car,3,0.0,26.33,93.3,67.35,426,640,799732703
368335,000000368335.jpg,car,3,1.44,95.86,122.52,420.9,411,640,799732703
368752,000000368752.jpg,person,1,0.0,6.01,249.42,395.57,480,640,799732703
372260,000000372260.jpg,car,3,0.0,315.65,117.63,210.85,427,640,799732703
379800,000000379800.jpg,car,3,562.87,318.85,77.13,58.04,640,493,799732703
382111,000000382111.jpg,car,3,14.03,124.19,78.23,34.45,640,427,799732703
383289,000000383289.jpg,car,3,1.0,164.46,348.21,269.4,640,444,799732703
385029,000000385029.jpg,person,1,0.0,308.49,272.9,170.43,640,480,799732703
391140,000000391140.jpg,person,1,81.98,87.37,314.96,386.16,640,480,799732703
391290,000000391290.jpg,car,3,123.36,48.57,112.33,50.79,640,426,799732703
392722,000000392722.jpg,car,3,313.89,268.42,40.14,26.34,640,423,799732703
393093,000000393093.jpg,car,3,282.56,355.03,75.76,46.45,640,424,799732703
393226,000000393226.jpg,person,1,94.3,193.67,59.74,143.75,640,480,799732703
397133,000000397133.jpg,person,1,388.66,69.92,109.41,277.62,640,427,799732703
398237,000000398237.jpg,person,1,274.9,107.49,122.42,272.75,640,480,799732703
400367,000000400367.jpg,car,3,11.92,241.44,115.47,79.71,500,333,799732703
400573,000000400573.jpg,person,1,1.44,1.08,478.56,629.89,480,640,799732703
402118,000000402118.jpg,person,1,184.56,65.68,301.19,245.7,640,428,799732703
402774,000000402774.jpg,person,1,127.71,158.01,149.24,464.94,425,640,799732703
404484,000000404484.jpg,person,1,176.76,23.51,85.4,83.79,320,240,799732703
406129,000000406129.jpg,person,1,163.59,154.5,199.46,437.67,428,640,799732703
407083,000000407083.jpg,car,3,0.0,1.66,480.0,623.38,480,640,799732703
408774,000000408774.jpg,person,1,0.75,109.25,31.43,220.76,500,333,799732703
410456,000000410456.jpg,person,1,49.85,119.22,128.35,204.27,640,480,799732703
411938,000000411938.jpg,person,1,264.24,156.17,155.1,265.2,640,427,799732703
413689,000000413689.jpg,car,3,1.47,144.4,52.82,23.56,640,426,799732703
417779,000000417779.jpg,car,3,199.94,100.62,57.61,43.68,640,480,799732703
418696,000000418696.jpg,car,3,516.85,275.61,70.24,32.78,640,427,799732703
420840,000000420840.jpg,person,1,177.22,7.62,284.89,409.71,640,424,799732703
421455,000000421455.jpg,person,1,45.61,84.88,171.45,284.63,500,375,799732703
424521,000000424521.jpg,person,1,45.42,139.43,133.87,161.98,314,500,799732703
425226,000000425226.jpg,person,1,73.35,206.02,300.58,372.5,480,640,799732703
427655,000000427655.jpg,car,3,230.91,223.4,45.9,41.06,427,640,799732703
429690,000000429690.jpg,person,1,1.92,0.0,223.57,427.0,640,427,799732703
430048,000000430048.jpg,car,3,213.2,234.85,84.27,41.3,500,375,799732703
430377,000000430377.jpg,person,1,83.42,46.38,182.65,510.56,439,640,799732703
431545,000000431545.jpg,person,1,142.37,81.31,95.17,209.64,500,334,799732703
436617,000000436617.jpg,person,1,58.26,180.35,197.7,239.72,640,425,799732703
441553,000000441553.jpg,person,1,276,224,297,160,640,480,799732703
443426,000000443426.jpg,person,1,20.04,203.45,459.96,428.1,480,640,799732703
447314,000000447314.jpg,person,1,88.51,227.46,132.77,172.9,640,458,799732703
449312,000000449312.jpg,car,3,304.62,52.72,193.97,98.94,640,578,799732703
451155,000000451155.jpg,person,1,237.2,167.31,141.41,307.3,640,480,799732703
451714,000000451714.jpg,person,1,179.4,106.14,140.63,457.92,480,640,799732703
453841,000000453841.jpg,car,3,200.67,161.93,201.67,165.58,500,339,799732703
454661,000000454661.jpg,car,3,247.4,185.64,392.18,174.1,640,427,799732703
455219,000000455219.jpg,person,1,472.73,202.62,71.83,167.09,640,426,799732703
461751,000000461751.jpg,car,3,3.84,31.97,636.16,350.35,640,569,799732703
463730,000000463730.jpg,car,3,511.66,186.35,128.34,137.12,640,427,799732703
464824,000000464824.jpg,car,3,361.57,0.0,118.43,74.72,480,640,799732703
466986,000000466986.jpg,person,1,235.04,155.0,231.29,283.67,640,478,799732703
475191,000000475191.jpg,person,1,182.29,90.68,238.38,324.67,640,480,799732703
477805,000000477805.jpg,person,1,383.78,12.06,201.19,374.37,640,427,799732703
480944,000000480944.jpg,car,3,21.07,354.61,102.45,43.6,480,640,799732703
481413,000000481413.jpg,person,1,201.96,101.71,132.82,232.97,640,427,799732703
486438,000000486438.jpg,person,1,73.26,0.72,519.53,241.94,640,427,799732703
491213,000000491213.jpg,car,3,60.27,81.36,243.23,162.51,640,480,799732703
503755,000000503755.jpg,person,1,21.57,79.1,458.43,553.71,480,640,799732703
504589,000000504589.jpg,person,1,0.0,364.48,153.54,268.35,427,640,799732703
507667,000000507667.jpg,car,3,211.89,11.36,145.65,51.96,500,386,799732703
507797,000000507797.jpg,car,3,197.92,177.71,32.52,29.07,640,425,799732703
508602,000000508602.jpg,car,3,1.85,251.93,498.15,172.52,500,429,799732703
511076,000000511076.jpg,car,3,179.98,116.14,41.36,35.33,640,427,799732703
511599,000000511599.jpg,person,1,397.25,259.35,44.96,62.45,640,480,799732703
514586,000000514586.jpg,car,3,276.14,120.4,36.46,32.27,354,500,799732703
515266,000000515266.jpg,car,3,598.76,105.26,36.46,24.95,640,427,799732703
517069,000000517069.jpg,car,3,417.02,299.06,124.07,55.58,640,480,799732703
520009,000000520009.jpg,car,3,0.0,334.4,216.24,77.6,500,412,799732703
521141,000000521141.jpg,car,3,304.59,241.5,70.32,31.93,375,500,799732703
526728,000000526728.jpg,car,3,389.14,171.16,63.05,27.5,500,375,799732703
527220,000000527220.jpg,car,3,3.0,3.5,163.0,154.5,500,169,799732703
528705,000000528705.jpg,person,1,309.15,479.75,116.85,159.73,426,640,799732703
530854,000000530854.jpg,person,1,59.27,133.87,83.7,35.65,640,425,799732703
532855,000000532855.jpg,person,1,63.67,0.86,284.47,224.9,640,457,799732703
534041,000000534041.jpg,person,1,223.31,2.53,276.69,367.41,500,375,799732703
535306,000000535306.jpg,person,1,113.51,2.44,211.97,207.47,500,333,799732703
538067,000000538067.jpg,person,1,68.53,309.69,28.53,36.87,500,375,799732703
542625,000000542625.jpg,car,3,286.75,221.92,353.25,256.83,640,480,799732703
542776,000000542776.jpg,person,1,246.03,197.2,393.97,224.01,640,426,799732703
546475,000000546475.jpg,person,1,32.34,0.05,350.66,630.85,383,640,799732703
548246,000000548246.jpg,person,1,214.8,100.19,208.39,323.0,640,428,799732703
550691,000000550691.jpg,car,3,116.23,285.85,85.03,71.03,640,480,799732703
552842,000000552842.jpg,person,1,337.76,203.49,139.14,109.39,640,427,799732703
553511,000000553511.jpg,car,3,48.7,260.2,142.06,59.19,500,333,799732703
557672,000000557672.jpg,person,1,212.12,38.92,314.29,390.19,640,433,799732703
564336,000000564336.jpg,car,3,274.97,155.94,140.74,62.61,640,360,799732703
565391,000000565391.jpg,car,3,1.51,506.42,101.13,122.26,480,640,799732703
569825,000000569825.jpg,person,1,188.06,26.46,117.12,440.32,338,500,799732703
571264,000000571264.jpg,person,1,265.17,29.68,150.3,358.99,640,426,799732703
579307,000000579307.jpg,person,1,256.0,222.92,123.69,417.08,480,640,799732703
579635,000000579635.jpg,person,1,433.13,260.23,37.65,54.43,640,429,799732703
